Shift: 10
kodizom 0 1 2 3 4 5 6
dmoozik 2 6 1 5 4 3 0
dmikozo 2 6 3 0 1 4 5
dmikooz 2 6 3 0 1 5 4
dmikzoo 2 6 3 0 4 1 5
dmikzoo 2 6 3 0 4 5 1
dmikooz 2 6 3 0 5 1 4
dmikozo 2 6 3 0 5 4 1
dmiokzo 2 6 3 1 0 4 5
dmiokoz 2 6 3 1 0 5 4
dmiozko 2 6 3 1 4 0 5
dmiozok 2 6 3 1 4 5 0
dmiookz 2 6 3 1 5 0 4
dmioozk 2 6 3 1 5 4 0
dmizkoo 2 6 3 4 0 1 5
dmizkoo 2 6 3 4 0 5 1
dmizoko 2 6 3 4 1 0 5
dmizook 2 6 3 4 1 5 0
dmizoko 2 6 3 4 5 0 1
dmizook 2 6 3 4 5 1 0
dmiokoz 2 6 3 5 0 1 4
dmiokzo 2 6 3 5 0 4 1
dmiookz 2 6 3 5 1 0 4
dmioozk 2 6 3 5 1 4 0
dmiozko 2 6 3 5 4 0 1
dmiozok 2 6 3 5 4 1 0
dmzkoio 2 6 4 0 1 3 5
dmzkooi 2 6 4 0 1 5 3
dmzkioo 2 6 4 0 3 1 5
dmzkioo 2 6 4 0 3 5 1
dmzkooi 2 6 4 0 5 1 3
dmzkoio 2 6 4 0 5 3 1
dmzokio 2 6 4 1 0 3 5
dmzokoi 2 6 4 1 0 5 3
dmzoiko 2 6 4 1 3 0 5
dmzoiok 2 6 4 1 3 5 0
dmzooki 2 6 4 1 5 0 3
dmzooik 2 6 4 1 5 3 0
dmzikoo 2 6 4 3 0 1 5
dmzikoo 2 6 4 3 0 5 1
dmzioko 2 6 4 3 1 0 5
dmziook 2 6 4 3 1 5 0
dmzioko 2 6 4 3 5 0 1
dmziook 2 6 4 3 5 1 0
dmzokoi 2 6 4 5 0 1 3
dmzokio 2 6 4 5 0 3 1
dmzooki 2 6 4 5 1 0 3
dmzooik 2 6 4 5 1 3 0
dmzoiko 2 6 4 5 3 0 1
dmzoiok 2 6 4 5 3 1 0
dmokoiz 2 6 5 0 1 3 4
dmokozi 2 6 5 0 1 4 3
dmokioz 2 6 5 0 3 1 4
dmokizo 2 6 5 0 3 4 1
dmokzoi 2 6 5 0 4 1 3
dmokzio 2 6 5 0 4 3 1
dmookiz 2 6 5 1 0 3 4
dmookzi 2 6 5 1 0 4 3
dmooikz 2 6 5 1 3 0 4
dmooizk 2 6 5 1 3 4 0
dmoozki 2 6 5 1 4 0 3
dmoozik 2 6 5 1 4 3 0
dmoikoz 2 6 5 3 0 1 4
dmoikzo 2 6 5 3 0 4 1
dmoiokz 2 6 5 3 1 0 4
dmoiozk 2 6 5 3 1 4 0
dmoizko 2 6 5 3 4 0 1
dmoizok 2 6 5 3 4 1 0
dmozkoi 2 6 5 4 0 1 3
dmozkio 2 6 5 4 0 3 1
dmozoki 2 6 5 4 1 0 3
dmozoik 2 6 5 4 1 3 0
dmoziko 2 6 5 4 3 0 1
dmoziok 2 6 5 4 3 1 0
ikodzom 3 0 1 2 4 5 6
ikodzmo 3 0 1 2 4 6 5
ikodozm 3 0 1 2 5 4 6
ikodomz 3 0 1 2 5 6 4
ikodmzo 3 0 1 2 6 4 5
ikodmoz 3 0 1 2 6 5 4
ikozdom 3 0 1 4 2 5 6
ikozdmo 3 0 1 4 2 6 5
ikozodm 3 0 1 4 5 2 6
ikozomd 3 0 1 4 5 6 2
ikozmdo 3 0 1 4 6 2 5
ikozmod 3 0 1 4 6 5 2
ikoodzm 3 0 1 5 2 4 6
ikoodmz 3 0 1 5 2 6 4
ikoozdm 3 0 1 5 4 2 6
ikoozmd 3 0 1 5 4 6 2
ikoomdz 3 0 1 5 6 2 4
ikoomzd 3 0 1 5 6 4 2
ikomdzo 3 0 1 6 2 4 5
ikomdoz 3 0 1 6 2 5 4
ikomzdo 3 0 1 6 4 2 5
ikomzod 3 0 1 6 4 5 2
ikomodz 3 0 1 6 5 2 4
ikomozd 3 0 1 6 5 4 2
ikdozom 3 0 2 1 4 5 6
ikdozmo 3 0 2 1 4 6 5
ikdoozm 3 0 2 1 5 4 6
ikdoomz 3 0 2 1 5 6 4
ikdomzo 3 0 2 1 6 4 5
ikdomoz 3 0 2 1 6 5 4
ikdzoom 3 0 2 4 1 5 6
ikdzomo 3 0 2 4 1 6 5
ikdzoom 3 0 2 4 5 1 6
ikdzomo 3 0 2 4 5 6 1
ikdzmoo 3 0 2 4 6 1 5
ikdzmoo 3 0 2 4 6 5 1
ikdoozm 3 0 2 5 1 4 6
ikdoomz 3 0 2 5 1 6 4
ikdozom 3 0 2 5 4 1 6
ikdozmo 3 0 2 5 4 6 1
ikdomoz 3 0 2 5 6 1 4
ikdomzo 3 0 2 5 6 4 1
ikdmozo 3 0 2 6 1 4 5
ikdmooz 3 0 2 6 1 5 4
ikdmzoo 3 0 2 6 4 1 5
ikdmzoo 3 0 2 6 4 5 1
ikdmooz 3 0 2 6 5 1 4
ikdmozo 3 0 2 6 5 4 1
ikzodom 3 0 4 1 2 5 6
ikzodmo 3 0 4 1 2 6 5
ikzoodm 3 0 4 1 5 2 6
ikzoomd 3 0 4 1 5 6 2
ikzomdo 3 0 4 1 6 2 5
ikzomod 3 0 4 1 6 5 2
ikzdoom 3 0 4 2 1 5 6
ikzdomo 3 0 4 2 1 6 5
ikzdoom 3 0 4 2 5 1 6
ikzdomo 3 0 4 2 5 6 1
ikzdmoo 3 0 4 2 6 1 5
ikzdmoo 3 0 4 2 6 5 1
ikzoodm 3 0 4 5 1 2 6
ikzoomd 3 0 4 5 1 6 2
ikzodom 3 0 4 5 2 1 6
ikzodmo 3 0 4 5 2 6 1
ikzomod 3 0 4 5 6 1 2
ikzomdo 3 0 4 5 6 2 1
ikzmodo 3 0 4 6 1 2 5
ikzmood 3 0 4 6 1 5 2
ikzmdoo 3 0 4 6 2 1 5
ikzmdoo 3 0 4 6 2 5 1
ikzmood 3 0 4 6 5 1 2
ikzmodo 3 0 4 6 5 2 1
ikoodzm 3 0 5 1 2 4 6
ikoodmz 3 0 5 1 2 6 4
ikoozdm 3 0 5 1 4 2 6
ikoozmd 3 0 5 1 4 6 2
ikoomdz 3 0 5 1 6 2 4
ikoomzd 3 0 5 1 6 4 2
ikodozm 3 0 5 2 1 4 6
ikodomz 3 0 5 2 1 6 4
ikodzom 3 0 5 2 4 1 6
ikodzmo 3 0 5 2 4 6 1
ikodmoz 3 0 5 2 6 1 4
ikodmzo 3 0 5 2 6 4 1
ikozodm 3 0 5 4 1 2 6
ikozomd 3 0 5 4 1 6 2
ikozdom 3 0 5 4 2 1 6
ikozdmo 3 0 5 4 2 6 1
ikozmod 3 0 5 4 6 1 2
ikozmdo 3 0 5 4 6 2 1
ikomodz 3 0 5 6 1 2 4
ikomozd 3 0 5 6 1 4 2
ikomdoz 3 0 5 6 2 1 4
ikomdzo 3 0 5 6 2 4 1
ikomzod 3 0 5 6 4 1 2
ikomzdo 3 0 5 6 4 2 1
ikmodzo 3 0 6 1 2 4 5
ikmodoz 3 0 6 1 2 5 4
ikmozdo 3 0 6 1 4 2 5
ikmozod 3 0 6 1 4 5 2
ikmoodz 3 0 6 1 5 2 4
ikmoozd 3 0 6 1 5 4 2
ikmdozo 3 0 6 2 1 4 5
ikmdooz 3 0 6 2 1 5 4
ikmdzoo 3 0 6 2 4 1 5
ikmdzoo 3 0 6 2 4 5 1
ikmdooz 3 0 6 2 5 1 4
ikmdozo 3 0 6 2 5 4 1
ikmzodo 3 0 6 4 1 2 5
ikmzood 3 0 6 4 1 5 2
ikmzdoo 3 0 6 4 2 1 5
ikmzdoo 3 0 6 4 2 5 1
ikmzood 3 0 6 4 5 1 2
ikmzodo 3 0 6 4 5 2 1
ikmoodz 3 0 6 5 1 2 4
ikmoozd 3 0 6 5 1 4 2
ikmodoz 3 0 6 5 2 1 4
ikmodzo 3 0 6 5 2 4 1
ikmozod 3 0 6 5 4 1 2
ikmozdo 3 0 6 5 4 2 1
iokdzom 3 1 0 2 4 5 6
iokdzmo 3 1 0 2 4 6 5
iokdozm 3 1 0 2 5 4 6
iokdomz 3 1 0 2 5 6 4
iokdmzo 3 1 0 2 6 4 5
iokdmoz 3 1 0 2 6 5 4
iokzdom 3 1 0 4 2 5 6
iokzdmo 3 1 0 4 2 6 5
iokzodm 3 1 0 4 5 2 6
iokzomd 3 1 0 4 5 6 2
iokzmdo 3 1 0 4 6 2 5
iokzmod 3 1 0 4 6 5 2
iokodzm 3 1 0 5 2 4 6
iokodmz 3 1 0 5 2 6 4
iokozdm 3 1 0 5 4 2 6
iokozmd 3 1 0 5 4 6 2
iokomdz 3 1 0 5 6 2 4
iokomzd 3 1 0 5 6 4 2
iokmdzo 3 1 0 6 2 4 5
iokmdoz 3 1 0 6 2 5 4
iokmzdo 3 1 0 6 4 2 5
iokmzod 3 1 0 6 4 5 2
iokmodz 3 1 0 6 5 2 4
iokmozd 3 1 0 6 5 4 2
iodkzom 3 1 2 0 4 5 6
iodkzmo 3 1 2 0 4 6 5
iodkozm 3 1 2 0 5 4 6
iodkomz 3 1 2 0 5 6 4
iodkmzo 3 1 2 0 6 4 5
iodkmoz 3 1 2 0 6 5 4
iodzkom 3 1 2 4 0 5 6
iodzkmo 3 1 2 4 0 6 5
iodzokm 3 1 2 4 5 0 6
iodzomk 3 1 2 4 5 6 0
iodzmko 3 1 2 4 6 0 5
iodzmok 3 1 2 4 6 5 0
iodokzm 3 1 2 5 0 4 6
iodokmz 3 1 2 5 0 6 4
iodozkm 3 1 2 5 4 0 6
iodozmk 3 1 2 5 4 6 0
iodomkz 3 1 2 5 6 0 4
iodomzk 3 1 2 5 6 4 0
iodmkzo 3 1 2 6 0 4 5
iodmkoz 3 1 2 6 0 5 4
iodmzko 3 1 2 6 4 0 5
iodmzok 3 1 2 6 4 5 0
iodmokz 3 1 2 6 5 0 4
iodmozk 3 1 2 6 5 4 0
iozkdom 3 1 4 0 2 5 6
iozkdmo 3 1 4 0 2 6 5
iozkodm 3 1 4 0 5 2 6
iozkomd 3 1 4 0 5 6 2
iozkmdo 3 1 4 0 6 2 5
iozkmod 3 1 4 0 6 5 2
iozdkom 3 1 4 2 0 5 6
iozdkmo 3 1 4 2 0 6 5
iozdokm 3 1 4 2 5 0 6
iozdomk 3 1 4 2 5 6 0
iozdmko 3 1 4 2 6 0 5
iozdmok 3 1 4 2 6 5 0
iozokdm 3 1 4 5 0 2 6
iozokmd 3 1 4 5 0 6 2
iozodkm 3 1 4 5 2 0 6
iozodmk 3 1 4 5 2 6 0
iozomkd 3 1 4 5 6 0 2
iozomdk 3 1 4 5 6 2 0
iozmkdo 3 1 4 6 0 2 5
iozmkod 3 1 4 6 0 5 2
iozmdko 3 1 4 6 2 0 5
iozmdok 3 1 4 6 2 5 0
iozmokd 3 1 4 6 5 0 2
iozmodk 3 1 4 6 5 2 0
iookdzm 3 1 5 0 2 4 6
iookdmz 3 1 5 0 2 6 4
iookzdm 3 1 5 0 4 2 6
iookzmd 3 1 5 0 4 6 2
iookmdz 3 1 5 0 6 2 4
iookmzd 3 1 5 0 6 4 2
ioodkzm 3 1 5 2 0 4 6
ioodkmz 3 1 5 2 0 6 4
ioodzkm 3 1 5 2 4 0 6
ioodzmk 3 1 5 2 4 6 0
ioodmkz 3 1 5 2 6 0 4
ioodmzk 3 1 5 2 6 4 0
ioozkdm 3 1 5 4 0 2 6
ioozkmd 3 1 5 4 0 6 2
ioozdkm 3 1 5 4 2 0 6
ioozdmk 3 1 5 4 2 6 0
ioozmkd 3 1 5 4 6 0 2
ioozmdk 3 1 5 4 6 2 0
ioomkdz 3 1 5 6 0 2 4
ioomkzd 3 1 5 6 0 4 2
ioomdkz 3 1 5 6 2 0 4
ioomdzk 3 1 5 6 2 4 0
ioomzkd 3 1 5 6 4 0 2
ioomzdk 3 1 5 6 4 2 0
iomkdzo 3 1 6 0 2 4 5
iomkdoz 3 1 6 0 2 5 4
iomkzdo 3 1 6 0 4 2 5
iomkzod 3 1 6 0 4 5 2
iomkodz 3 1 6 0 5 2 4
iomkozd 3 1 6 0 5 4 2
iomdkzo 3 1 6 2 0 4 5
iomdkoz 3 1 6 2 0 5 4
iomdzko 3 1 6 2 4 0 5
iomdzok 3 1 6 2 4 5 0
iomdokz 3 1 6 2 5 0 4
iomdozk 3 1 6 2 5 4 0
iomzkdo 3 1 6 4 0 2 5
iomzkod 3 1 6 4 0 5 2
iomzdko 3 1 6 4 2 0 5
iomzdok 3 1 6 4 2 5 0
iomzokd 3 1 6 4 5 0 2
iomzodk 3 1 6 4 5 2 0
iomokdz 3 1 6 5 0 2 4
iomokzd 3 1 6 5 0 4 2
iomodkz 3 1 6 5 2 0 4
iomodzk 3 1 6 5 2 4 0
iomozkd 3 1 6 5 4 0 2
iomozdk 3 1 6 5 4 2 0
idkozom 3 2 0 1 4 5 6
idkozmo 3 2 0 1 4 6 5
idkoozm 3 2 0 1 5 4 6
idkoomz 3 2 0 1 5 6 4
idkomzo 3 2 0 1 6 4 5
idkomoz 3 2 0 1 6 5 4
idkzoom 3 2 0 4 1 5 6
idkzomo 3 2 0 4 1 6 5
idkzoom 3 2 0 4 5 1 6
idkzomo 3 2 0 4 5 6 1
idkzmoo 3 2 0 4 6 1 5
idkzmoo 3 2 0 4 6 5 1
idkoozm 3 2 0 5 1 4 6
idkoomz 3 2 0 5 1 6 4
idkozom 3 2 0 5 4 1 6
idkozmo 3 2 0 5 4 6 1
idkomoz 3 2 0 5 6 1 4
idkomzo 3 2 0 5 6 4 1
idkmozo 3 2 0 6 1 4 5
idkmooz 3 2 0 6 1 5 4
idkmzoo 3 2 0 6 4 1 5
idkmzoo 3 2 0 6 4 5 1
idkmooz 3 2 0 6 5 1 4
idkmozo 3 2 0 6 5 4 1
idokzom 3 2 1 0 4 5 6
idokzmo 3 2 1 0 4 6 5
idokozm 3 2 1 0 5 4 6
idokomz 3 2 1 0 5 6 4
idokmzo 3 2 1 0 6 4 5
idokmoz 3 2 1 0 6 5 4
idozkom 3 2 1 4 0 5 6
idozkmo 3 2 1 4 0 6 5
idozokm 3 2 1 4 5 0 6
idozomk 3 2 1 4 5 6 0
idozmko 3 2 1 4 6 0 5
idozmok 3 2 1 4 6 5 0
idookzm 3 2 1 5 0 4 6
idookmz 3 2 1 5 0 6 4
idoozkm 3 2 1 5 4 0 6
idoozmk 3 2 1 5 4 6 0
idoomkz 3 2 1 5 6 0 4
idoomzk 3 2 1 5 6 4 0
idomkzo 3 2 1 6 0 4 5
idomkoz 3 2 1 6 0 5 4
idomzko 3 2 1 6 4 0 5
idomzok 3 2 1 6 4 5 0
idomokz 3 2 1 6 5 0 4
idomozk 3 2 1 6 5 4 0
idzkoom 3 2 4 0 1 5 6
idzkomo 3 2 4 0 1 6 5
idzkoom 3 2 4 0 5 1 6
idzkomo 3 2 4 0 5 6 1
idzkmoo 3 2 4 0 6 1 5
idzkmoo 3 2 4 0 6 5 1
idzokom 3 2 4 1 0 5 6
idzokmo 3 2 4 1 0 6 5
idzookm 3 2 4 1 5 0 6
idzoomk 3 2 4 1 5 6 0
idzomko 3 2 4 1 6 0 5
idzomok 3 2 4 1 6 5 0
idzokom 3 2 4 5 0 1 6
idzokmo 3 2 4 5 0 6 1
idzookm 3 2 4 5 1 0 6
idzoomk 3 2 4 5 1 6 0
idzomko 3 2 4 5 6 0 1
idzomok 3 2 4 5 6 1 0
idzmkoo 3 2 4 6 0 1 5
idzmkoo 3 2 4 6 0 5 1
idzmoko 3 2 4 6 1 0 5
idzmook 3 2 4 6 1 5 0
idzmoko 3 2 4 6 5 0 1
idzmook 3 2 4 6 5 1 0
idokozm 3 2 5 0 1 4 6
idokomz 3 2 5 0 1 6 4
idokzom 3 2 5 0 4 1 6
idokzmo 3 2 5 0 4 6 1
idokmoz 3 2 5 0 6 1 4
idokmzo 3 2 5 0 6 4 1
idookzm 3 2 5 1 0 4 6
idookmz 3 2 5 1 0 6 4
idoozkm 3 2 5 1 4 0 6
idoozmk 3 2 5 1 4 6 0
idoomkz 3 2 5 1 6 0 4
idoomzk 3 2 5 1 6 4 0
idozkom 3 2 5 4 0 1 6
idozkmo 3 2 5 4 0 6 1
idozokm 3 2 5 4 1 0 6
idozomk 3 2 5 4 1 6 0
idozmko 3 2 5 4 6 0 1
idozmok 3 2 5 4 6 1 0
idomkoz 3 2 5 6 0 1 4
idomkzo 3 2 5 6 0 4 1
idomokz 3 2 5 6 1 0 4
idomozk 3 2 5 6 1 4 0
idomzko 3 2 5 6 4 0 1
idomzok 3 2 5 6 4 1 0
idmkozo 3 2 6 0 1 4 5
idmkooz 3 2 6 0 1 5 4
idmkzoo 3 2 6 0 4 1 5
idmkzoo 3 2 6 0 4 5 1
idmkooz 3 2 6 0 5 1 4
idmkozo 3 2 6 0 5 4 1
idmokzo 3 2 6 1 0 4 5
idmokoz 3 2 6 1 0 5 4
idmozko 3 2 6 1 4 0 5
idmozok 3 2 6 1 4 5 0
idmookz 3 2 6 1 5 0 4
idmoozk 3 2 6 1 5 4 0
idmzkoo 3 2 6 4 0 1 5
idmzkoo 3 2 6 4 0 5 1
idmzoko 3 2 6 4 1 0 5
idmzook 3 2 6 4 1 5 0
idmzoko 3 2 6 4 5 0 1
idmzook 3 2 6 4 5 1 0
idmokoz 3 2 6 5 0 1 4
idmokzo 3 2 6 5 0 4 1
idmookz 3 2 6 5 1 0 4
idmoozk 3 2 6 5 1 4 0
idmozko 3 2 6 5 4 0 1
idmozok 3 2 6 5 4 1 0
izkodom 3 4 0 1 2 5 6
izkodmo 3 4 0 1 2 6 5
izkoodm 3 4 0 1 5 2 6
izkoomd 3 4 0 1 5 6 2
izkomdo 3 4 0 1 6 2 5
izkomod 3 4 0 1 6 5 2
izkdoom 3 4 0 2 1 5 6
izkdomo 3 4 0 2 1 6 5
izkdoom 3 4 0 2 5 1 6
izkdomo 3 4 0 2 5 6 1
izkdmoo 3 4 0 2 6 1 5
izkdmoo 3 4 0 2 6 5 1
izkoodm 3 4 0 5 1 2 6
izkoomd 3 4 0 5 1 6 2
izkodom 3 4 0 5 2 1 6
izkodmo 3 4 0 5 2 6 1
izkomod 3 4 0 5 6 1 2
izkomdo 3 4 0 5 6 2 1
izkmodo 3 4 0 6 1 2 5
izkmood 3 4 0 6 1 5 2
izkmdoo 3 4 0 6 2 1 5
izkmdoo 3 4 0 6 2 5 1
izkmood 3 4 0 6 5 1 2
izkmodo 3 4 0 6 5 2 1
izokdom 3 4 1 0 2 5 6
izokdmo 3 4 1 0 2 6 5
izokodm 3 4 1 0 5 2 6
izokomd 3 4 1 0 5 6 2
izokmdo 3 4 1 0 6 2 5
izokmod 3 4 1 0 6 5 2
izodkom 3 4 1 2 0 5 6
izodkmo 3 4 1 2 0 6 5
izodokm 3 4 1 2 5 0 6
izodomk 3 4 1 2 5 6 0
izodmko 3 4 1 2 6 0 5
izodmok 3 4 1 2 6 5 0
izookdm 3 4 1 5 0 2 6
izookmd 3 4 1 5 0 6 2
izoodkm 3 4 1 5 2 0 6
izoodmk 3 4 1 5 2 6 0
izoomkd 3 4 1 5 6 0 2
izoomdk 3 4 1 5 6 2 0
izomkdo 3 4 1 6 0 2 5
izomkod 3 4 1 6 0 5 2
izomdko 3 4 1 6 2 0 5
izomdok 3 4 1 6 2 5 0
izomokd 3 4 1 6 5 0 2
izomodk 3 4 1 6 5 2 0
izdkoom 3 4 2 0 1 5 6
izdkomo 3 4 2 0 1 6 5
izdkoom 3 4 2 0 5 1 6
izdkomo 3 4 2 0 5 6 1
izdkmoo 3 4 2 0 6 1 5
izdkmoo 3 4 2 0 6 5 1
izdokom 3 4 2 1 0 5 6
izdokmo 3 4 2 1 0 6 5
izdookm 3 4 2 1 5 0 6
izdoomk 3 4 2 1 5 6 0
izdomko 3 4 2 1 6 0 5
izdomok 3 4 2 1 6 5 0
izdokom 3 4 2 5 0 1 6
izdokmo 3 4 2 5 0 6 1
izdookm 3 4 2 5 1 0 6
izdoomk 3 4 2 5 1 6 0
izdomko 3 4 2 5 6 0 1
izdomok 3 4 2 5 6 1 0
izdmkoo 3 4 2 6 0 1 5
izdmkoo 3 4 2 6 0 5 1
izdmoko 3 4 2 6 1 0 5
izdmook 3 4 2 6 1 5 0
izdmoko 3 4 2 6 5 0 1
izdmook 3 4 2 6 5 1 0
izokodm 3 4 5 0 1 2 6
izokomd 3 4 5 0 1 6 2
izokdom 3 4 5 0 2 1 6
izokdmo 3 4 5 0 2 6 1
izokmod 3 4 5 0 6 1 2
izokmdo 3 4 5 0 6 2 1
izookdm 3 4 5 1 0 2 6
izookmd 3 4 5 1 0 6 2
izoodkm 3 4 5 1 2 0 6
izoodmk 3 4 5 1 2 6 0
izoomkd 3 4 5 1 6 0 2
izoomdk 3 4 5 1 6 2 0
izodkom 3 4 5 2 0 1 6
izodkmo 3 4 5 2 0 6 1
izodokm 3 4 5 2 1 0 6
izodomk 3 4 5 2 1 6 0
izodmko 3 4 5 2 6 0 1
izodmok 3 4 5 2 6 1 0
izomkod 3 4 5 6 0 1 2
izomkdo 3 4 5 6 0 2 1
izomokd 3 4 5 6 1 0 2
izomodk 3 4 5 6 1 2 0
izomdko 3 4 5 6 2 0 1
izomdok 3 4 5 6 2 1 0
izmkodo 3 4 6 0 1 2 5
izmkood 3 4 6 0 1 5 2
izmkdoo 3 4 6 0 2 1 5
izmkdoo 3 4 6 0 2 5 1
izmkood 3 4 6 0 5 1 2
izmkodo 3 4 6 0 5 2 1
izmokdo 3 4 6 1 0 2 5
izmokod 3 4 6 1 0 5 2
izmodko 3 4 6 1 2 0 5
izmodok 3 4 6 1 2 5 0
izmookd 3 4 6 1 5 0 2
izmoodk 3 4 6 1 5 2 0
izmdkoo 3 4 6 2 0 1 5
izmdkoo 3 4 6 2 0 5 1
izmdoko 3 4 6 2 1 0 5
izmdook 3 4 6 2 1 5 0
izmdoko 3 4 6 2 5 0 1
izmdook 3 4 6 2 5 1 0
izmokod 3 4 6 5 0 1 2
izmokdo 3 4 6 5 0 2 1
izmookd 3 4 6 5 1 0 2
izmoodk 3 4 6 5 1 2 0
izmodko 3 4 6 5 2 0 1
izmodok 3 4 6 5 2 1 0
iokodzm 3 5 0 1 2 4 6
iokodmz 3 5 0 1 2 6 4
iokozdm 3 5 0 1 4 2 6
iokozmd 3 5 0 1 4 6 2
iokomdz 3 5 0 1 6 2 4
iokomzd 3 5 0 1 6 4 2
iokdozm 3 5 0 2 1 4 6
iokdomz 3 5 0 2 1 6 4
iokdzom 3 5 0 2 4 1 6
iokdzmo 3 5 0 2 4 6 1
iokdmoz 3 5 0 2 6 1 4
iokdmzo 3 5 0 2 6 4 1
iokzodm 3 5 0 4 1 2 6
iokzomd 3 5 0 4 1 6 2
iokzdom 3 5 0 4 2 1 6
iokzdmo 3 5 0 4 2 6 1
iokzmod 3 5 0 4 6 1 2
iokzmdo 3 5 0 4 6 2 1
iokmodz 3 5 0 6 1 2 4
iokmozd 3 5 0 6 1 4 2
iokmdoz 3 5 0 6 2 1 4
iokmdzo 3 5 0 6 2 4 1
iokmzod 3 5 0 6 4 1 2
iokmzdo 3 5 0 6 4 2 1
iookdzm 3 5 1 0 2 4 6
iookdmz 3 5 1 0 2 6 4
iookzdm 3 5 1 0 4 2 6
iookzmd 3 5 1 0 4 6 2
iookmdz 3 5 1 0 6 2 4
iookmzd 3 5 1 0 6 4 2
ioodkzm 3 5 1 2 0 4 6
ioodkmz 3 5 1 2 0 6 4
ioodzkm 3 5 1 2 4 0 6
ioodzmk 3 5 1 2 4 6 0
ioodmkz 3 5 1 2 6 0 4
ioodmzk 3 5 1 2 6 4 0
ioozkdm 3 5 1 4 0 2 6
ioozkmd 3 5 1 4 0 6 2
ioozdkm 3 5 1 4 2 0 6
ioozdmk 3 5 1 4 2 6 0
ioozmkd 3 5 1 4 6 0 2
ioozmdk 3 5 1 4 6 2 0
ioomkdz 3 5 1 6 0 2 4
ioomkzd 3 5 1 6 0 4 2
ioomdkz 3 5 1 6 2 0 4
ioomdzk 3 5 1 6 2 4 0
ioomzkd 3 5 1 6 4 0 2
ioomzdk 3 5 1 6 4 2 0
iodkozm 3 5 2 0 1 4 6
iodkomz 3 5 2 0 1 6 4
iodkzom 3 5 2 0 4 1 6
iodkzmo 3 5 2 0 4 6 1
iodkmoz 3 5 2 0 6 1 4
iodkmzo 3 5 2 0 6 4 1
iodokzm 3 5 2 1 0 4 6
iodokmz 3 5 2 1 0 6 4
iodozkm 3 5 2 1 4 0 6
iodozmk 3 5 2 1 4 6 0
iodomkz 3 5 2 1 6 0 4
iodomzk 3 5 2 1 6 4 0
iodzkom 3 5 2 4 0 1 6
iodzkmo 3 5 2 4 0 6 1
iodzokm 3 5 2 4 1 0 6
iodzomk 3 5 2 4 1 6 0
iodzmko 3 5 2 4 6 0 1
iodzmok 3 5 2 4 6 1 0
iodmkoz 3 5 2 6 0 1 4
iodmkzo 3 5 2 6 0 4 1
iodmokz 3 5 2 6 1 0 4
iodmozk 3 5 2 6 1 4 0
iodmzko 3 5 2 6 4 0 1
iodmzok 3 5 2 6 4 1 0
iozkodm 3 5 4 0 1 2 6
iozkomd 3 5 4 0 1 6 2
iozkdom 3 5 4 0 2 1 6
iozkdmo 3 5 4 0 2 6 1
iozkmod 3 5 4 0 6 1 2
iozkmdo 3 5 4 0 6 2 1
iozokdm 3 5 4 1 0 2 6
iozokmd 3 5 4 1 0 6 2
iozodkm 3 5 4 1 2 0 6
iozodmk 3 5 4 1 2 6 0
iozomkd 3 5 4 1 6 0 2
iozomdk 3 5 4 1 6 2 0
iozdkom 3 5 4 2 0 1 6
iozdkmo 3 5 4 2 0 6 1
iozdokm 3 5 4 2 1 0 6
iozdomk 3 5 4 2 1 6 0
iozdmko 3 5 4 2 6 0 1
iozdmok 3 5 4 2 6 1 0
iozmkod 3 5 4 6 0 1 2
iozmkdo 3 5 4 6 0 2 1
iozmokd 3 5 4 6 1 0 2
iozmodk 3 5 4 6 1 2 0
iozmdko 3 5 4 6 2 0 1
iozmdok 3 5 4 6 2 1 0
iomkodz 3 5 6 0 1 2 4
iomkozd 3 5 6 0 1 4 2
iomkdoz 3 5 6 0 2 1 4
iomkdzo 3 5 6 0 2 4 1
iomkzod 3 5 6 0 4 1 2
iomkzdo 3 5 6 0 4 2 1
iomokdz 3 5 6 1 0 2 4
iomokzd 3 5 6 1 0 4 2
iomodkz 3 5 6 1 2 0 4
iomodzk 3 5 6 1 2 4 0
iomozkd 3 5 6 1 4 0 2
iomozdk 3 5 6 1 4 2 0
iomdkoz 3 5 6 2 0 1 4
iomdkzo 3 5 6 2 0 4 1
iomdokz 3 5 6 2 1 0 4
iomdozk 3 5 6 2 1 4 0
iomdzko 3 5 6 2 4 0 1
iomdzok 3 5 6 2 4 1 0
iomzkod 3 5 6 4 0 1 2
iomzkdo 3 5 6 4 0 2 1
iomzokd 3 5 6 4 1 0 2
iomzodk 3 5 6 4 1 2 0
iomzdko 3 5 6 4 2 0 1
iomzdok 3 5 6 4 2 1 0
imkodzo 3 6 0 1 2 4 5
imkodoz 3 6 0 1 2 5 4
imkozdo 3 6 0 1 4 2 5
imkozod 3 6 0 1 4 5 2
imkoodz 3 6 0 1 5 2 4
imkoozd 3 6 0 1 5 4 2
imkdozo 3 6 0 2 1 4 5
imkdooz 3 6 0 2 1 5 4
imkdzoo 3 6 0 2 4 1 5
imkdzoo 3 6 0 2 4 5 1
imkdooz 3 6 0 2 5 1 4
imkdozo 3 6 0 2 5 4 1
imkzodo 3 6 0 4 1 2 5
imkzood 3 6 0 4 1 5 2
imkzdoo 3 6 0 4 2 1 5
imkzdoo 3 6 0 4 2 5 1
imkzood 3 6 0 4 5 1 2
imkzodo 3 6 0 4 5 2 1
imkoodz 3 6 0 5 1 2 4
