Shift: 0
aetypec 0 1 2 3 4 5 6
tcpeaye 2 6 4 5 0 3 1
tcpeeay 2 6 4 5 1 0 3
tcpeeya 2 6 4 5 1 3 0
tcpeyae 2 6 4 5 3 0 1
tcpeyea 2 6 4 5 3 1 0
tceaeyp 2 6 5 0 1 3 4
tceaepy 2 6 5 0 1 4 3
tceayep 2 6 5 0 3 1 4
tceaype 2 6 5 0 3 4 1
tceapey 2 6 5 0 4 1 3
tceapye 2 6 5 0 4 3 1
tceeayp 2 6 5 1 0 3 4
tceeapy 2 6 5 1 0 4 3
tceeyap 2 6 5 1 3 0 4
tceeypa 2 6 5 1 3 4 0
tceepay 2 6 5 1 4 0 3
tceepya 2 6 5 1 4 3 0
tceyaep 2 6 5 3 0 1 4
tceyape 2 6 5 3 0 4 1
tceyeap 2 6 5 3 1 0 4
tceyepa 2 6 5 3 1 4 0
tceypae 2 6 5 3 4 0 1
tceypea 2 6 5 3 4 1 0
tcepaey 2 6 5 4 0 1 3
tcepaye 2 6 5 4 0 3 1
tcepeay 2 6 5 4 1 0 3
tcepeya 2 6 5 4 1 3 0
tcepyae 2 6 5 4 3 0 1
tcepyea 2 6 5 4 3 1 0
yaetpec 3 0 1 2 4 5 6
yaetpce 3 0 1 2 4 6 5
yaetepc 3 0 1 2 5 4 6
yaetecp 3 0 1 2 5 6 4
yaetcpe 3 0 1 2 6 4 5
yaetcep 3 0 1 2 6 5 4
yaeptec 3 0 1 4 2 5 6
yaeptce 3 0 1 4 2 6 5
yaepetc 3 0 1 4 5 2 6
yaepect 3 0 1 4 5 6 2
yaepcte 3 0 1 4 6 2 5
yaepcet 3 0 1 4 6 5 2
yaeetpc 3 0 1 5 2 4 6
yaeetcp 3 0 1 5 2 6 4
yaeeptc 3 0 1 5 4 2 6
yaeepct 3 0 1 5 4 6 2
yaeectp 3 0 1 5 6 2 4
yaeecpt 3 0 1 5 6 4 2
yaectpe 3 0 1 6 2 4 5
yaectep 3 0 1 6 2 5 4
yaecpte 3 0 1 6 4 2 5
yaecpet 3 0 1 6 4 5 2
yaecetp 3 0 1 6 5 2 4
yaecept 3 0 1 6 5 4 2
yatepec 3 0 2 1 4 5 6
yatepce 3 0 2 1 4 6 5
yateepc 3 0 2 1 5 4 6
yateecp 3 0 2 1 5 6 4
yatecpe 3 0 2 1 6 4 5
yatecep 3 0 2 1 6 5 4
yatpeec 3 0 2 4 1 5 6
yatpece 3 0 2 4 1 6 5
yatpeec 3 0 2 4 5 1 6
yatpece 3 0 2 4 5 6 1
yatpcee 3 0 2 4 6 1 5
yatpcee 3 0 2 4 6 5 1
yateepc 3 0 2 5 1 4 6
yateecp 3 0 2 5 1 6 4
yatepec 3 0 2 5 4 1 6
yatepce 3 0 2 5 4 6 1
yatecep 3 0 2 5 6 1 4
yatecpe 3 0 2 5 6 4 1
yatcepe 3 0 2 6 1 4 5
yatceep 3 0 2 6 1 5 4
yatcpee 3 0 2 6 4 1 5
yatcpee 3 0 2 6 4 5 1
yatceep 3 0 2 6 5 1 4
yatcepe 3 0 2 6 5 4 1
yapetec 3 0 4 1 2 5 6
yapetce 3 0 4 1 2 6 5
yapeetc 3 0 4 1 5 2 6
yapeect 3 0 4 1 5 6 2
yapecte 3 0 4 1 6 2 5
yapecet 3 0 4 1 6 5 2
yapteec 3 0 4 2 1 5 6
yaptece 3 0 4 2 1 6 5
yapteec 3 0 4 2 5 1 6
yaptece 3 0 4 2 5 6 1
yaptcee 3 0 4 2 6 1 5
yaptcee 3 0 4 2 6 5 1
yapeetc 3 0 4 5 1 2 6
yapeect 3 0 4 5 1 6 2
yapetec 3 0 4 5 2 1 6
yapetce 3 0 4 5 2 6 1
yapecet 3 0 4 5 6 1 2
yapecte 3 0 4 5 6 2 1
yapcete 3 0 4 6 1 2 5
yapceet 3 0 4 6 1 5 2
yapctee 3 0 4 6 2 1 5
yapctee 3 0 4 6 2 5 1
yapceet 3 0 4 6 5 1 2
yapcete 3 0 4 6 5 2 1
yaeetpc 3 0 5 1 2 4 6
yaeetcp 3 0 5 1 2 6 4
yaeeptc 3 0 5 1 4 2 6
yaeepct 3 0 5 1 4 6 2
yaeectp 3 0 5 1 6 2 4
yaeecpt 3 0 5 1 6 4 2
yaetepc 3 0 5 2 1 4 6
yaetecp 3 0 5 2 1 6 4
yaetpec 3 0 5 2 4 1 6
yaetpce 3 0 5 2 4 6 1
yaetcep 3 0 5 2 6 1 4
yaetcpe 3 0 5 2 6 4 1
yaepetc 3 0 5 4 1 2 6
yaepect 3 0 5 4 1 6 2
yaeptec 3 0 5 4 2 1 6
yaeptce 3 0 5 4 2 6 1
yaepcet 3 0 5 4 6 1 2
yaepcte 3 0 5 4 6 2 1
yaecetp 3 0 5 6 1 2 4
yaecept 3 0 5 6 1 4 2
yaectep 3 0 5 6 2 1 4
yaectpe 3 0 5 6 2 4 1
yaecpet 3 0 5 6 4 1 2
yaecpte 3 0 5 6 4 2 1
yacetpe 3 0 6 1 2 4 5
yacetep 3 0 6 1 2 5 4
yacepte 3 0 6 1 4 2 5
yacepet 3 0 6 1 4 5 2
yaceetp 3 0 6 1 5 2 4
yaceept 3 0 6 1 5 4 2
yactepe 3 0 6 2 1 4 5
yacteep 3 0 6 2 1 5 4
yactpee 3 0 6 2 4 1 5
yactpee 3 0 6 2 4 5 1
yacteep 3 0 6 2 5 1 4
yactepe 3 0 6 2 5 4 1
yacpete 3 0 6 4 1 2 5
yacpeet 3 0 6 4 1 5 2
yacptee 3 0 6 4 2 1 5
yacptee 3 0 6 4 2 5 1
yacpeet 3 0 6 4 5 1 2
yacpete 3 0 6 4 5 2 1
yaceetp 3 0 6 5 1 2 4
yaceept 3 0 6 5 1 4 2
yacetep 3 0 6 5 2 1 4
yacetpe 3 0 6 5 2 4 1
yacepet 3 0 6 5 4 1 2
yacepte 3 0 6 5 4 2 1
yeatpec 3 1 0 2 4 5 6
yeatpce 3 1 0 2 4 6 5
yeatepc 3 1 0 2 5 4 6
yeatecp 3 1 0 2 5 6 4
yeatcpe 3 1 0 2 6 4 5
yeatcep 3 1 0 2 6 5 4
yeaptec 3 1 0 4 2 5 6
yeaptce 3 1 0 4 2 6 5
yeapetc 3 1 0 4 5 2 6
yeapect 3 1 0 4 5 6 2
yeapcte 3 1 0 4 6 2 5
yeapcet 3 1 0 4 6 5 2
yeaetpc 3 1 0 5 2 4 6
yeaetcp 3 1 0 5 2 6 4
yeaeptc 3 1 0 5 4 2 6
yeaepct 3 1 0 5 4 6 2
yeaectp 3 1 0 5 6 2 4
yeaecpt 3 1 0 5 6 4 2
yeactpe 3 1 0 6 2 4 5
yeactep 3 1 0 6 2 5 4
yeacpte 3 1 0 6 4 2 5
yeacpet 3 1 0 6 4 5 2
yeacetp 3 1 0 6 5 2 4
yeacept 3 1 0 6 5 4 2
yetapec 3 1 2 0 4 5 6
yetapce 3 1 2 0 4 6 5
yetaepc 3 1 2 0 5 4 6
yetaecp 3 1 2 0 5 6 4
yetacpe 3 1 2 0 6 4 5
yetacep 3 1 2 0 6 5 4
yetpaec 3 1 2 4 0 5 6
yetpace 3 1 2 4 0 6 5
yetpeac 3 1 2 4 5 0 6
yetpeca 3 1 2 4 5 6 0
yetpcae 3 1 2 4 6 0 5
yetpcea 3 1 2 4 6 5 0
yeteapc 3 1 2 5 0 4 6
yeteacp 3 1 2 5 0 6 4
yetepac 3 1 2 5 4 0 6
yetepca 3 1 2 5 4 6 0
yetecap 3 1 2 5 6 0 4
yetecpa 3 1 2 5 6 4 0
yetcape 3 1 2 6 0 4 5
yetcaep 3 1 2 6 0 5 4
yetcpae 3 1 2 6 4 0 5
yetcpea 3 1 2 6 4 5 0
yetceap 3 1 2 6 5 0 4
yetcepa 3 1 2 6 5 4 0
yepatec 3 1 4 0 2 5 6
yepatce 3 1 4 0 2 6 5
yepaetc 3 1 4 0 5 2 6
yepaect 3 1 4 0 5 6 2
yepacte 3 1 4 0 6 2 5
yepacet 3 1 4 0 6 5 2
yeptaec 3 1 4 2 0 5 6
yeptace 3 1 4 2 0 6 5
yepteac 3 1 4 2 5 0 6
yepteca 3 1 4 2 5 6 0
yeptcae 3 1 4 2 6 0 5
yeptcea 3 1 4 2 6 5 0
yepeatc 3 1 4 5 0 2 6
yepeact 3 1 4 5 0 6 2
yepetac 3 1 4 5 2 0 6
yepetca 3 1 4 5 2 6 0
yepecat 3 1 4 5 6 0 2
yepecta 3 1 4 5 6 2 0
yepcate 3 1 4 6 0 2 5
yepcaet 3 1 4 6 0 5 2
yepctae 3 1 4 6 2 0 5
yepctea 3 1 4 6 2 5 0
yepceat 3 1 4 6 5 0 2
yepceta 3 1 4 6 5 2 0
yeeatpc 3 1 5 0 2 4 6
yeeatcp 3 1 5 0 2 6 4
yeeaptc 3 1 5 0 4 2 6
yeeapct 3 1 5 0 4 6 2
yeeactp 3 1 5 0 6 2 4
yeeacpt 3 1 5 0 6 4 2
yeetapc 3 1 5 2 0 4 6
yeetacp 3 1 5 2 0 6 4
yeetpac 3 1 5 2 4 0 6
yeetpca 3 1 5 2 4 6 0
yeetcap 3 1 5 2 6 0 4
yeetcpa 3 1 5 2 6 4 0
yeepatc 3 1 5 4 0 2 6
yeepact 3 1 5 4 0 6 2
yeeptac 3 1 5 4 2 0 6
yeeptca 3 1 5 4 2 6 0
yeepcat 3 1 5 4 6 0 2
yeepcta 3 1 5 4 6 2 0
yeecatp 3 1 5 6 0 2 4
yeecapt 3 1 5 6 0 4 2
yeectap 3 1 5 6 2 0 4
yeectpa 3 1 5 6 2 4 0
yeecpat 3 1 5 6 4 0 2
yeecpta 3 1 5 6 4 2 0
yecatpe 3 1 6 0 2 4 5
yecatep 3 1 6 0 2 5 4
yecapte 3 1 6 0 4 2 5
yecapet 3 1 6 0 4 5 2
yecaetp 3 1 6 0 5 2 4
yecaept 3 1 6 0 5 4 2
yectape 3 1 6 2 0 4 5
yectaep 3 1 6 2 0 5 4
yectpae 3 1 6 2 4 0 5
yectpea 3 1 6 2 4 5 0
yecteap 3 1 6 2 5 0 4
yectepa 3 1 6 2 5 4 0
yecpate 3 1 6 4 0 2 5
yecpaet 3 1 6 4 0 5 2
yecptae 3 1 6 4 2 0 5
yecptea 3 1 6 4 2 5 0
yecpeat 3 1 6 4 5 0 2
yecpeta 3 1 6 4 5 2 0
yeceatp 3 1 6 5 0 2 4
yeceapt 3 1 6 5 0 4 2
yecetap 3 1 6 5 2 0 4
yecetpa 3 1 6 5 2 4 0
yecepat 3 1 6 5 4 0 2
yecepta 3 1 6 5 4 2 0
ytaepec 3 2 0 1 4 5 6
ytaepce 3 2 0 1 4 6 5
ytaeepc 3 2 0 1 5 4 6
ytaeecp 3 2 0 1 5 6 4
ytaecpe 3 2 0 1 6 4 5
ytaecep 3 2 0 1 6 5 4
ytapeec 3 2 0 4 1 5 6
ytapece 3 2 0 4 1 6 5
ytapeec 3 2 0 4 5 1 6
ytapece 3 2 0 4 5 6 1
ytapcee 3 2 0 4 6 1 5
ytapcee 3 2 0 4 6 5 1
ytaeepc 3 2 0 5 1 4 6
ytaeecp 3 2 0 5 1 6 4
ytaepec 3 2 0 5 4 1 6
ytaepce 3 2 0 5 4 6 1
ytaecep 3 2 0 5 6 1 4
ytaecpe 3 2 0 5 6 4 1
ytacepe 3 2 0 6 1 4 5
ytaceep 3 2 0 6 1 5 4
ytacpee 3 2 0 6 4 1 5
ytacpee 3 2 0 6 4 5 1
ytaceep 3 2 0 6 5 1 4
ytacepe 3 2 0 6 5 4 1
yteapec 3 2 1 0 4 5 6
yteapce 3 2 1 0 4 6 5
yteaepc 3 2 1 0 5 4 6
yteaecp 3 2 1 0 5 6 4
yteacpe 3 2 1 0 6 4 5
yteacep 3 2 1 0 6 5 4
ytepaec 3 2 1 4 0 5 6
ytepace 3 2 1 4 0 6 5
ytepeac 3 2 1 4 5 0 6
ytepeca 3 2 1 4 5 6 0
ytepcae 3 2 1 4 6 0 5
ytepcea 3 2 1 4 6 5 0
yteeapc 3 2 1 5 0 4 6
yteeacp 3 2 1 5 0 6 4
yteepac 3 2 1 5 4 0 6
yteepca 3 2 1 5 4 6 0
yteecap 3 2 1 5 6 0 4
yteecpa 3 2 1 5 6 4 0
ytecape 3 2 1 6 0 4 5
ytecaep 3 2 1 6 0 5 4
ytecpae 3 2 1 6 4 0 5
ytecpea 3 2 1 6 4 5 0
yteceap 3 2 1 6 5 0 4
ytecepa 3 2 1 6 5 4 0
ytpaeec 3 2 4 0 1 5 6
ytpaece 3 2 4 0 1 6 5
ytpaeec 3 2 4 0 5 1 6
ytpaece 3 2 4 0 5 6 1
ytpacee 3 2 4 0 6 1 5
ytpacee 3 2 4 0 6 5 1
ytpeaec 3 2 4 1 0 5 6
ytpeace 3 2 4 1 0 6 5
ytpeeac 3 2 4 1 5 0 6
ytpeeca 3 2 4 1 5 6 0
ytpecae 3 2 4 1 6 0 5
ytpecea 3 2 4 1 6 5 0
ytpeaec 3 2 4 5 0 1 6
ytpeace 3 2 4 5 0 6 1
ytpeeac 3 2 4 5 1 0 6
ytpeeca 3 2 4 5 1 6 0
ytpecae 3 2 4 5 6 0 1
ytpecea 3 2 4 5 6 1 0
ytpcaee 3 2 4 6 0 1 5
ytpcaee 3 2 4 6 0 5 1
ytpceae 3 2 4 6 1 0 5
ytpceea 3 2 4 6 1 5 0
ytpceae 3 2 4 6 5 0 1
ytpceea 3 2 4 6 5 1 0
yteaepc 3 2 5 0 1 4 6
yteaecp 3 2 5 0 1 6 4
yteapec 3 2 5 0 4 1 6
yteapce 3 2 5 0 4 6 1
yteacep 3 2 5 0 6 1 4
yteacpe 3 2 5 0 6 4 1
yteeapc 3 2 5 1 0 4 6
yteeacp 3 2 5 1 0 6 4
yteepac 3 2 5 1 4 0 6
yteepca 3 2 5 1 4 6 0
yteecap 3 2 5 1 6 0 4
yteecpa 3 2 5 1 6 4 0
ytepaec 3 2 5 4 0 1 6
ytepace 3 2 5 4 0 6 1
ytepeac 3 2 5 4 1 0 6
ytepeca 3 2 5 4 1 6 0
ytepcae 3 2 5 4 6 0 1
ytepcea 3 2 5 4 6 1 0
ytecaep 3 2 5 6 0 1 4
ytecape 3 2 5 6 0 4 1
yteceap 3 2 5 6 1 0 4
ytecepa 3 2 5 6 1 4 0
ytecpae 3 2 5 6 4 0 1
ytecpea 3 2 5 6 4 1 0
ytcaepe 3 2 6 0 1 4 5
ytcaeep 3 2 6 0 1 5 4
ytcapee 3 2 6 0 4 1 5
ytcapee 3 2 6 0 4 5 1
ytcaeep 3 2 6 0 5 1 4
ytcaepe 3 2 6 0 5 4 1
ytceape 3 2 6 1 0 4 5
ytceaep 3 2 6 1 0 5 4
ytcepae 3 2 6 1 4 0 5
ytcepea 3 2 6 1 4 5 0
ytceeap 3 2 6 1 5 0 4
ytceepa 3 2 6 1 5 4 0
ytcpaee 3 2 6 4 0 1 5
ytcpaee 3 2 6 4 0 5 1
ytcpeae 3 2 6 4 1 0 5
ytcpeea 3 2 6 4 1 5 0
ytcpeae 3 2 6 4 5 0 1
ytcpeea 3 2 6 4 5 1 0
ytceaep 3 2 6 5 0 1 4
ytceape 3 2 6 5 0 4 1
ytceeap 3 2 6 5 1 0 4
ytceepa 3 2 6 5 1 4 0
ytcepae 3 2 6 5 4 0 1
ytcepea 3 2 6 5 4 1 0
ypaetec 3 4 0 1 2 5 6
ypaetce 3 4 0 1 2 6 5
ypaeetc 3 4 0 1 5 2 6
ypaeect 3 4 0 1 5 6 2
ypaecte 3 4 0 1 6 2 5
ypaecet 3 4 0 1 6 5 2
ypateec 3 4 0 2 1 5 6
ypatece 3 4 0 2 1 6 5
ypateec 3 4 0 2 5 1 6
ypatece 3 4 0 2 5 6 1
ypatcee 3 4 0 2 6 1 5
ypatcee 3 4 0 2 6 5 1
ypaeetc 3 4 0 5 1 2 6
ypaeect 3 4 0 5 1 6 2
ypaetec 3 4 0 5 2 1 6
ypaetce 3 4 0 5 2 6 1
ypaecet 3 4 0 5 6 1 2
ypaecte 3 4 0 5 6 2 1
ypacete 3 4 0 6 1 2 5
ypaceet 3 4 0 6 1 5 2
ypactee 3 4 0 6 2 1 5
ypactee 3 4 0 6 2 5 1
ypaceet 3 4 0 6 5 1 2
ypacete 3 4 0 6 5 2 1
ypeatec 3 4 1 0 2 5 6
ypeatce 3 4 1 0 2 6 5
ypeaetc 3 4 1 0 5 2 6
ypeaect 3 4 1 0 5 6 2
ypeacte 3 4 1 0 6 2 5
ypeacet 3 4 1 0 6 5 2
ypetaec 3 4 1 2 0 5 6
ypetace 3 4 1 2 0 6 5
ypeteac 3 4 1 2 5 0 6
ypeteca 3 4 1 2 5 6 0
ypetcae 3 4 1 2 6 0 5
ypetcea 3 4 1 2 6 5 0
ypeeatc 3 4 1 5 0 2 6
ypeeact 3 4 1 5 0 6 2
ypeetac 3 4 1 5 2 0 6
ypeetca 3 4 1 5 2 6 0
ypeecat 3 4 1 5 6 0 2
ypeecta 3 4 1 5 6 2 0
ypecate 3 4 1 6 0 2 5
ypecaet 3 4 1 6 0 5 2
ypectae 3 4 1 6 2 0 5
ypectea 3 4 1 6 2 5 0
ypeceat 3 4 1 6 5 0 2
ypeceta 3 4 1 6 5 2 0
yptaeec 3 4 2 0 1 5 6
yptaece 3 4 2 0 1 6 5
yptaeec 3 4 2 0 5 1 6
yptaece 3 4 2 0 5 6 1
yptacee 3 4 2 0 6 1 5
yptacee 3 4 2 0 6 5 1
ypteaec 3 4 2 1 0 5 6
ypteace 3 4 2 1 0 6 5
ypteeac 3 4 2 1 5 0 6
ypteeca 3 4 2 1 5 6 0
yptecae 3 4 2 1 6 0 5
yptecea 3 4 2 1 6 5 0
ypteaec 3 4 2 5 0 1 6
ypteace 3 4 2 5 0 6 1
ypteeac 3 4 2 5 1 0 6
ypteeca 3 4 2 5 1 6 0
yptecae 3 4 2 5 6 0 1
yptecea 3 4 2 5 6 1 0
yptcaee 3 4 2 6 0 1 5
yptcaee 3 4 2 6 0 5 1
yptceae 3 4 2 6 1 0 5
yptceea 3 4 2 6 1 5 0
yptceae 3 4 2 6 5 0 1
yptceea 3 4 2 6 5 1 0
ypeaetc 3 4 5 0 1 2 6
ypeaect 3 4 5 0 1 6 2
ypeatec 3 4 5 0 2 1 6
ypeatce 3 4 5 0 2 6 1
ypeacet 3 4 5 0 6 1 2
ypeacte 3 4 5 0 6 2 1
ypeeatc 3 4 5 1 0 2 6
ypeeact 3 4 5 1 0 6 2
ypeetac 3 4 5 1 2 0 6
ypeetca 3 4 5 1 2 6 0
ypeecat 3 4 5 1 6 0 2
ypeecta 3 4 5 1 6 2 0
ypetaec 3 4 5 2 0 1 6
ypetace 3 4 5 2 0 6 1
ypeteac 3 4 5 2 1 0 6
ypeteca 3 4 5 2 1 6 0
ypetcae 3 4 5 2 6 0 1
ypetcea 3 4 5 2 6 1 0
ypecaet 3 4 5 6 0 1 2
ypecate 3 4 5 6 0 2 1
ypeceat 3 4 5 6 1 0 2
ypeceta 3 4 5 6 1 2 0
ypectae 3 4 5 6 2 0 1
ypectea 3 4 5 6 2 1 0
ypcaete 3 4 6 0 1 2 5
ypcaeet 3 4 6 0 1 5 2
ypcatee 3 4 6 0 2 1 5
ypcatee 3 4 6 0 2 5 1
ypcaeet 3 4 6 0 5 1 2
ypcaete 3 4 6 0 5 2 1
ypceate 3 4 6 1 0 2 5
ypceaet 3 4 6 1 0 5 2
ypcetae 3 4 6 1 2 0 5
ypcetea 3 4 6 1 2 5 0
ypceeat 3 4 6 1 5 0 2
ypceeta 3 4 6 1 5 2 0
ypctaee 3 4 6 2 0 1 5
ypctaee 3 4 6 2 0 5 1
ypcteae 3 4 6 2 1 0 5
ypcteea 3 4 6 2 1 5 0
ypcteae 3 4 6 2 5 0 1
ypcteea 3 4 6 2 5 1 0
ypceaet 3 4 6 5 0 1 2
ypceate 3 4 6 5 0 2 1
ypceeat 3 4 6 5 1 0 2
ypceeta 3 4 6 5 1 2 0
ypcetae 3 4 6 5 2 0 1
ypcetea 3 4 6 5 2 1 0
yeaetpc 3 5 0 1 2 4 6
yeaetcp 3 5 0 1 2 6 4
yeaeptc 3 5 0 1 4 2 6
yeaepct 3 5 0 1 4 6 2
yeaectp 3 5 0 1 6 2 4
yeaecpt 3 5 0 1 6 4 2
yeatepc 3 5 0 2 1 4 6
yeatecp 3 5 0 2 1 6 4
yeatpec 3 5 0 2 4 1 6
yeatpce 3 5 0 2 4 6 1
yeatcep 3 5 0 2 6 1 4
yeatcpe 3 5 0 2 6 4 1
yeapetc 3 5 0 4 1 2 6
yeapect 3 5 0 4 1 6 2
yeaptec 3 5 0 4 2 1 6
yeaptce 3 5 0 4 2 6 1
yeapcet 3 5 0 4 6 1 2
yeapcte 3 5 0 4 6 2 1
yeacetp 3 5 0 6 1 2 4
yeacept 3 5 0 6 1 4 2
yeactep 3 5 0 6 2 1 4
yeactpe 3 5 0 6 2 4 1
yeacpet 3 5 0 6 4 1 2
yeacpte 3 5 0 6 4 2 1
yeeatpc 3 5 1 0 2 4 6
yeeatcp 3 5 1 0 2 6 4
yeeaptc 3 5 1 0 4 2 6
yeeapct 3 5 1 0 4 6 2
yeeactp 3 5 1 0 6 2 4
yeeacpt 3 5 1 0 6 4 2
yeetapc 3 5 1 2 0 4 6
yeetacp 3 5 1 2 0 6 4
yeetpac 3 5 1 2 4 0 6
yeetpca 3 5 1 2 4 6 0
yeetcap 3 5 1 2 6 0 4
yeetcpa 3 5 1 2 6 4 0
yeepatc 3 5 1 4 0 2 6
yeepact 3 5 1 4 0 6 2
yeeptac 3 5 1 4 2 0 6
yeeptca 3 5 1 4 2 6 0
yeepcat 3 5 1 4 6 0 2
yeepcta 3 5 1 4 6 2 0
yeecatp 3 5 1 6 0 2 4
yeecapt 3 5 1 6 0 4 2
yeectap 3 5 1 6 2 0 4
yeectpa 3 5 1 6 2 4 0
yeecpat 3 5 1 6 4 0 2
yeecpta 3 5 1 6 4 2 0
yetaepc 3 5 2 0 1 4 6
yetaecp 3 5 2 0 1 6 4
yetapec 3 5 2 0 4 1 6
yetapce 3 5 2 0 4 6 1
yetacep 3 5 2 0 6 1 4
yetacpe 3 5 2 0 6 4 1
yeteapc 3 5 2 1 0 4 6
yeteacp 3 5 2 1 0 6 4
yetepac 3 5 2 1 4 0 6
yetepca 3 5 2 1 4 6 0
yetecap 3 5 2 1 6 0 4
yetecpa 3 5 2 1 6 4 0
yetpaec 3 5 2 4 0 1 6
yetpace 3 5 2 4 0 6 1
yetpeac 3 5 2 4 1 0 6
yetpeca 3 5 2 4 1 6 0
yetpcae 3 5 2 4 6 0 1
yetpcea 3 5 2 4 6 1 0
yetcaep 3 5 2 6 0 1 4
yetcape 3 5 2 6 0 4 1
yetceap 3 5 2 6 1 0 4
yetcepa 3 5 2 6 1 4 0
yetcpae 3 5 2 6 4 0 1
yetcpea 3 5 2 6 4 1 0
yepaetc 3 5 4 0 1 2 6
yepaect 3 5 4 0 1 6 2
yepatec 3 5 4 0 2 1 6
yepatce 3 5 4 0 2 6 1
yepacet 3 5 4 0 6 1 2
yepacte 3 5 4 0 6 2 1
yepeatc 3 5 4 1 0 2 6
yepeact 3 5 4 1 0 6 2
yepetac 3 5 4 1 2 0 6
yepetca 3 5 4 1 2 6 0
yepecat 3 5 4 1 6 0 2
yepecta 3 5 4 1 6 2 0
yeptaec 3 5 4 2 0 1 6
yeptace 3 5 4 2 0 6 1
yepteac 3 5 4 2 1 0 6
yepteca 3 5 4 2 1 6 0
yeptcae 3 5 4 2 6 0 1
yeptcea 3 5 4 2 6 1 0
yepcaet 3 5 4 6 0 1 2
yepcate 3 5 4 6 0 2 1
yepceat 3 5 4 6 1 0 2
yepceta 3 5 4 6 1 2 0
yepctae 3 5 4 6 2 0 1
yepctea 3 5 4 6 2 1 0
yecaetp 3 5 6 0 1 2 4
yecaept 3 5 6 0 1 4 2
yecatep 3 5 6 0 2 1 4
yecatpe 3 5 6 0 2 4 1
yecapet 3 5 6 0 4 1 2
yecapte 3 5 6 0 4 2 1
yeceatp 3 5 6 1 0 2 4
yeceapt 3 5 6 1 0 4 2
yecetap 3 5 6 1 2 0 4
yecetpa 3 5 6 1 2 4 0
yecepat 3 5 6 1 4 0 2
yecepta 3 5 6 1 4 2 0
yectaep 3 5 6 2 0 1 4
yectape 3 5 6 2 0 4 1
yecteap 3 5 6 2 1 0 4
yectepa 3 5 6 2 1 4 0
yectpae 3 5 6 2 4 0 1
yectpea 3 5 6 2 4 1 0
yecpaet 3 5 6 4 0 1 2
yecpate 3 5 6 4 0 2 1
yecpeat 3 5 6 4 1 0 2
yecpeta 3 5 6 4 1 2 0
yecptae 3 5 6 4 2 0 1
yecptea 3 5 6 4 2 1 0
ycaetpe 3 6 0 1 2 4 5
ycaetep 3 6 0 1 2 5 4
ycaepte 3 6 0 1 4 2 5
ycaepet 3 6 0 1 4 5 2
ycaeetp 3 6 0 1 5 2 4
ycaeept 3 6 0 1 5 4 2
ycatepe 3 6 0 2 1 4 5
ycateep 3 6 0 2 1 5 4
ycatpee 3 6 0 2 4 1 5
ycatpee 3 6 0 2 4 5 1
ycateep 3 6 0 2 5 1 4
ycatepe 3 6 0 2 5 4 1
ycapete 3 6 0 4 1 2 5
ycapeet 3 6 0 4 1 5 2
ycaptee 3 6 0 4 2 1 5
ycaptee 3 6 0 4 2 5 1
ycapeet 3 6 0 4 5 1 2
ycapete 3 6 0 4 5 2 1
ycaeetp 3 6 0 5 1 2 4
ycaeept 3 6 0 5 1 4 2
ycaetep 3 6 0 5 2 1 4
ycaetpe 3 6 0 5 2 4 1
ycaepet 3 6 0 5 4 1 2
ycaepte 3 6 0 5 4 2 1
yceatpe 3 6 1 0 2 4 5
yceatep 3 6 1 0 2 5 4
yceapte 3 6 1 0 4 2 5
yceapet 3 6 1 0 4 5 2
yceaetp 3 6 1 0 5 2 4
yceaept 3 6 1 0 5 4 2
ycetape 3 6 1 2 0 4 5
ycetaep 3 6 1 2 0 5 4
ycetpae 3 6 1 2 4 0 5
ycetpea 3 6 1 2 4 5 0
yceteap 3 6 1 2 5 0 4
ycetepa 3 6 1 2 5 4 0
ycepate 3 6 1 4 0 2 5
ycepaet 3 6 1 4 0 5 2
yceptae 3 6 1 4 2 0 5
yceptea 3 6 1 4 2 5 0
ycepeat 3 6 1 4 5 0 2
ycepeta 3 6 1 4 5 2 0
yceeatp 3 6 1 5 0 2 4
yceeapt 3 6 1 5 0 4 2
yceetap 3 6 1 5 2 0 4
yceetpa 3 6 1 5 2 4 0
yceepat 3 6 1 5 4 0 2
yceepta 3 6 1 5 4 2 0
yctaepe 3 6 2 0 1 4 5
yctaeep 3 6 2 0 1 5 4
yctapee 3 6 2 0 4 1 5
yctapee 3 6 2 0 4 5 1
yctaeep 3 6 2 0 5 1 4
yctaepe 3 6 2 0 5 4 1
ycteape 3 6 2 1 0 4 5
ycteaep 3 6 2 1 0 5 4
yctepae 3 6 2 1 4 0 5
yctepea 3 6 2 1 4 5 0
ycteeap 3 6 2 1 5 0 4
ycteepa 3 6 2 1 5 4 0
yctpaee 3 6 2 4 0 1 5
yctpaee 3 6 2 4 0 5 1
yctpeae 3 6 2 4 1 0 5
yctpeea 3 6 2 4 1 5 0
yctpeae 3 6 2 4 5 0 1
yctpeea 3 6 2 4 5 1 0
ycteaep 3 6 2 5 0 1 4
ycteape 3 6 2 5 0 4 1
ycteeap 3 6 2 5 1 0 4
ycteepa 3 6 2 5 1 4 0
yctepae 3 6 2 5 4 0 1
yctepea 3 6 2 5 4 1 0
ycpaete 3 6 4 0 1 2 5
ycpaeet 3 6 4 0 1 5 2
ycpatee 3 6 4 0 2 1 5
ycpatee 3 6 4 0 2 5 1
ycpaeet 3 6 4 0 5 1 2
ycpaete 3 6 4 0 5 2 1
