Shift: 2
cgvarge 0 1 2 3 4 5 6
vercgga 2 6 4 0 1 5 3
vercagg 2 6 4 0 3 1 5
vercagg 2 6 4 0 3 5 1
vercgga 2 6 4 0 5 1 3
vercgag 2 6 4 0 5 3 1
vergcag 2 6 4 1 0 3 5
vergcga 2 6 4 1 0 5 3
vergacg 2 6 4 1 3 0 5
vergagc 2 6 4 1 3 5 0
verggca 2 6 4 1 5 0 3
verggac 2 6 4 1 5 3 0
veracgg 2 6 4 3 0 1 5
veracgg 2 6 4 3 0 5 1
veragcg 2 6 4 3 1 0 5
veraggc 2 6 4 3 1 5 0
veragcg 2 6 4 3 5 0 1
veraggc 2 6 4 3 5 1 0
vergcga 2 6 4 5 0 1 3
vergcag 2 6 4 5 0 3 1
verggca 2 6 4 5 1 0 3
verggac 2 6 4 5 1 3 0
vergacg 2 6 4 5 3 0 1
vergagc 2 6 4 5 3 1 0
vegcgar 2 6 5 0 1 3 4
vegcgra 2 6 5 0 1 4 3
vegcagr 2 6 5 0 3 1 4
vegcarg 2 6 5 0 3 4 1
vegcrga 2 6 5 0 4 1 3
vegcrag 2 6 5 0 4 3 1
veggcar 2 6 5 1 0 3 4
veggcra 2 6 5 1 0 4 3
veggacr 2 6 5 1 3 0 4
veggarc 2 6 5 1 3 4 0
veggrca 2 6 5 1 4 0 3
veggrac 2 6 5 1 4 3 0
vegacgr 2 6 5 3 0 1 4
vegacrg 2 6 5 3 0 4 1
vegagcr 2 6 5 3 1 0 4
vegagrc 2 6 5 3 1 4 0
vegarcg 2 6 5 3 4 0 1
vegargc 2 6 5 3 4 1 0
vegrcga 2 6 5 4 0 1 3
vegrcag 2 6 5 4 0 3 1
vegrgca 2 6 5 4 1 0 3
vegrgac 2 6 5 4 1 3 0
vegracg 2 6 5 4 3 0 1
vegragc 2 6 5 4 3 1 0
acgvrge 3 0 1 2 4 5 6
acgvreg 3 0 1 2 4 6 5
acgvgre 3 0 1 2 5 4 6
acgvger 3 0 1 2 5 6 4
acgverg 3 0 1 2 6 4 5
acgvegr 3 0 1 2 6 5 4
acgrvge 3 0 1 4 2 5 6
acgrveg 3 0 1 4 2 6 5
acgrgve 3 0 1 4 5 2 6
acgrgev 3 0 1 4 5 6 2
acgrevg 3 0 1 4 6 2 5
acgregv 3 0 1 4 6 5 2
acggvre 3 0 1 5 2 4 6
acggver 3 0 1 5 2 6 4
acggrve 3 0 1 5 4 2 6
acggrev 3 0 1 5 4 6 2
acggevr 3 0 1 5 6 2 4
acggerv 3 0 1 5 6 4 2
acgevrg 3 0 1 6 2 4 5
acgevgr 3 0 1 6 2 5 4
acgervg 3 0 1 6 4 2 5
acgergv 3 0 1 6 4 5 2
acgegvr 3 0 1 6 5 2 4
acgegrv 3 0 1 6 5 4 2
acvgrge 3 0 2 1 4 5 6
acvgreg 3 0 2 1 4 6 5
acvggre 3 0 2 1 5 4 6
acvgger 3 0 2 1 5 6 4
acvgerg 3 0 2 1 6 4 5
acvgegr 3 0 2 1 6 5 4
acvrgge 3 0 2 4 1 5 6
acvrgeg 3 0 2 4 1 6 5
acvrgge 3 0 2 4 5 1 6
acvrgeg 3 0 2 4 5 6 1
acvregg 3 0 2 4 6 1 5
acvregg 3 0 2 4 6 5 1
acvggre 3 0 2 5 1 4 6
acvgger 3 0 2 5 1 6 4
acvgrge 3 0 2 5 4 1 6
acvgreg 3 0 2 5 4 6 1
acvgegr 3 0 2 5 6 1 4
acvgerg 3 0 2 5 6 4 1
acvegrg 3 0 2 6 1 4 5
acveggr 3 0 2 6 1 5 4
acvergg 3 0 2 6 4 1 5
acvergg 3 0 2 6 4 5 1
acveggr 3 0 2 6 5 1 4
acvegrg 3 0 2 6 5 4 1
acrgvge 3 0 4 1 2 5 6
acrgveg 3 0 4 1 2 6 5
acrggve 3 0 4 1 5 2 6
acrggev 3 0 4 1 5 6 2
acrgevg 3 0 4 1 6 2 5
acrgegv 3 0 4 1 6 5 2
acrvgge 3 0 4 2 1 5 6
acrvgeg 3 0 4 2 1 6 5
acrvgge 3 0 4 2 5 1 6
acrvgeg 3 0 4 2 5 6 1
acrvegg 3 0 4 2 6 1 5
acrvegg 3 0 4 2 6 5 1
acrggve 3 0 4 5 1 2 6
acrggev 3 0 4 5 1 6 2
acrgvge 3 0 4 5 2 1 6
acrgveg 3 0 4 5 2 6 1
acrgegv 3 0 4 5 6 1 2
acrgevg 3 0 4 5 6 2 1
acregvg 3 0 4 6 1 2 5
acreggv 3 0 4 6 1 5 2
acrevgg 3 0 4 6 2 1 5
acrevgg 3 0 4 6 2 5 1
acreggv 3 0 4 6 5 1 2
acregvg 3 0 4 6 5 2 1
acggvre 3 0 5 1 2 4 6
acggver 3 0 5 1 2 6 4
acggrve 3 0 5 1 4 2 6
acggrev 3 0 5 1 4 6 2
acggevr 3 0 5 1 6 2 4
acggerv 3 0 5 1 6 4 2
acgvgre 3 0 5 2 1 4 6
acgvger 3 0 5 2 1 6 4
acgvrge 3 0 5 2 4 1 6
acgvreg 3 0 5 2 4 6 1
acgvegr 3 0 5 2 6 1 4
acgverg 3 0 5 2 6 4 1
acgrgve 3 0 5 4 1 2 6
acgrgev 3 0 5 4 1 6 2
acgrvge 3 0 5 4 2 1 6
acgrveg 3 0 5 4 2 6 1
acgregv 3 0 5 4 6 1 2
acgrevg 3 0 5 4 6 2 1
acgegvr 3 0 5 6 1 2 4
acgegrv 3 0 5 6 1 4 2
acgevgr 3 0 5 6 2 1 4
acgevrg 3 0 5 6 2 4 1
acgergv 3 0 5 6 4 1 2
acgervg 3 0 5 6 4 2 1
acegvrg 3 0 6 1 2 4 5
acegvgr 3 0 6 1 2 5 4
acegrvg 3 0 6 1 4 2 5
acegrgv 3 0 6 1 4 5 2
aceggvr 3 0 6 1 5 2 4
aceggrv 3 0 6 1 5 4 2
acevgrg 3 0 6 2 1 4 5
acevggr 3 0 6 2 1 5 4
acevrgg 3 0 6 2 4 1 5
acevrgg 3 0 6 2 4 5 1
acevggr 3 0 6 2 5 1 4
acevgrg 3 0 6 2 5 4 1
acergvg 3 0 6 4 1 2 5
acerggv 3 0 6 4 1 5 2
acervgg 3 0 6 4 2 1 5
acervgg 3 0 6 4 2 5 1
acerggv 3 0 6 4 5 1 2
acergvg 3 0 6 4 5 2 1
aceggvr 3 0 6 5 1 2 4
aceggrv 3 0 6 5 1 4 2
acegvgr 3 0 6 5 2 1 4
acegvrg 3 0 6 5 2 4 1
acegrgv 3 0 6 5 4 1 2
acegrvg 3 0 6 5 4 2 1
agcvrge 3 1 0 2 4 5 6
agcvreg 3 1 0 2 4 6 5
agcvgre 3 1 0 2 5 4 6
agcvger 3 1 0 2 5 6 4
agcverg 3 1 0 2 6 4 5
agcvegr 3 1 0 2 6 5 4
agcrvge 3 1 0 4 2 5 6
agcrveg 3 1 0 4 2 6 5
agcrgve 3 1 0 4 5 2 6
agcrgev 3 1 0 4 5 6 2
agcrevg 3 1 0 4 6 2 5
agcregv 3 1 0 4 6 5 2
agcgvre 3 1 0 5 2 4 6
agcgver 3 1 0 5 2 6 4
agcgrve 3 1 0 5 4 2 6
agcgrev 3 1 0 5 4 6 2
agcgevr 3 1 0 5 6 2 4
agcgerv 3 1 0 5 6 4 2
agcevrg 3 1 0 6 2 4 5
agcevgr 3 1 0 6 2 5 4
agcervg 3 1 0 6 4 2 5
agcergv 3 1 0 6 4 5 2
agcegvr 3 1 0 6 5 2 4
agcegrv 3 1 0 6 5 4 2
agvcrge 3 1 2 0 4 5 6
agvcreg 3 1 2 0 4 6 5
agvcgre 3 1 2 0 5 4 6
agvcger 3 1 2 0 5 6 4
agvcerg 3 1 2 0 6 4 5
agvcegr 3 1 2 0 6 5 4
agvrcge 3 1 2 4 0 5 6
agvrceg 3 1 2 4 0 6 5
agvrgce 3 1 2 4 5 0 6
agvrgec 3 1 2 4 5 6 0
agvrecg 3 1 2 4 6 0 5
agvregc 3 1 2 4 6 5 0
agvgcre 3 1 2 5 0 4 6
agvgcer 3 1 2 5 0 6 4
agvgrce 3 1 2 5 4 0 6
agvgrec 3 1 2 5 4 6 0
agvgecr 3 1 2 5 6 0 4
agvgerc 3 1 2 5 6 4 0
agvecrg 3 1 2 6 0 4 5
agvecgr 3 1 2 6 0 5 4
agvercg 3 1 2 6 4 0 5
agvergc 3 1 2 6 4 5 0
agvegcr 3 1 2 6 5 0 4
agvegrc 3 1 2 6 5 4 0
agrcvge 3 1 4 0 2 5 6
agrcveg 3 1 4 0 2 6 5
agrcgve 3 1 4 0 5 2 6
agrcgev 3 1 4 0 5 6 2
agrcevg 3 1 4 0 6 2 5
agrcegv 3 1 4 0 6 5 2
agrvcge 3 1 4 2 0 5 6
agrvceg 3 1 4 2 0 6 5
agrvgce 3 1 4 2 5 0 6
agrvgec 3 1 4 2 5 6 0
agrvecg 3 1 4 2 6 0 5
agrvegc 3 1 4 2 6 5 0
agrgcve 3 1 4 5 0 2 6
agrgcev 3 1 4 5 0 6 2
agrgvce 3 1 4 5 2 0 6
agrgvec 3 1 4 5 2 6 0
agrgecv 3 1 4 5 6 0 2
agrgevc 3 1 4 5 6 2 0
agrecvg 3 1 4 6 0 2 5
agrecgv 3 1 4 6 0 5 2
agrevcg 3 1 4 6 2 0 5
agrevgc 3 1 4 6 2 5 0
agregcv 3 1 4 6 5 0 2
agregvc 3 1 4 6 5 2 0
aggcvre 3 1 5 0 2 4 6
aggcver 3 1 5 0 2 6 4
aggcrve 3 1 5 0 4 2 6
aggcrev 3 1 5 0 4 6 2
aggcevr 3 1 5 0 6 2 4
aggcerv 3 1 5 0 6 4 2
aggvcre 3 1 5 2 0 4 6
aggvcer 3 1 5 2 0 6 4
aggvrce 3 1 5 2 4 0 6
aggvrec 3 1 5 2 4 6 0
aggvecr 3 1 5 2 6 0 4
aggverc 3 1 5 2 6 4 0
aggrcve 3 1 5 4 0 2 6
aggrcev 3 1 5 4 0 6 2
aggrvce 3 1 5 4 2 0 6
aggrvec 3 1 5 4 2 6 0
aggrecv 3 1 5 4 6 0 2
aggrevc 3 1 5 4 6 2 0
aggecvr 3 1 5 6 0 2 4
aggecrv 3 1 5 6 0 4 2
aggevcr 3 1 5 6 2 0 4
aggevrc 3 1 5 6 2 4 0
aggercv 3 1 5 6 4 0 2
aggervc 3 1 5 6 4 2 0
agecvrg 3 1 6 0 2 4 5
agecvgr 3 1 6 0 2 5 4
agecrvg 3 1 6 0 4 2 5
agecrgv 3 1 6 0 4 5 2
agecgvr 3 1 6 0 5 2 4
agecgrv 3 1 6 0 5 4 2
agevcrg 3 1 6 2 0 4 5
agevcgr 3 1 6 2 0 5 4
agevrcg 3 1 6 2 4 0 5
agevrgc 3 1 6 2 4 5 0
agevgcr 3 1 6 2 5 0 4
agevgrc 3 1 6 2 5 4 0
agercvg 3 1 6 4 0 2 5
agercgv 3 1 6 4 0 5 2
agervcg 3 1 6 4 2 0 5
agervgc 3 1 6 4 2 5 0
agergcv 3 1 6 4 5 0 2
agergvc 3 1 6 4 5 2 0
agegcvr 3 1 6 5 0 2 4
agegcrv 3 1 6 5 0 4 2
agegvcr 3 1 6 5 2 0 4
agegvrc 3 1 6 5 2 4 0
agegrcv 3 1 6 5 4 0 2
agegrvc 3 1 6 5 4 2 0
avcgrge 3 2 0 1 4 5 6
avcgreg 3 2 0 1 4 6 5
avcggre 3 2 0 1 5 4 6
avcgger 3 2 0 1 5 6 4
avcgerg 3 2 0 1 6 4 5
avcgegr 3 2 0 1 6 5 4
avcrgge 3 2 0 4 1 5 6
avcrgeg 3 2 0 4 1 6 5
avcrgge 3 2 0 4 5 1 6
avcrgeg 3 2 0 4 5 6 1
avcregg 3 2 0 4 6 1 5
avcregg 3 2 0 4 6 5 1
avcggre 3 2 0 5 1 4 6
avcgger 3 2 0 5 1 6 4
avcgrge 3 2 0 5 4 1 6
avcgreg 3 2 0 5 4 6 1
avcgegr 3 2 0 5 6 1 4
avcgerg 3 2 0 5 6 4 1
avcegrg 3 2 0 6 1 4 5
avceggr 3 2 0 6 1 5 4
avcergg 3 2 0 6 4 1 5
avcergg 3 2 0 6 4 5 1
avceggr 3 2 0 6 5 1 4
avcegrg 3 2 0 6 5 4 1
avgcrge 3 2 1 0 4 5 6
avgcreg 3 2 1 0 4 6 5
avgcgre 3 2 1 0 5 4 6
avgcger 3 2 1 0 5 6 4
avgcerg 3 2 1 0 6 4 5
avgcegr 3 2 1 0 6 5 4
avgrcge 3 2 1 4 0 5 6
avgrceg 3 2 1 4 0 6 5
avgrgce 3 2 1 4 5 0 6
avgrgec 3 2 1 4 5 6 0
avgrecg 3 2 1 4 6 0 5
avgregc 3 2 1 4 6 5 0
avggcre 3 2 1 5 0 4 6
avggcer 3 2 1 5 0 6 4
avggrce 3 2 1 5 4 0 6
avggrec 3 2 1 5 4 6 0
avggecr 3 2 1 5 6 0 4
avggerc 3 2 1 5 6 4 0
avgecrg 3 2 1 6 0 4 5
avgecgr 3 2 1 6 0 5 4
avgercg 3 2 1 6 4 0 5
avgergc 3 2 1 6 4 5 0
avgegcr 3 2 1 6 5 0 4
avgegrc 3 2 1 6 5 4 0
avrcgge 3 2 4 0 1 5 6
avrcgeg 3 2 4 0 1 6 5
avrcgge 3 2 4 0 5 1 6
avrcgeg 3 2 4 0 5 6 1
avrcegg 3 2 4 0 6 1 5
avrcegg 3 2 4 0 6 5 1
avrgcge 3 2 4 1 0 5 6
avrgceg 3 2 4 1 0 6 5
avrggce 3 2 4 1 5 0 6
avrggec 3 2 4 1 5 6 0
avrgecg 3 2 4 1 6 0 5
avrgegc 3 2 4 1 6 5 0
avrgcge 3 2 4 5 0 1 6
avrgceg 3 2 4 5 0 6 1
avrggce 3 2 4 5 1 0 6
avrggec 3 2 4 5 1 6 0
avrgecg 3 2 4 5 6 0 1
avrgegc 3 2 4 5 6 1 0
avrecgg 3 2 4 6 0 1 5
avrecgg 3 2 4 6 0 5 1
avregcg 3 2 4 6 1 0 5
avreggc 3 2 4 6 1 5 0
avregcg 3 2 4 6 5 0 1
avreggc 3 2 4 6 5 1 0
avgcgre 3 2 5 0 1 4 6
avgcger 3 2 5 0 1 6 4
avgcrge 3 2 5 0 4 1 6
avgcreg 3 2 5 0 4 6 1
avgcegr 3 2 5 0 6 1 4
avgcerg 3 2 5 0 6 4 1
avggcre 3 2 5 1 0 4 6
avggcer 3 2 5 1 0 6 4
avggrce 3 2 5 1 4 0 6
avggrec 3 2 5 1 4 6 0
avggecr 3 2 5 1 6 0 4
avggerc 3 2 5 1 6 4 0
avgrcge 3 2 5 4 0 1 6
avgrceg 3 2 5 4 0 6 1
avgrgce 3 2 5 4 1 0 6
avgrgec 3 2 5 4 1 6 0
avgrecg 3 2 5 4 6 0 1
avgregc 3 2 5 4 6 1 0
avgecgr 3 2 5 6 0 1 4
avgecrg 3 2 5 6 0 4 1
avgegcr 3 2 5 6 1 0 4
avgegrc 3 2 5 6 1 4 0
avgercg 3 2 5 6 4 0 1
avgergc 3 2 5 6 4 1 0
avecgrg 3 2 6 0 1 4 5
avecggr 3 2 6 0 1 5 4
avecrgg 3 2 6 0 4 1 5
avecrgg 3 2 6 0 4 5 1
avecggr 3 2 6 0 5 1 4
avecgrg 3 2 6 0 5 4 1
avegcrg 3 2 6 1 0 4 5
avegcgr 3 2 6 1 0 5 4
avegrcg 3 2 6 1 4 0 5
avegrgc 3 2 6 1 4 5 0
aveggcr 3 2 6 1 5 0 4
aveggrc 3 2 6 1 5 4 0
avercgg 3 2 6 4 0 1 5
avercgg 3 2 6 4 0 5 1
avergcg 3 2 6 4 1 0 5
averggc 3 2 6 4 1 5 0
avergcg 3 2 6 4 5 0 1
averggc 3 2 6 4 5 1 0
avegcgr 3 2 6 5 0 1 4
avegcrg 3 2 6 5 0 4 1
aveggcr 3 2 6 5 1 0 4
aveggrc 3 2 6 5 1 4 0
avegrcg 3 2 6 5 4 0 1
avegrgc 3 2 6 5 4 1 0
arcgvge 3 4 0 1 2 5 6
arcgveg 3 4 0 1 2 6 5
arcggve 3 4 0 1 5 2 6
arcggev 3 4 0 1 5 6 2
arcgevg 3 4 0 1 6 2 5
arcgegv 3 4 0 1 6 5 2
arcvgge 3 4 0 2 1 5 6
arcvgeg 3 4 0 2 1 6 5
arcvgge 3 4 0 2 5 1 6
arcvgeg 3 4 0 2 5 6 1
arcvegg 3 4 0 2 6 1 5
arcvegg 3 4 0 2 6 5 1
arcggve 3 4 0 5 1 2 6
arcggev 3 4 0 5 1 6 2
arcgvge 3 4 0 5 2 1 6
arcgveg 3 4 0 5 2 6 1
arcgegv 3 4 0 5 6 1 2
arcgevg 3 4 0 5 6 2 1
arcegvg 3 4 0 6 1 2 5
arceggv 3 4 0 6 1 5 2
arcevgg 3 4 0 6 2 1 5
arcevgg 3 4 0 6 2 5 1
arceggv 3 4 0 6 5 1 2
arcegvg 3 4 0 6 5 2 1
argcvge 3 4 1 0 2 5 6
argcveg 3 4 1 0 2 6 5
argcgve 3 4 1 0 5 2 6
argcgev 3 4 1 0 5 6 2
argcevg 3 4 1 0 6 2 5
argcegv 3 4 1 0 6 5 2
argvcge 3 4 1 2 0 5 6
argvceg 3 4 1 2 0 6 5
argvgce 3 4 1 2 5 0 6
argvgec 3 4 1 2 5 6 0
argvecg 3 4 1 2 6 0 5
argvegc 3 4 1 2 6 5 0
arggcve 3 4 1 5 0 2 6
arggcev 3 4 1 5 0 6 2
arggvce 3 4 1 5 2 0 6
arggvec 3 4 1 5 2 6 0
arggecv 3 4 1 5 6 0 2
arggevc 3 4 1 5 6 2 0
argecvg 3 4 1 6 0 2 5
argecgv 3 4 1 6 0 5 2
argevcg 3 4 1 6 2 0 5
argevgc 3 4 1 6 2 5 0
argegcv 3 4 1 6 5 0 2
argegvc 3 4 1 6 5 2 0
arvcgge 3 4 2 0 1 5 6
arvcgeg 3 4 2 0 1 6 5
arvcgge 3 4 2 0 5 1 6
arvcgeg 3 4 2 0 5 6 1
arvcegg 3 4 2 0 6 1 5
arvcegg 3 4 2 0 6 5 1
arvgcge 3 4 2 1 0 5 6
arvgceg 3 4 2 1 0 6 5
arvggce 3 4 2 1 5 0 6
arvggec 3 4 2 1 5 6 0
arvgecg 3 4 2 1 6 0 5
arvgegc 3 4 2 1 6 5 0
arvgcge 3 4 2 5 0 1 6
arvgceg 3 4 2 5 0 6 1
arvggce 3 4 2 5 1 0 6
arvggec 3 4 2 5 1 6 0
arvgecg 3 4 2 5 6 0 1
arvgegc 3 4 2 5 6 1 0
arvecgg 3 4 2 6 0 1 5
arvecgg 3 4 2 6 0 5 1
arvegcg 3 4 2 6 1 0 5
arveggc 3 4 2 6 1 5 0
arvegcg 3 4 2 6 5 0 1
arveggc 3 4 2 6 5 1 0
argcgve 3 4 5 0 1 2 6
argcgev 3 4 5 0 1 6 2
argcvge 3 4 5 0 2 1 6
argcveg 3 4 5 0 2 6 1
argcegv 3 4 5 0 6 1 2
argcevg 3 4 5 0 6 2 1
arggcve 3 4 5 1 0 2 6
arggcev 3 4 5 1 0 6 2
arggvce 3 4 5 1 2 0 6
arggvec 3 4 5 1 2 6 0
arggecv 3 4 5 1 6 0 2
arggevc 3 4 5 1 6 2 0
argvcge 3 4 5 2 0 1 6
argvceg 3 4 5 2 0 6 1
argvgce 3 4 5 2 1 0 6
argvgec 3 4 5 2 1 6 0
argvecg 3 4 5 2 6 0 1
argvegc 3 4 5 2 6 1 0
argecgv 3 4 5 6 0 1 2
argecvg 3 4 5 6 0 2 1
argegcv 3 4 5 6 1 0 2
argegvc 3 4 5 6 1 2 0
argevcg 3 4 5 6 2 0 1
argevgc 3 4 5 6 2 1 0
arecgvg 3 4 6 0 1 2 5
arecggv 3 4 6 0 1 5 2
arecvgg 3 4 6 0 2 1 5
arecvgg 3 4 6 0 2 5 1
arecggv 3 4 6 0 5 1 2
arecgvg 3 4 6 0 5 2 1
aregcvg 3 4 6 1 0 2 5
aregcgv 3 4 6 1 0 5 2
aregvcg 3 4 6 1 2 0 5
aregvgc 3 4 6 1 2 5 0
areggcv 3 4 6 1 5 0 2
areggvc 3 4 6 1 5 2 0
arevcgg 3 4 6 2 0 1 5
arevcgg 3 4 6 2 0 5 1
arevgcg 3 4 6 2 1 0 5
arevggc 3 4 6 2 1 5 0
arevgcg 3 4 6 2 5 0 1
arevggc 3 4 6 2 5 1 0
aregcgv 3 4 6 5 0 1 2
aregcvg 3 4 6 5 0 2 1
areggcv 3 4 6 5 1 0 2
areggvc 3 4 6 5 1 2 0
aregvcg 3 4 6 5 2 0 1
aregvgc 3 4 6 5 2 1 0
agcgvre 3 5 0 1 2 4 6
agcgver 3 5 0 1 2 6 4
agcgrve 3 5 0 1 4 2 6
agcgrev 3 5 0 1 4 6 2
agcgevr 3 5 0 1 6 2 4
agcgerv 3 5 0 1 6 4 2
agcvgre 3 5 0 2 1 4 6
agcvger 3 5 0 2 1 6 4
agcvrge 3 5 0 2 4 1 6
agcvreg 3 5 0 2 4 6 1
agcvegr 3 5 0 2 6 1 4
agcverg 3 5 0 2 6 4 1
agcrgve 3 5 0 4 1 2 6
agcrgev 3 5 0 4 1 6 2
agcrvge 3 5 0 4 2 1 6
agcrveg 3 5 0 4 2 6 1
agcregv 3 5 0 4 6 1 2
agcrevg 3 5 0 4 6 2 1
agcegvr 3 5 0 6 1 2 4
agcegrv 3 5 0 6 1 4 2
agcevgr 3 5 0 6 2 1 4
agcevrg 3 5 0 6 2 4 1
agcergv 3 5 0 6 4 1 2
agcervg 3 5 0 6 4 2 1
aggcvre 3 5 1 0 2 4 6
aggcver 3 5 1 0 2 6 4
aggcrve 3 5 1 0 4 2 6
aggcrev 3 5 1 0 4 6 2
aggcevr 3 5 1 0 6 2 4
aggcerv 3 5 1 0 6 4 2
aggvcre 3 5 1 2 0 4 6
aggvcer 3 5 1 2 0 6 4
aggvrce 3 5 1 2 4 0 6
aggvrec 3 5 1 2 4 6 0
aggvecr 3 5 1 2 6 0 4
aggverc 3 5 1 2 6 4 0
aggrcve 3 5 1 4 0 2 6
aggrcev 3 5 1 4 0 6 2
aggrvce 3 5 1 4 2 0 6
aggrvec 3 5 1 4 2 6 0
aggrecv 3 5 1 4 6 0 2
aggrevc 3 5 1 4 6 2 0
aggecvr 3 5 1 6 0 2 4
aggecrv 3 5 1 6 0 4 2
aggevcr 3 5 1 6 2 0 4
aggevrc 3 5 1 6 2 4 0
aggercv 3 5 1 6 4 0 2
aggervc 3 5 1 6 4 2 0
agvcgre 3 5 2 0 1 4 6
agvcger 3 5 2 0 1 6 4
agvcrge 3 5 2 0 4 1 6
agvcreg 3 5 2 0 4 6 1
agvcegr 3 5 2 0 6 1 4
agvcerg 3 5 2 0 6 4 1
agvgcre 3 5 2 1 0 4 6
agvgcer 3 5 2 1 0 6 4
agvgrce 3 5 2 1 4 0 6
agvgrec 3 5 2 1 4 6 0
agvgecr 3 5 2 1 6 0 4
agvgerc 3 5 2 1 6 4 0
agvrcge 3 5 2 4 0 1 6
agvrceg 3 5 2 4 0 6 1
agvrgce 3 5 2 4 1 0 6
agvrgec 3 5 2 4 1 6 0
agvrecg 3 5 2 4 6 0 1
agvregc 3 5 2 4 6 1 0
agvecgr 3 5 2 6 0 1 4
agvecrg 3 5 2 6 0 4 1
agvegcr 3 5 2 6 1 0 4
agvegrc 3 5 2 6 1 4 0
agvercg 3 5 2 6 4 0 1
agvergc 3 5 2 6 4 1 0
agrcgve 3 5 4 0 1 2 6
agrcgev 3 5 4 0 1 6 2
agrcvge 3 5 4 0 2 1 6
agrcveg 3 5 4 0 2 6 1
agrcegv 3 5 4 0 6 1 2
agrcevg 3 5 4 0 6 2 1
agrgcve 3 5 4 1 0 2 6
agrgcev 3 5 4 1 0 6 2
agrgvce 3 5 4 1 2 0 6
agrgvec 3 5 4 1 2 6 0
agrgecv 3 5 4 1 6 0 2
agrgevc 3 5 4 1 6 2 0
agrvcge 3 5 4 2 0 1 6
agrvceg 3 5 4 2 0 6 1
agrvgce 3 5 4 2 1 0 6
agrvgec 3 5 4 2 1 6 0
agrvecg 3 5 4 2 6 0 1
agrvegc 3 5 4 2 6 1 0
agrecgv 3 5 4 6 0 1 2
agrecvg 3 5 4 6 0 2 1
agregcv 3 5 4 6 1 0 2
agregvc 3 5 4 6 1 2 0
agrevcg 3 5 4 6 2 0 1
agrevgc 3 5 4 6 2 1 0
agecgvr 3 5 6 0 1 2 4
agecgrv 3 5 6 0 1 4 2
agecvgr 3 5 6 0 2 1 4
agecvrg 3 5 6 0 2 4 1
agecrgv 3 5 6 0 4 1 2
agecrvg 3 5 6 0 4 2 1
agegcvr 3 5 6 1 0 2 4
agegcrv 3 5 6 1 0 4 2
agegvcr 3 5 6 1 2 0 4
agegvrc 3 5 6 1 2 4 0
agegrcv 3 5 6 1 4 0 2
agegrvc 3 5 6 1 4 2 0
agevcgr 3 5 6 2 0 1 4
agevcrg 3 5 6 2 0 4 1
agevgcr 3 5 6 2 1 0 4
agevgrc 3 5 6 2 1 4 0
agevrcg 3 5 6 2 4 0 1
agevrgc 3 5 6 2 4 1 0
agercgv 3 5 6 4 0 1 2
agercvg 3 5 6 4 0 2 1
agergcv 3 5 6 4 1 0 2
agergvc 3 5 6 4 1 2 0
agervcg 3 5 6 4 2 0 1
agervgc 3 5 6 4 2 1 0
aecgvrg 3 6 0 1 2 4 5
aecgvgr 3 6 0 1 2 5 4
aecgrvg 3 6 0 1 4 2 5
aecgrgv 3 6 0 1 4 5 2
aecggvr 3 6 0 1 5 2 4
aecggrv 3 6 0 1 5 4 2
aecvgrg 3 6 0 2 1 4 5
aecvggr 3 6 0 2 1 5 4
aecvrgg 3 6 0 2 4 1 5
aecvrgg 3 6 0 2 4 5 1
aecvggr 3 6 0 2 5 1 4
aecvgrg 3 6 0 2 5 4 1
aecrgvg 3 6 0 4 1 2 5
aecrggv 3 6 0 4 1 5 2
aecrvgg 3 6 0 4 2 1 5
aecrvgg 3 6 0 4 2 5 1
aecrggv 3 6 0 4 5 1 2
aecrgvg 3 6 0 4 5 2 1
aecggvr 3 6 0 5 1 2 4
aecggrv 3 6 0 5 1 4 2
aecgvgr 3 6 0 5 2 1 4
aecgvrg 3 6 0 5 2 4 1
aecgrgv 3 6 0 5 4 1 2
aecgrvg 3 6 0 5 4 2 1
aegcvrg 3 6 1 0 2 4 5
aegcvgr 3 6 1 0 2 5 4
aegcrvg 3 6 1 0 4 2 5
aegcrgv 3 6 1 0 4 5 2
aegcgvr 3 6 1 0 5 2 4
aegcgrv 3 6 1 0 5 4 2
aegvcrg 3 6 1 2 0 4 5
aegvcgr 3 6 1 2 0 5 4
aegvrcg 3 6 1 2 4 0 5
aegvrgc 3 6 1 2 4 5 0
aegvgcr 3 6 1 2 5 0 4
aegvgrc 3 6 1 2 5 4 0
aegrcvg 3 6 1 4 0 2 5
aegrcgv 3 6 1 4 0 5 2
aegrvcg 3 6 1 4 2 0 5
aegrvgc 3 6 1 4 2 5 0
aegrgcv 3 6 1 4 5 0 2
aegrgvc 3 6 1 4 5 2 0
aeggcvr 3 6 1 5 0 2 4
aeggcrv 3 6 1 5 0 4 2
aeggvcr 3 6 1 5 2 0 4
aeggvrc 3 6 1 5 2 4 0
aeggrcv 3 6 1 5 4 0 2
aeggrvc 3 6 1 5 4 2 0
aevcgrg 3 6 2 0 1 4 5
aevcggr 3 6 2 0 1 5 4
aevcrgg 3 6 2 0 4 1 5
aevcrgg 3 6 2 0 4 5 1
aevcggr 3 6 2 0 5 1 4
aevcgrg 3 6 2 0 5 4 1
aevgcrg 3 6 2 1 0 4 5
aevgcgr 3 6 2 1 0 5 4
aevgrcg 3 6 2 1 4 0 5
aevgrgc 3 6 2 1 4 5 0
aevggcr 3 6 2 1 5 0 4
aevggrc 3 6 2 1 5 4 0
