Shift: 11
lpejapn 0 1 2 3 4 5 6
enjlapp 2 6 3 0 4 1 5
enjlapp 2 6 3 0 4 5 1
enjlppa 2 6 3 0 5 1 4
enjlpap 2 6 3 0 5 4 1
enjplap 2 6 3 1 0 4 5
enjplpa 2 6 3 1 0 5 4
enjpalp 2 6 3 1 4 0 5
enjpapl 2 6 3 1 4 5 0
enjppla 2 6 3 1 5 0 4
enjppal 2 6 3 1 5 4 0
enjalpp 2 6 3 4 0 1 5
enjalpp 2 6 3 4 0 5 1
enjaplp 2 6 3 4 1 0 5
enjappl 2 6 3 4 1 5 0
enjaplp 2 6 3 4 5 0 1
enjappl 2 6 3 4 5 1 0
enjplpa 2 6 3 5 0 1 4
enjplap 2 6 3 5 0 4 1
enjppla 2 6 3 5 1 0 4
enjppal 2 6 3 5 1 4 0
enjpalp 2 6 3 5 4 0 1
enjpapl 2 6 3 5 4 1 0
enalpjp 2 6 4 0 1 3 5
enalppj 2 6 4 0 1 5 3
enaljpp 2 6 4 0 3 1 5
enaljpp 2 6 4 0 3 5 1
enalppj 2 6 4 0 5 1 3
enalpjp 2 6 4 0 5 3 1
enapljp 2 6 4 1 0 3 5
enaplpj 2 6 4 1 0 5 3
enapjlp 2 6 4 1 3 0 5
enapjpl 2 6 4 1 3 5 0
enapplj 2 6 4 1 5 0 3
enappjl 2 6 4 1 5 3 0
enajlpp 2 6 4 3 0 1 5
enajlpp 2 6 4 3 0 5 1
enajplp 2 6 4 3 1 0 5
enajppl 2 6 4 3 1 5 0
enajplp 2 6 4 3 5 0 1
enajppl 2 6 4 3 5 1 0
enaplpj 2 6 4 5 0 1 3
enapljp 2 6 4 5 0 3 1
enapplj 2 6 4 5 1 0 3
enappjl 2 6 4 5 1 3 0
enapjlp 2 6 4 5 3 0 1
enapjpl 2 6 4 5 3 1 0
enplpja 2 6 5 0 1 3 4
enplpaj 2 6 5 0 1 4 3
enpljpa 2 6 5 0 3 1 4
enpljap 2 6 5 0 3 4 1
enplapj 2 6 5 0 4 1 3
enplajp 2 6 5 0 4 3 1
enpplja 2 6 5 1 0 3 4
enpplaj 2 6 5 1 0 4 3
enppjla 2 6 5 1 3 0 4
enppjal 2 6 5 1 3 4 0
enppalj 2 6 5 1 4 0 3
enppajl 2 6 5 1 4 3 0
enpjlpa 2 6 5 3 0 1 4
enpjlap 2 6 5 3 0 4 1
enpjpla 2 6 5 3 1 0 4
enpjpal 2 6 5 3 1 4 0
enpjalp 2 6 5 3 4 0 1
enpjapl 2 6 5 3 4 1 0
enpalpj 2 6 5 4 0 1 3
enpaljp 2 6 5 4 0 3 1
enpaplj 2 6 5 4 1 0 3
enpapjl 2 6 5 4 1 3 0
enpajlp 2 6 5 4 3 0 1
enpajpl 2 6 5 4 3 1 0
jlpeapn 3 0 1 2 4 5 6
jlpeanp 3 0 1 2 4 6 5
jlpepan 3 0 1 2 5 4 6
jlpepna 3 0 1 2 5 6 4
jlpenap 3 0 1 2 6 4 5
jlpenpa 3 0 1 2 6 5 4
jlpaepn 3 0 1 4 2 5 6
jlpaenp 3 0 1 4 2 6 5
jlpapen 3 0 1 4 5 2 6
jlpapne 3 0 1 4 5 6 2
jlpanep 3 0 1 4 6 2 5
jlpanpe 3 0 1 4 6 5 2
jlppean 3 0 1 5 2 4 6
jlppena 3 0 1 5 2 6 4
jlppaen 3 0 1 5 4 2 6
jlppane 3 0 1 5 4 6 2
jlppnea 3 0 1 5 6 2 4
jlppnae 3 0 1 5 6 4 2
jlpneap 3 0 1 6 2 4 5
jlpnepa 3 0 1 6 2 5 4
jlpnaep 3 0 1 6 4 2 5
jlpnape 3 0 1 6 4 5 2
jlpnpea 3 0 1 6 5 2 4
jlpnpae 3 0 1 6 5 4 2
jlepapn 3 0 2 1 4 5 6
jlepanp 3 0 2 1 4 6 5
jleppan 3 0 2 1 5 4 6
jleppna 3 0 2 1 5 6 4
jlepnap 3 0 2 1 6 4 5
jlepnpa 3 0 2 1 6 5 4
jleappn 3 0 2 4 1 5 6
jleapnp 3 0 2 4 1 6 5
jleappn 3 0 2 4 5 1 6
jleapnp 3 0 2 4 5 6 1
jleanpp 3 0 2 4 6 1 5
jleanpp 3 0 2 4 6 5 1
jleppan 3 0 2 5 1 4 6
jleppna 3 0 2 5 1 6 4
jlepapn 3 0 2 5 4 1 6
jlepanp 3 0 2 5 4 6 1
jlepnpa 3 0 2 5 6 1 4
jlepnap 3 0 2 5 6 4 1
jlenpap 3 0 2 6 1 4 5
jlenppa 3 0 2 6 1 5 4
jlenapp 3 0 2 6 4 1 5
jlenapp 3 0 2 6 4 5 1
jlenppa 3 0 2 6 5 1 4
jlenpap 3 0 2 6 5 4 1
jlapepn 3 0 4 1 2 5 6
jlapenp 3 0 4 1 2 6 5
jlappen 3 0 4 1 5 2 6
jlappne 3 0 4 1 5 6 2
jlapnep 3 0 4 1 6 2 5
jlapnpe 3 0 4 1 6 5 2
jlaeppn 3 0 4 2 1 5 6
jlaepnp 3 0 4 2 1 6 5
jlaeppn 3 0 4 2 5 1 6
jlaepnp 3 0 4 2 5 6 1
jlaenpp 3 0 4 2 6 1 5
jlaenpp 3 0 4 2 6 5 1
jlappen 3 0 4 5 1 2 6
jlappne 3 0 4 5 1 6 2
jlapepn 3 0 4 5 2 1 6
jlapenp 3 0 4 5 2 6 1
jlapnpe 3 0 4 5 6 1 2
jlapnep 3 0 4 5 6 2 1
jlanpep 3 0 4 6 1 2 5
jlanppe 3 0 4 6 1 5 2
jlanepp 3 0 4 6 2 1 5
jlanepp 3 0 4 6 2 5 1
jlanppe 3 0 4 6 5 1 2
jlanpep 3 0 4 6 5 2 1
jlppean 3 0 5 1 2 4 6
jlppena 3 0 5 1 2 6 4
jlppaen 3 0 5 1 4 2 6
jlppane 3 0 5 1 4 6 2
jlppnea 3 0 5 1 6 2 4
jlppnae 3 0 5 1 6 4 2
jlpepan 3 0 5 2 1 4 6
jlpepna 3 0 5 2 1 6 4
jlpeapn 3 0 5 2 4 1 6
jlpeanp 3 0 5 2 4 6 1
jlpenpa 3 0 5 2 6 1 4
jlpenap 3 0 5 2 6 4 1
jlpapen 3 0 5 4 1 2 6
jlpapne 3 0 5 4 1 6 2
jlpaepn 3 0 5 4 2 1 6
jlpaenp 3 0 5 4 2 6 1
jlpanpe 3 0 5 4 6 1 2
jlpanep 3 0 5 4 6 2 1
jlpnpea 3 0 5 6 1 2 4
jlpnpae 3 0 5 6 1 4 2
jlpnepa 3 0 5 6 2 1 4
jlpneap 3 0 5 6 2 4 1
jlpnape 3 0 5 6 4 1 2
jlpnaep 3 0 5 6 4 2 1
jlnpeap 3 0 6 1 2 4 5
jlnpepa 3 0 6 1 2 5 4
jlnpaep 3 0 6 1 4 2 5
jlnpape 3 0 6 1 4 5 2
jlnppea 3 0 6 1 5 2 4
jlnppae 3 0 6 1 5 4 2
jlnepap 3 0 6 2 1 4 5
jlneppa 3 0 6 2 1 5 4
jlneapp 3 0 6 2 4 1 5
jlneapp 3 0 6 2 4 5 1
jlneppa 3 0 6 2 5 1 4
jlnepap 3 0 6 2 5 4 1
jlnapep 3 0 6 4 1 2 5
jlnappe 3 0 6 4 1 5 2
jlnaepp 3 0 6 4 2 1 5
jlnaepp 3 0 6 4 2 5 1
jlnappe 3 0 6 4 5 1 2
jlnapep 3 0 6 4 5 2 1
jlnppea 3 0 6 5 1 2 4
jlnppae 3 0 6 5 1 4 2
jlnpepa 3 0 6 5 2 1 4
jlnpeap 3 0 6 5 2 4 1
jlnpape 3 0 6 5 4 1 2
jlnpaep 3 0 6 5 4 2 1
jpleapn 3 1 0 2 4 5 6
jpleanp 3 1 0 2 4 6 5
jplepan 3 1 0 2 5 4 6
jplepna 3 1 0 2 5 6 4
jplenap 3 1 0 2 6 4 5
jplenpa 3 1 0 2 6 5 4
jplaepn 3 1 0 4 2 5 6
jplaenp 3 1 0 4 2 6 5
jplapen 3 1 0 4 5 2 6
jplapne 3 1 0 4 5 6 2
jplanep 3 1 0 4 6 2 5
jplanpe 3 1 0 4 6 5 2
jplpean 3 1 0 5 2 4 6
jplpena 3 1 0 5 2 6 4
jplpaen 3 1 0 5 4 2 6
jplpane 3 1 0 5 4 6 2
jplpnea 3 1 0 5 6 2 4
jplpnae 3 1 0 5 6 4 2
jplneap 3 1 0 6 2 4 5
jplnepa 3 1 0 6 2 5 4
jplnaep 3 1 0 6 4 2 5
jplnape 3 1 0 6 4 5 2
jplnpea 3 1 0 6 5 2 4
jplnpae 3 1 0 6 5 4 2
jpelapn 3 1 2 0 4 5 6
jpelanp 3 1 2 0 4 6 5
jpelpan 3 1 2 0 5 4 6
jpelpna 3 1 2 0 5 6 4
jpelnap 3 1 2 0 6 4 5
jpelnpa 3 1 2 0 6 5 4
jpealpn 3 1 2 4 0 5 6
jpealnp 3 1 2 4 0 6 5
jpeapln 3 1 2 4 5 0 6
jpeapnl 3 1 2 4 5 6 0
jpeanlp 3 1 2 4 6 0 5
jpeanpl 3 1 2 4 6 5 0
jpeplan 3 1 2 5 0 4 6
jpeplna 3 1 2 5 0 6 4
jpepaln 3 1 2 5 4 0 6
jpepanl 3 1 2 5 4 6 0
jpepnla 3 1 2 5 6 0 4
jpepnal 3 1 2 5 6 4 0
jpenlap 3 1 2 6 0 4 5
jpenlpa 3 1 2 6 0 5 4
jpenalp 3 1 2 6 4 0 5
jpenapl 3 1 2 6 4 5 0
jpenpla 3 1 2 6 5 0 4
jpenpal 3 1 2 6 5 4 0
jpalepn 3 1 4 0 2 5 6
jpalenp 3 1 4 0 2 6 5
jpalpen 3 1 4 0 5 2 6
jpalpne 3 1 4 0 5 6 2
jpalnep 3 1 4 0 6 2 5
jpalnpe 3 1 4 0 6 5 2
jpaelpn 3 1 4 2 0 5 6
jpaelnp 3 1 4 2 0 6 5
jpaepln 3 1 4 2 5 0 6
jpaepnl 3 1 4 2 5 6 0
jpaenlp 3 1 4 2 6 0 5
jpaenpl 3 1 4 2 6 5 0
jpaplen 3 1 4 5 0 2 6
jpaplne 3 1 4 5 0 6 2
jpapeln 3 1 4 5 2 0 6
jpapenl 3 1 4 5 2 6 0
jpapnle 3 1 4 5 6 0 2
jpapnel 3 1 4 5 6 2 0
jpanlep 3 1 4 6 0 2 5
jpanlpe 3 1 4 6 0 5 2
jpanelp 3 1 4 6 2 0 5
jpanepl 3 1 4 6 2 5 0
jpanple 3 1 4 6 5 0 2
jpanpel 3 1 4 6 5 2 0
jpplean 3 1 5 0 2 4 6
jpplena 3 1 5 0 2 6 4
jpplaen 3 1 5 0 4 2 6
jpplane 3 1 5 0 4 6 2
jpplnea 3 1 5 0 6 2 4
jpplnae 3 1 5 0 6 4 2
jppelan 3 1 5 2 0 4 6
jppelna 3 1 5 2 0 6 4
jppealn 3 1 5 2 4 0 6
jppeanl 3 1 5 2 4 6 0
jppenla 3 1 5 2 6 0 4
jppenal 3 1 5 2 6 4 0
jppalen 3 1 5 4 0 2 6
jppalne 3 1 5 4 0 6 2
jppaeln 3 1 5 4 2 0 6
jppaenl 3 1 5 4 2 6 0
jppanle 3 1 5 4 6 0 2
jppanel 3 1 5 4 6 2 0
jppnlea 3 1 5 6 0 2 4
jppnlae 3 1 5 6 0 4 2
jppnela 3 1 5 6 2 0 4
jppneal 3 1 5 6 2 4 0
jppnale 3 1 5 6 4 0 2
jppnael 3 1 5 6 4 2 0
jpnleap 3 1 6 0 2 4 5
jpnlepa 3 1 6 0 2 5 4
jpnlaep 3 1 6 0 4 2 5
jpnlape 3 1 6 0 4 5 2
jpnlpea 3 1 6 0 5 2 4
jpnlpae 3 1 6 0 5 4 2
jpnelap 3 1 6 2 0 4 5
jpnelpa 3 1 6 2 0 5 4
jpnealp 3 1 6 2 4 0 5
jpneapl 3 1 6 2 4 5 0
jpnepla 3 1 6 2 5 0 4
jpnepal 3 1 6 2 5 4 0
jpnalep 3 1 6 4 0 2 5
jpnalpe 3 1 6 4 0 5 2
jpnaelp 3 1 6 4 2 0 5
jpnaepl 3 1 6 4 2 5 0
jpnaple 3 1 6 4 5 0 2
jpnapel 3 1 6 4 5 2 0
jpnplea 3 1 6 5 0 2 4
jpnplae 3 1 6 5 0 4 2
jpnpela 3 1 6 5 2 0 4
jpnpeal 3 1 6 5 2 4 0
jpnpale 3 1 6 5 4 0 2
jpnpael 3 1 6 5 4 2 0
jelpapn 3 2 0 1 4 5 6
jelpanp 3 2 0 1 4 6 5
jelppan 3 2 0 1 5 4 6
jelppna 3 2 0 1 5 6 4
jelpnap 3 2 0 1 6 4 5
jelpnpa 3 2 0 1 6 5 4
jelappn 3 2 0 4 1 5 6
jelapnp 3 2 0 4 1 6 5
jelappn 3 2 0 4 5 1 6
jelapnp 3 2 0 4 5 6 1
jelanpp 3 2 0 4 6 1 5
jelanpp 3 2 0 4 6 5 1
jelppan 3 2 0 5 1 4 6
jelppna 3 2 0 5 1 6 4
jelpapn 3 2 0 5 4 1 6
jelpanp 3 2 0 5 4 6 1
jelpnpa 3 2 0 5 6 1 4
jelpnap 3 2 0 5 6 4 1
jelnpap 3 2 0 6 1 4 5
jelnppa 3 2 0 6 1 5 4
jelnapp 3 2 0 6 4 1 5
jelnapp 3 2 0 6 4 5 1
jelnppa 3 2 0 6 5 1 4
jelnpap 3 2 0 6 5 4 1
jeplapn 3 2 1 0 4 5 6
jeplanp 3 2 1 0 4 6 5
jeplpan 3 2 1 0 5 4 6
jeplpna 3 2 1 0 5 6 4
jeplnap 3 2 1 0 6 4 5
jeplnpa 3 2 1 0 6 5 4
jepalpn 3 2 1 4 0 5 6
jepalnp 3 2 1 4 0 6 5
jepapln 3 2 1 4 5 0 6
jepapnl 3 2 1 4 5 6 0
jepanlp 3 2 1 4 6 0 5
jepanpl 3 2 1 4 6 5 0
jepplan 3 2 1 5 0 4 6
jepplna 3 2 1 5 0 6 4
jeppaln 3 2 1 5 4 0 6
jeppanl 3 2 1 5 4 6 0
jeppnla 3 2 1 5 6 0 4
jeppnal 3 2 1 5 6 4 0
jepnlap 3 2 1 6 0 4 5
jepnlpa 3 2 1 6 0 5 4
jepnalp 3 2 1 6 4 0 5
jepnapl 3 2 1 6 4 5 0
jepnpla 3 2 1 6 5 0 4
jepnpal 3 2 1 6 5 4 0
jealppn 3 2 4 0 1 5 6
jealpnp 3 2 4 0 1 6 5
jealppn 3 2 4 0 5 1 6
jealpnp 3 2 4 0 5 6 1
jealnpp 3 2 4 0 6 1 5
jealnpp 3 2 4 0 6 5 1
jeaplpn 3 2 4 1 0 5 6
jeaplnp 3 2 4 1 0 6 5
jeappln 3 2 4 1 5 0 6
jeappnl 3 2 4 1 5 6 0
jeapnlp 3 2 4 1 6 0 5
jeapnpl 3 2 4 1 6 5 0
jeaplpn 3 2 4 5 0 1 6
jeaplnp 3 2 4 5 0 6 1
jeappln 3 2 4 5 1 0 6
jeappnl 3 2 4 5 1 6 0
jeapnlp 3 2 4 5 6 0 1
jeapnpl 3 2 4 5 6 1 0
jeanlpp 3 2 4 6 0 1 5
jeanlpp 3 2 4 6 0 5 1
jeanplp 3 2 4 6 1 0 5
jeanppl 3 2 4 6 1 5 0
jeanplp 3 2 4 6 5 0 1
jeanppl 3 2 4 6 5 1 0
jeplpan 3 2 5 0 1 4 6
jeplpna 3 2 5 0 1 6 4
jeplapn 3 2 5 0 4 1 6
jeplanp 3 2 5 0 4 6 1
jeplnpa 3 2 5 0 6 1 4
jeplnap 3 2 5 0 6 4 1
jepplan 3 2 5 1 0 4 6
jepplna 3 2 5 1 0 6 4
jeppaln 3 2 5 1 4 0 6
jeppanl 3 2 5 1 4 6 0
jeppnla 3 2 5 1 6 0 4
jeppnal 3 2 5 1 6 4 0
jepalpn 3 2 5 4 0 1 6
jepalnp 3 2 5 4 0 6 1
jepapln 3 2 5 4 1 0 6
jepapnl 3 2 5 4 1 6 0
jepanlp 3 2 5 4 6 0 1
jepanpl 3 2 5 4 6 1 0
jepnlpa 3 2 5 6 0 1 4
jepnlap 3 2 5 6 0 4 1
jepnpla 3 2 5 6 1 0 4
jepnpal 3 2 5 6 1 4 0
jepnalp 3 2 5 6 4 0 1
jepnapl 3 2 5 6 4 1 0
jenlpap 3 2 6 0 1 4 5
jenlppa 3 2 6 0 1 5 4
jenlapp 3 2 6 0 4 1 5
jenlapp 3 2 6 0 4 5 1
jenlppa 3 2 6 0 5 1 4
jenlpap 3 2 6 0 5 4 1
jenplap 3 2 6 1 0 4 5
jenplpa 3 2 6 1 0 5 4
jenpalp 3 2 6 1 4 0 5
jenpapl 3 2 6 1 4 5 0
jenppla 3 2 6 1 5 0 4
jenppal 3 2 6 1 5 4 0
jenalpp 3 2 6 4 0 1 5
jenalpp 3 2 6 4 0 5 1
jenaplp 3 2 6 4 1 0 5
jenappl 3 2 6 4 1 5 0
jenaplp 3 2 6 4 5 0 1
jenappl 3 2 6 4 5 1 0
jenplpa 3 2 6 5 0 1 4
jenplap 3 2 6 5 0 4 1
jenppla 3 2 6 5 1 0 4
jenppal 3 2 6 5 1 4 0
jenpalp 3 2 6 5 4 0 1
jenpapl 3 2 6 5 4 1 0
jalpepn 3 4 0 1 2 5 6
jalpenp 3 4 0 1 2 6 5
jalppen 3 4 0 1 5 2 6
jalppne 3 4 0 1 5 6 2
jalpnep 3 4 0 1 6 2 5
jalpnpe 3 4 0 1 6 5 2
jaleppn 3 4 0 2 1 5 6
jalepnp 3 4 0 2 1 6 5
jaleppn 3 4 0 2 5 1 6
jalepnp 3 4 0 2 5 6 1
jalenpp 3 4 0 2 6 1 5
jalenpp 3 4 0 2 6 5 1
jalppen 3 4 0 5 1 2 6
jalppne 3 4 0 5 1 6 2
jalpepn 3 4 0 5 2 1 6
jalpenp 3 4 0 5 2 6 1
jalpnpe 3 4 0 5 6 1 2
jalpnep 3 4 0 5 6 2 1
jalnpep 3 4 0 6 1 2 5
jalnppe 3 4 0 6 1 5 2
jalnepp 3 4 0 6 2 1 5
jalnepp 3 4 0 6 2 5 1
jalnppe 3 4 0 6 5 1 2
jalnpep 3 4 0 6 5 2 1
japlepn 3 4 1 0 2 5 6
japlenp 3 4 1 0 2 6 5
japlpen 3 4 1 0 5 2 6
japlpne 3 4 1 0 5 6 2
japlnep 3 4 1 0 6 2 5
japlnpe 3 4 1 0 6 5 2
japelpn 3 4 1 2 0 5 6
japelnp 3 4 1 2 0 6 5
japepln 3 4 1 2 5 0 6
japepnl 3 4 1 2 5 6 0
japenlp 3 4 1 2 6 0 5
japenpl 3 4 1 2 6 5 0
japplen 3 4 1 5 0 2 6
japplne 3 4 1 5 0 6 2
jappeln 3 4 1 5 2 0 6
jappenl 3 4 1 5 2 6 0
jappnle 3 4 1 5 6 0 2
jappnel 3 4 1 5 6 2 0
japnlep 3 4 1 6 0 2 5
japnlpe 3 4 1 6 0 5 2
japnelp 3 4 1 6 2 0 5
japnepl 3 4 1 6 2 5 0
japnple 3 4 1 6 5 0 2
japnpel 3 4 1 6 5 2 0
jaelppn 3 4 2 0 1 5 6
jaelpnp 3 4 2 0 1 6 5
jaelppn 3 4 2 0 5 1 6
jaelpnp 3 4 2 0 5 6 1
jaelnpp 3 4 2 0 6 1 5
jaelnpp 3 4 2 0 6 5 1
jaeplpn 3 4 2 1 0 5 6
jaeplnp 3 4 2 1 0 6 5
jaeppln 3 4 2 1 5 0 6
jaeppnl 3 4 2 1 5 6 0
jaepnlp 3 4 2 1 6 0 5
jaepnpl 3 4 2 1 6 5 0
jaeplpn 3 4 2 5 0 1 6
jaeplnp 3 4 2 5 0 6 1
jaeppln 3 4 2 5 1 0 6
jaeppnl 3 4 2 5 1 6 0
jaepnlp 3 4 2 5 6 0 1
jaepnpl 3 4 2 5 6 1 0
jaenlpp 3 4 2 6 0 1 5
jaenlpp 3 4 2 6 0 5 1
jaenplp 3 4 2 6 1 0 5
jaenppl 3 4 2 6 1 5 0
jaenplp 3 4 2 6 5 0 1
jaenppl 3 4 2 6 5 1 0
japlpen 3 4 5 0 1 2 6
japlpne 3 4 5 0 1 6 2
japlepn 3 4 5 0 2 1 6
japlenp 3 4 5 0 2 6 1
japlnpe 3 4 5 0 6 1 2
japlnep 3 4 5 0 6 2 1
japplen 3 4 5 1 0 2 6
japplne 3 4 5 1 0 6 2
jappeln 3 4 5 1 2 0 6
jappenl 3 4 5 1 2 6 0
jappnle 3 4 5 1 6 0 2
jappnel 3 4 5 1 6 2 0
japelpn 3 4 5 2 0 1 6
japelnp 3 4 5 2 0 6 1
japepln 3 4 5 2 1 0 6
japepnl 3 4 5 2 1 6 0
japenlp 3 4 5 2 6 0 1
japenpl 3 4 5 2 6 1 0
japnlpe 3 4 5 6 0 1 2
japnlep 3 4 5 6 0 2 1
japnple 3 4 5 6 1 0 2
japnpel 3 4 5 6 1 2 0
japnelp 3 4 5 6 2 0 1
japnepl 3 4 5 6 2 1 0
janlpep 3 4 6 0 1 2 5
janlppe 3 4 6 0 1 5 2
janlepp 3 4 6 0 2 1 5
janlepp 3 4 6 0 2 5 1
janlppe 3 4 6 0 5 1 2
janlpep 3 4 6 0 5 2 1
janplep 3 4 6 1 0 2 5
janplpe 3 4 6 1 0 5 2
janpelp 3 4 6 1 2 0 5
janpepl 3 4 6 1 2 5 0
janpple 3 4 6 1 5 0 2
janppel 3 4 6 1 5 2 0
janelpp 3 4 6 2 0 1 5
janelpp 3 4 6 2 0 5 1
janeplp 3 4 6 2 1 0 5
janeppl 3 4 6 2 1 5 0
janeplp 3 4 6 2 5 0 1
janeppl 3 4 6 2 5 1 0
janplpe 3 4 6 5 0 1 2
janplep 3 4 6 5 0 2 1
janpple 3 4 6 5 1 0 2
janppel 3 4 6 5 1 2 0
janpelp 3 4 6 5 2 0 1
janpepl 3 4 6 5 2 1 0
jplpean 3 5 0 1 2 4 6
jplpena 3 5 0 1 2 6 4
jplpaen 3 5 0 1 4 2 6
jplpane 3 5 0 1 4 6 2
jplpnea 3 5 0 1 6 2 4
jplpnae 3 5 0 1 6 4 2
jplepan 3 5 0 2 1 4 6
jplepna 3 5 0 2 1 6 4
jpleapn 3 5 0 2 4 1 6
jpleanp 3 5 0 2 4 6 1
jplenpa 3 5 0 2 6 1 4
jplenap 3 5 0 2 6 4 1
jplapen 3 5 0 4 1 2 6
jplapne 3 5 0 4 1 6 2
jplaepn 3 5 0 4 2 1 6
jplaenp 3 5 0 4 2 6 1
jplanpe 3 5 0 4 6 1 2
jplanep 3 5 0 4 6 2 1
jplnpea 3 5 0 6 1 2 4
jplnpae 3 5 0 6 1 4 2
jplnepa 3 5 0 6 2 1 4
jplneap 3 5 0 6 2 4 1
jplnape 3 5 0 6 4 1 2
jplnaep 3 5 0 6 4 2 1
jpplean 3 5 1 0 2 4 6
jpplena 3 5 1 0 2 6 4
jpplaen 3 5 1 0 4 2 6
jpplane 3 5 1 0 4 6 2
jpplnea 3 5 1 0 6 2 4
jpplnae 3 5 1 0 6 4 2
jppelan 3 5 1 2 0 4 6
jppelna 3 5 1 2 0 6 4
jppealn 3 5 1 2 4 0 6
jppeanl 3 5 1 2 4 6 0
jppenla 3 5 1 2 6 0 4
jppenal 3 5 1 2 6 4 0
jppalen 3 5 1 4 0 2 6
jppalne 3 5 1 4 0 6 2
jppaeln 3 5 1 4 2 0 6
jppaenl 3 5 1 4 2 6 0
jppanle 3 5 1 4 6 0 2
jppanel 3 5 1 4 6 2 0
jppnlea 3 5 1 6 0 2 4
jppnlae 3 5 1 6 0 4 2
jppnela 3 5 1 6 2 0 4
jppneal 3 5 1 6 2 4 0
jppnale 3 5 1 6 4 0 2
jppnael 3 5 1 6 4 2 0
jpelpan 3 5 2 0 1 4 6
jpelpna 3 5 2 0 1 6 4
jpelapn 3 5 2 0 4 1 6
jpelanp 3 5 2 0 4 6 1
jpelnpa 3 5 2 0 6 1 4
jpelnap 3 5 2 0 6 4 1
jpeplan 3 5 2 1 0 4 6
jpeplna 3 5 2 1 0 6 4
jpepaln 3 5 2 1 4 0 6
jpepanl 3 5 2 1 4 6 0
jpepnla 3 5 2 1 6 0 4
jpepnal 3 5 2 1 6 4 0
jpealpn 3 5 2 4 0 1 6
jpealnp 3 5 2 4 0 6 1
jpeapln 3 5 2 4 1 0 6
jpeapnl 3 5 2 4 1 6 0
jpeanlp 3 5 2 4 6 0 1
jpeanpl 3 5 2 4 6 1 0
jpenlpa 3 5 2 6 0 1 4
jpenlap 3 5 2 6 0 4 1
jpenpla 3 5 2 6 1 0 4
jpenpal 3 5 2 6 1 4 0
jpenalp 3 5 2 6 4 0 1
jpenapl 3 5 2 6 4 1 0
jpalpen 3 5 4 0 1 2 6
jpalpne 3 5 4 0 1 6 2
jpalepn 3 5 4 0 2 1 6
jpalenp 3 5 4 0 2 6 1
jpalnpe 3 5 4 0 6 1 2
jpalnep 3 5 4 0 6 2 1
jpaplen 3 5 4 1 0 2 6
jpaplne 3 5 4 1 0 6 2
jpapeln 3 5 4 1 2 0 6
jpapenl 3 5 4 1 2 6 0
jpapnle 3 5 4 1 6 0 2
jpapnel 3 5 4 1 6 2 0
jpaelpn 3 5 4 2 0 1 6
jpaelnp 3 5 4 2 0 6 1
jpaepln 3 5 4 2 1 0 6
jpaepnl 3 5 4 2 1 6 0
jpaenlp 3 5 4 2 6 0 1
jpaenpl 3 5 4 2 6 1 0
jpanlpe 3 5 4 6 0 1 2
jpanlep 3 5 4 6 0 2 1
jpanple 3 5 4 6 1 0 2
jpanpel 3 5 4 6 1 2 0
jpanelp 3 5 4 6 2 0 1
jpanepl 3 5 4 6 2 1 0
jpnlpea 3 5 6 0 1 2 4
jpnlpae 3 5 6 0 1 4 2
jpnlepa 3 5 6 0 2 1 4
jpnleap 3 5 6 0 2 4 1
jpnlape 3 5 6 0 4 1 2
jpnlaep 3 5 6 0 4 2 1
jpnplea 3 5 6 1 0 2 4
jpnplae 3 5 6 1 0 4 2
jpnpela 3 5 6 1 2 0 4
jpnpeal 3 5 6 1 2 4 0
jpnpale 3 5 6 1 4 0 2
jpnpael 3 5 6 1 4 2 0
jpnelpa 3 5 6 2 0 1 4
jpnelap 3 5 6 2 0 4 1
jpnepla 3 5 6 2 1 0 4
jpnepal 3 5 6 2 1 4 0
jpnealp 3 5 6 2 4 0 1
jpneapl 3 5 6 2 4 1 0
jpnalpe 3 5 6 4 0 1 2
jpnalep 3 5 6 4 0 2 1
jpnaple 3 5 6 4 1 0 2
jpnapel 3 5 6 4 1 2 0
jpnaelp 3 5 6 4 2 0 1
jpnaepl 3 5 6 4 2 1 0
jnlpeap 3 6 0 1 2 4 5
jnlpepa 3 6 0 1 2 5 4
jnlpaep 3 6 0 1 4 2 5
jnlpape 3 6 0 1 4 5 2
jnlppea 3 6 0 1 5 2 4
jnlppae 3 6 0 1 5 4 2
jnlepap 3 6 0 2 1 4 5
jnleppa 3 6 0 2 1 5 4
jnleapp 3 6 0 2 4 1 5
jnleapp 3 6 0 2 4 5 1
jnleppa 3 6 0 2 5 1 4
jnlepap 3 6 0 2 5 4 1
jnlapep 3 6 0 4 1 2 5
jnlappe 3 6 0 4 1 5 2
jnlaepp 3 6 0 4 2 1 5
jnlaepp 3 6 0 4 2 5 1
jnlappe 3 6 0 4 5 1 2
jnlapep 3 6 0 4 5 2 1
jnlppea 3 6 0 5 1 2 4
jnlppae 3 6 0 5 1 4 2
jnlpepa 3 6 0 5 2 1 4
jnlpeap 3 6 0 5 2 4 1
jnlpape 3 6 0 5 4 1 2
jnlpaep 3 6 0 5 4 2 1
jnpleap 3 6 1 0 2 4 5
jnplepa 3 6 1 0 2 5 4
jnplaep 3 6 1 0 4 2 5
jnplape 3 6 1 0 4 5 2
jnplpea 3 6 1 0 5 2 4
jnplpae 3 6 1 0 5 4 2
jnpelap 3 6 1 2 0 4 5
jnpelpa 3 6 1 2 0 5 4
jnpealp 3 6 1 2 4 0 5
