Shift: 4
eixctig 0 1 2 3 4 5 6
xgtceii 2 6 4 3 0 1 5
xgtceii 2 6 4 3 0 5 1
xgtciei 2 6 4 3 1 0 5
xgtciie 2 6 4 3 1 5 0
xgtciei 2 6 4 3 5 0 1
xgtciie 2 6 4 3 5 1 0
xgtieic 2 6 4 5 0 1 3
xgtieci 2 6 4 5 0 3 1
xgtiiec 2 6 4 5 1 0 3
xgtiice 2 6 4 5 1 3 0
xgticei 2 6 4 5 3 0 1
xgticie 2 6 4 5 3 1 0
xgieict 2 6 5 0 1 3 4
xgieitc 2 6 5 0 1 4 3
xgiecit 2 6 5 0 3 1 4
xgiecti 2 6 5 0 3 4 1
xgietic 2 6 5 0 4 1 3
xgietci 2 6 5 0 4 3 1
xgiiect 2 6 5 1 0 3 4
xgiietc 2 6 5 1 0 4 3
xgiicet 2 6 5 1 3 0 4
xgiicte 2 6 5 1 3 4 0
xgiitec 2 6 5 1 4 0 3
xgiitce 2 6 5 1 4 3 0
xgiceit 2 6 5 3 0 1 4
xgiceti 2 6 5 3 0 4 1
xgiciet 2 6 5 3 1 0 4
xgicite 2 6 5 3 1 4 0
xgictei 2 6 5 3 4 0 1
xgictie 2 6 5 3 4 1 0
xgiteic 2 6 5 4 0 1 3
xgiteci 2 6 5 4 0 3 1
xgitiec 2 6 5 4 1 0 3
xgitice 2 6 5 4 1 3 0
xgitcei 2 6 5 4 3 0 1
xgitcie 2 6 5 4 3 1 0
ceixtig 3 0 1 2 4 5 6
ceixtgi 3 0 1 2 4 6 5
ceixitg 3 0 1 2 5 4 6
ceixigt 3 0 1 2 5 6 4
ceixgti 3 0 1 2 6 4 5
ceixgit 3 0 1 2 6 5 4
ceitxig 3 0 1 4 2 5 6
ceitxgi 3 0 1 4 2 6 5
ceitixg 3 0 1 4 5 2 6
ceitigx 3 0 1 4 5 6 2
ceitgxi 3 0 1 4 6 2 5
ceitgix 3 0 1 4 6 5 2
ceiixtg 3 0 1 5 2 4 6
ceiixgt 3 0 1 5 2 6 4
ceiitxg 3 0 1 5 4 2 6
ceiitgx 3 0 1 5 4 6 2
ceiigxt 3 0 1 5 6 2 4
ceiigtx 3 0 1 5 6 4 2
ceigxti 3 0 1 6 2 4 5
ceigxit 3 0 1 6 2 5 4
ceigtxi 3 0 1 6 4 2 5
ceigtix 3 0 1 6 4 5 2
ceigixt 3 0 1 6 5 2 4
ceigitx 3 0 1 6 5 4 2
cexitig 3 0 2 1 4 5 6
cexitgi 3 0 2 1 4 6 5
cexiitg 3 0 2 1 5 4 6
cexiigt 3 0 2 1 5 6 4
cexigti 3 0 2 1 6 4 5
cexigit 3 0 2 1 6 5 4
cextiig 3 0 2 4 1 5 6
cextigi 3 0 2 4 1 6 5
cextiig 3 0 2 4 5 1 6
cextigi 3 0 2 4 5 6 1
cextgii 3 0 2 4 6 1 5
cextgii 3 0 2 4 6 5 1
cexiitg 3 0 2 5 1 4 6
cexiigt 3 0 2 5 1 6 4
cexitig 3 0 2 5 4 1 6
cexitgi 3 0 2 5 4 6 1
cexigit 3 0 2 5 6 1 4
cexigti 3 0 2 5 6 4 1
cexgiti 3 0 2 6 1 4 5
cexgiit 3 0 2 6 1 5 4
cexgtii 3 0 2 6 4 1 5
cexgtii 3 0 2 6 4 5 1
cexgiit 3 0 2 6 5 1 4
cexgiti 3 0 2 6 5 4 1
cetixig 3 0 4 1 2 5 6
cetixgi 3 0 4 1 2 6 5
cetiixg 3 0 4 1 5 2 6
cetiigx 3 0 4 1 5 6 2
cetigxi 3 0 4 1 6 2 5
cetigix 3 0 4 1 6 5 2
cetxiig 3 0 4 2 1 5 6
cetxigi 3 0 4 2 1 6 5
cetxiig 3 0 4 2 5 1 6
cetxigi 3 0 4 2 5 6 1
cetxgii 3 0 4 2 6 1 5
cetxgii 3 0 4 2 6 5 1
cetiixg 3 0 4 5 1 2 6
cetiigx 3 0 4 5 1 6 2
cetixig 3 0 4 5 2 1 6
cetixgi 3 0 4 5 2 6 1
cetigix 3 0 4 5 6 1 2
cetigxi 3 0 4 5 6 2 1
cetgixi 3 0 4 6 1 2 5
cetgiix 3 0 4 6 1 5 2
cetgxii 3 0 4 6 2 1 5
cetgxii 3 0 4 6 2 5 1
cetgiix 3 0 4 6 5 1 2
cetgixi 3 0 4 6 5 2 1
ceiixtg 3 0 5 1 2 4 6
ceiixgt 3 0 5 1 2 6 4
ceiitxg 3 0 5 1 4 2 6
ceiitgx 3 0 5 1 4 6 2
ceiigxt 3 0 5 1 6 2 4
ceiigtx 3 0 5 1 6 4 2
ceixitg 3 0 5 2 1 4 6
ceixigt 3 0 5 2 1 6 4
ceixtig 3 0 5 2 4 1 6
ceixtgi 3 0 5 2 4 6 1
ceixgit 3 0 5 2 6 1 4
ceixgti 3 0 5 2 6 4 1
ceitixg 3 0 5 4 1 2 6
ceitigx 3 0 5 4 1 6 2
ceitxig 3 0 5 4 2 1 6
ceitxgi 3 0 5 4 2 6 1
ceitgix 3 0 5 4 6 1 2
ceitgxi 3 0 5 4 6 2 1
ceigixt 3 0 5 6 1 2 4
ceigitx 3 0 5 6 1 4 2
ceigxit 3 0 5 6 2 1 4
ceigxti 3 0 5 6 2 4 1
ceigtix 3 0 5 6 4 1 2
ceigtxi 3 0 5 6 4 2 1
cegixti 3 0 6 1 2 4 5
cegixit 3 0 6 1 2 5 4
cegitxi 3 0 6 1 4 2 5
cegitix 3 0 6 1 4 5 2
cegiixt 3 0 6 1 5 2 4
cegiitx 3 0 6 1 5 4 2
cegxiti 3 0 6 2 1 4 5
cegxiit 3 0 6 2 1 5 4
cegxtii 3 0 6 2 4 1 5
cegxtii 3 0 6 2 4 5 1
cegxiit 3 0 6 2 5 1 4
cegxiti 3 0 6 2 5 4 1
cegtixi 3 0 6 4 1 2 5
cegtiix 3 0 6 4 1 5 2
cegtxii 3 0 6 4 2 1 5
cegtxii 3 0 6 4 2 5 1
cegtiix 3 0 6 4 5 1 2
cegtixi 3 0 6 4 5 2 1
cegiixt 3 0 6 5 1 2 4
cegiitx 3 0 6 5 1 4 2
cegixit 3 0 6 5 2 1 4
cegixti 3 0 6 5 2 4 1
cegitix 3 0 6 5 4 1 2
cegitxi 3 0 6 5 4 2 1
ciextig 3 1 0 2 4 5 6
ciextgi 3 1 0 2 4 6 5
ciexitg 3 1 0 2 5 4 6
ciexigt 3 1 0 2 5 6 4
ciexgti 3 1 0 2 6 4 5
ciexgit 3 1 0 2 6 5 4
cietxig 3 1 0 4 2 5 6
cietxgi 3 1 0 4 2 6 5
cietixg 3 1 0 4 5 2 6
cietigx 3 1 0 4 5 6 2
cietgxi 3 1 0 4 6 2 5
cietgix 3 1 0 4 6 5 2
cieixtg 3 1 0 5 2 4 6
cieixgt 3 1 0 5 2 6 4
cieitxg 3 1 0 5 4 2 6
cieitgx 3 1 0 5 4 6 2
cieigxt 3 1 0 5 6 2 4
cieigtx 3 1 0 5 6 4 2
ciegxti 3 1 0 6 2 4 5
ciegxit 3 1 0 6 2 5 4
ciegtxi 3 1 0 6 4 2 5
ciegtix 3 1 0 6 4 5 2
ciegixt 3 1 0 6 5 2 4
ciegitx 3 1 0 6 5 4 2
cixetig 3 1 2 0 4 5 6
cixetgi 3 1 2 0 4 6 5
cixeitg 3 1 2 0 5 4 6
cixeigt 3 1 2 0 5 6 4
cixegti 3 1 2 0 6 4 5
cixegit 3 1 2 0 6 5 4
cixteig 3 1 2 4 0 5 6
cixtegi 3 1 2 4 0 6 5
cixtieg 3 1 2 4 5 0 6
cixtige 3 1 2 4 5 6 0
cixtgei 3 1 2 4 6 0 5
cixtgie 3 1 2 4 6 5 0
cixietg 3 1 2 5 0 4 6
cixiegt 3 1 2 5 0 6 4
cixiteg 3 1 2 5 4 0 6
cixitge 3 1 2 5 4 6 0
cixiget 3 1 2 5 6 0 4
cixigte 3 1 2 5 6 4 0
cixgeti 3 1 2 6 0 4 5
cixgeit 3 1 2 6 0 5 4
cixgtei 3 1 2 6 4 0 5
cixgtie 3 1 2 6 4 5 0
cixgiet 3 1 2 6 5 0 4
cixgite 3 1 2 6 5 4 0
citexig 3 1 4 0 2 5 6
citexgi 3 1 4 0 2 6 5
citeixg 3 1 4 0 5 2 6
citeigx 3 1 4 0 5 6 2
citegxi 3 1 4 0 6 2 5
citegix 3 1 4 0 6 5 2
citxeig 3 1 4 2 0 5 6
citxegi 3 1 4 2 0 6 5
citxieg 3 1 4 2 5 0 6
citxige 3 1 4 2 5 6 0
citxgei 3 1 4 2 6 0 5
citxgie 3 1 4 2 6 5 0
citiexg 3 1 4 5 0 2 6
citiegx 3 1 4 5 0 6 2
citixeg 3 1 4 5 2 0 6
citixge 3 1 4 5 2 6 0
citigex 3 1 4 5 6 0 2
citigxe 3 1 4 5 6 2 0
citgexi 3 1 4 6 0 2 5
citgeix 3 1 4 6 0 5 2
citgxei 3 1 4 6 2 0 5
citgxie 3 1 4 6 2 5 0
citgiex 3 1 4 6 5 0 2
citgixe 3 1 4 6 5 2 0
ciiextg 3 1 5 0 2 4 6
ciiexgt 3 1 5 0 2 6 4
ciietxg 3 1 5 0 4 2 6
ciietgx 3 1 5 0 4 6 2
ciiegxt 3 1 5 0 6 2 4
ciiegtx 3 1 5 0 6 4 2
ciixetg 3 1 5 2 0 4 6
ciixegt 3 1 5 2 0 6 4
ciixteg 3 1 5 2 4 0 6
ciixtge 3 1 5 2 4 6 0
ciixget 3 1 5 2 6 0 4
ciixgte 3 1 5 2 6 4 0
ciitexg 3 1 5 4 0 2 6
ciitegx 3 1 5 4 0 6 2
ciitxeg 3 1 5 4 2 0 6
ciitxge 3 1 5 4 2 6 0
ciitgex 3 1 5 4 6 0 2
ciitgxe 3 1 5 4 6 2 0
ciigext 3 1 5 6 0 2 4
ciigetx 3 1 5 6 0 4 2
ciigxet 3 1 5 6 2 0 4
ciigxte 3 1 5 6 2 4 0
ciigtex 3 1 5 6 4 0 2
ciigtxe 3 1 5 6 4 2 0
cigexti 3 1 6 0 2 4 5
cigexit 3 1 6 0 2 5 4
cigetxi 3 1 6 0 4 2 5
cigetix 3 1 6 0 4 5 2
cigeixt 3 1 6 0 5 2 4
cigeitx 3 1 6 0 5 4 2
cigxeti 3 1 6 2 0 4 5
cigxeit 3 1 6 2 0 5 4
cigxtei 3 1 6 2 4 0 5
cigxtie 3 1 6 2 4 5 0
cigxiet 3 1 6 2 5 0 4
cigxite 3 1 6 2 5 4 0
cigtexi 3 1 6 4 0 2 5
cigteix 3 1 6 4 0 5 2
cigtxei 3 1 6 4 2 0 5
cigtxie 3 1 6 4 2 5 0
cigtiex 3 1 6 4 5 0 2
cigtixe 3 1 6 4 5 2 0
cigiext 3 1 6 5 0 2 4
cigietx 3 1 6 5 0 4 2
cigixet 3 1 6 5 2 0 4
cigixte 3 1 6 5 2 4 0
cigitex 3 1 6 5 4 0 2
cigitxe 3 1 6 5 4 2 0
cxeitig 3 2 0 1 4 5 6
cxeitgi 3 2 0 1 4 6 5
cxeiitg 3 2 0 1 5 4 6
cxeiigt 3 2 0 1 5 6 4
cxeigti 3 2 0 1 6 4 5
cxeigit 3 2 0 1 6 5 4
cxetiig 3 2 0 4 1 5 6
cxetigi 3 2 0 4 1 6 5
cxetiig 3 2 0 4 5 1 6
cxetigi 3 2 0 4 5 6 1
cxetgii 3 2 0 4 6 1 5
cxetgii 3 2 0 4 6 5 1
cxeiitg 3 2 0 5 1 4 6
cxeiigt 3 2 0 5 1 6 4
cxeitig 3 2 0 5 4 1 6
cxeitgi 3 2 0 5 4 6 1
cxeigit 3 2 0 5 6 1 4
cxeigti 3 2 0 5 6 4 1
cxegiti 3 2 0 6 1 4 5
cxegiit 3 2 0 6 1 5 4
cxegtii 3 2 0 6 4 1 5
cxegtii 3 2 0 6 4 5 1
cxegiit 3 2 0 6 5 1 4
cxegiti 3 2 0 6 5 4 1
cxietig 3 2 1 0 4 5 6
cxietgi 3 2 1 0 4 6 5
cxieitg 3 2 1 0 5 4 6
cxieigt 3 2 1 0 5 6 4
cxiegti 3 2 1 0 6 4 5
cxiegit 3 2 1 0 6 5 4
cxiteig 3 2 1 4 0 5 6
cxitegi 3 2 1 4 0 6 5
cxitieg 3 2 1 4 5 0 6
cxitige 3 2 1 4 5 6 0
cxitgei 3 2 1 4 6 0 5
cxitgie 3 2 1 4 6 5 0
cxiietg 3 2 1 5 0 4 6
cxiiegt 3 2 1 5 0 6 4
cxiiteg 3 2 1 5 4 0 6
cxiitge 3 2 1 5 4 6 0
cxiiget 3 2 1 5 6 0 4
cxiigte 3 2 1 5 6 4 0
cxigeti 3 2 1 6 0 4 5
cxigeit 3 2 1 6 0 5 4
cxigtei 3 2 1 6 4 0 5
cxigtie 3 2 1 6 4 5 0
cxigiet 3 2 1 6 5 0 4
cxigite 3 2 1 6 5 4 0
cxteiig 3 2 4 0 1 5 6
cxteigi 3 2 4 0 1 6 5
cxteiig 3 2 4 0 5 1 6
cxteigi 3 2 4 0 5 6 1
cxtegii 3 2 4 0 6 1 5
cxtegii 3 2 4 0 6 5 1
cxtieig 3 2 4 1 0 5 6
cxtiegi 3 2 4 1 0 6 5
cxtiieg 3 2 4 1 5 0 6
cxtiige 3 2 4 1 5 6 0
cxtigei 3 2 4 1 6 0 5
cxtigie 3 2 4 1 6 5 0
cxtieig 3 2 4 5 0 1 6
cxtiegi 3 2 4 5 0 6 1
cxtiieg 3 2 4 5 1 0 6
cxtiige 3 2 4 5 1 6 0
cxtigei 3 2 4 5 6 0 1
cxtigie 3 2 4 5 6 1 0
cxtgeii 3 2 4 6 0 1 5
cxtgeii 3 2 4 6 0 5 1
cxtgiei 3 2 4 6 1 0 5
cxtgiie 3 2 4 6 1 5 0
cxtgiei 3 2 4 6 5 0 1
cxtgiie 3 2 4 6 5 1 0
cxieitg 3 2 5 0 1 4 6
cxieigt 3 2 5 0 1 6 4
cxietig 3 2 5 0 4 1 6
cxietgi 3 2 5 0 4 6 1
cxiegit 3 2 5 0 6 1 4
cxiegti 3 2 5 0 6 4 1
cxiietg 3 2 5 1 0 4 6
cxiiegt 3 2 5 1 0 6 4
cxiiteg 3 2 5 1 4 0 6
cxiitge 3 2 5 1 4 6 0
cxiiget 3 2 5 1 6 0 4
cxiigte 3 2 5 1 6 4 0
cxiteig 3 2 5 4 0 1 6
cxitegi 3 2 5 4 0 6 1
cxitieg 3 2 5 4 1 0 6
cxitige 3 2 5 4 1 6 0
cxitgei 3 2 5 4 6 0 1
cxitgie 3 2 5 4 6 1 0
cxigeit 3 2 5 6 0 1 4
cxigeti 3 2 5 6 0 4 1
cxigiet 3 2 5 6 1 0 4
cxigite 3 2 5 6 1 4 0
cxigtei 3 2 5 6 4 0 1
cxigtie 3 2 5 6 4 1 0
cxgeiti 3 2 6 0 1 4 5
cxgeiit 3 2 6 0 1 5 4
cxgetii 3 2 6 0 4 1 5
cxgetii 3 2 6 0 4 5 1
cxgeiit 3 2 6 0 5 1 4
cxgeiti 3 2 6 0 5 4 1
cxgieti 3 2 6 1 0 4 5
cxgieit 3 2 6 1 0 5 4
cxgitei 3 2 6 1 4 0 5
cxgitie 3 2 6 1 4 5 0
cxgiiet 3 2 6 1 5 0 4
cxgiite 3 2 6 1 5 4 0
cxgteii 3 2 6 4 0 1 5
cxgteii 3 2 6 4 0 5 1
cxgtiei 3 2 6 4 1 0 5
cxgtiie 3 2 6 4 1 5 0
cxgtiei 3 2 6 4 5 0 1
cxgtiie 3 2 6 4 5 1 0
cxgieit 3 2 6 5 0 1 4
cxgieti 3 2 6 5 0 4 1
cxgiiet 3 2 6 5 1 0 4
cxgiite 3 2 6 5 1 4 0
cxgitei 3 2 6 5 4 0 1
cxgitie 3 2 6 5 4 1 0
cteixig 3 4 0 1 2 5 6
cteixgi 3 4 0 1 2 6 5
cteiixg 3 4 0 1 5 2 6
cteiigx 3 4 0 1 5 6 2
cteigxi 3 4 0 1 6 2 5
cteigix 3 4 0 1 6 5 2
ctexiig 3 4 0 2 1 5 6
ctexigi 3 4 0 2 1 6 5
ctexiig 3 4 0 2 5 1 6
ctexigi 3 4 0 2 5 6 1
ctexgii 3 4 0 2 6 1 5
ctexgii 3 4 0 2 6 5 1
cteiixg 3 4 0 5 1 2 6
cteiigx 3 4 0 5 1 6 2
cteixig 3 4 0 5 2 1 6
cteixgi 3 4 0 5 2 6 1
cteigix 3 4 0 5 6 1 2
cteigxi 3 4 0 5 6 2 1
ctegixi 3 4 0 6 1 2 5
ctegiix 3 4 0 6 1 5 2
ctegxii 3 4 0 6 2 1 5
ctegxii 3 4 0 6 2 5 1
ctegiix 3 4 0 6 5 1 2
ctegixi 3 4 0 6 5 2 1
ctiexig 3 4 1 0 2 5 6
ctiexgi 3 4 1 0 2 6 5
ctieixg 3 4 1 0 5 2 6
ctieigx 3 4 1 0 5 6 2
ctiegxi 3 4 1 0 6 2 5
ctiegix 3 4 1 0 6 5 2
ctixeig 3 4 1 2 0 5 6
ctixegi 3 4 1 2 0 6 5
ctixieg 3 4 1 2 5 0 6
ctixige 3 4 1 2 5 6 0
ctixgei 3 4 1 2 6 0 5
ctixgie 3 4 1 2 6 5 0
ctiiexg 3 4 1 5 0 2 6
ctiiegx 3 4 1 5 0 6 2
ctiixeg 3 4 1 5 2 0 6
ctiixge 3 4 1 5 2 6 0
ctiigex 3 4 1 5 6 0 2
ctiigxe 3 4 1 5 6 2 0
ctigexi 3 4 1 6 0 2 5
ctigeix 3 4 1 6 0 5 2
ctigxei 3 4 1 6 2 0 5
ctigxie 3 4 1 6 2 5 0
ctigiex 3 4 1 6 5 0 2
ctigixe 3 4 1 6 5 2 0
ctxeiig 3 4 2 0 1 5 6
ctxeigi 3 4 2 0 1 6 5
ctxeiig 3 4 2 0 5 1 6
ctxeigi 3 4 2 0 5 6 1
ctxegii 3 4 2 0 6 1 5
ctxegii 3 4 2 0 6 5 1
ctxieig 3 4 2 1 0 5 6
ctxiegi 3 4 2 1 0 6 5
ctxiieg 3 4 2 1 5 0 6
ctxiige 3 4 2 1 5 6 0
ctxigei 3 4 2 1 6 0 5
ctxigie 3 4 2 1 6 5 0
ctxieig 3 4 2 5 0 1 6
ctxiegi 3 4 2 5 0 6 1
ctxiieg 3 4 2 5 1 0 6
ctxiige 3 4 2 5 1 6 0
ctxigei 3 4 2 5 6 0 1
ctxigie 3 4 2 5 6 1 0
ctxgeii 3 4 2 6 0 1 5
ctxgeii 3 4 2 6 0 5 1
ctxgiei 3 4 2 6 1 0 5
ctxgiie 3 4 2 6 1 5 0
ctxgiei 3 4 2 6 5 0 1
ctxgiie 3 4 2 6 5 1 0
ctieixg 3 4 5 0 1 2 6
ctieigx 3 4 5 0 1 6 2
ctiexig 3 4 5 0 2 1 6
ctiexgi 3 4 5 0 2 6 1
ctiegix 3 4 5 0 6 1 2
ctiegxi 3 4 5 0 6 2 1
ctiiexg 3 4 5 1 0 2 6
ctiiegx 3 4 5 1 0 6 2
ctiixeg 3 4 5 1 2 0 6
ctiixge 3 4 5 1 2 6 0
ctiigex 3 4 5 1 6 0 2
ctiigxe 3 4 5 1 6 2 0
ctixeig 3 4 5 2 0 1 6
ctixegi 3 4 5 2 0 6 1
ctixieg 3 4 5 2 1 0 6
ctixige 3 4 5 2 1 6 0
ctixgei 3 4 5 2 6 0 1
ctixgie 3 4 5 2 6 1 0
ctigeix 3 4 5 6 0 1 2
ctigexi 3 4 5 6 0 2 1
ctigiex 3 4 5 6 1 0 2
ctigixe 3 4 5 6 1 2 0
ctigxei 3 4 5 6 2 0 1
ctigxie 3 4 5 6 2 1 0
ctgeixi 3 4 6 0 1 2 5
ctgeiix 3 4 6 0 1 5 2
ctgexii 3 4 6 0 2 1 5
ctgexii 3 4 6 0 2 5 1
ctgeiix 3 4 6 0 5 1 2
ctgeixi 3 4 6 0 5 2 1
ctgiexi 3 4 6 1 0 2 5
ctgieix 3 4 6 1 0 5 2
ctgixei 3 4 6 1 2 0 5
ctgixie 3 4 6 1 2 5 0
ctgiiex 3 4 6 1 5 0 2
ctgiixe 3 4 6 1 5 2 0
ctgxeii 3 4 6 2 0 1 5
ctgxeii 3 4 6 2 0 5 1
ctgxiei 3 4 6 2 1 0 5
ctgxiie 3 4 6 2 1 5 0
ctgxiei 3 4 6 2 5 0 1
ctgxiie 3 4 6 2 5 1 0
ctgieix 3 4 6 5 0 1 2
ctgiexi 3 4 6 5 0 2 1
ctgiiex 3 4 6 5 1 0 2
ctgiixe 3 4 6 5 1 2 0
ctgixei 3 4 6 5 2 0 1
ctgixie 3 4 6 5 2 1 0
cieixtg 3 5 0 1 2 4 6
cieixgt 3 5 0 1 2 6 4
cieitxg 3 5 0 1 4 2 6
cieitgx 3 5 0 1 4 6 2
cieigxt 3 5 0 1 6 2 4
cieigtx 3 5 0 1 6 4 2
ciexitg 3 5 0 2 1 4 6
ciexigt 3 5 0 2 1 6 4
ciextig 3 5 0 2 4 1 6
ciextgi 3 5 0 2 4 6 1
ciexgit 3 5 0 2 6 1 4
ciexgti 3 5 0 2 6 4 1
cietixg 3 5 0 4 1 2 6
cietigx 3 5 0 4 1 6 2
cietxig 3 5 0 4 2 1 6
cietxgi 3 5 0 4 2 6 1
cietgix 3 5 0 4 6 1 2
cietgxi 3 5 0 4 6 2 1
ciegixt 3 5 0 6 1 2 4
ciegitx 3 5 0 6 1 4 2
ciegxit 3 5 0 6 2 1 4
ciegxti 3 5 0 6 2 4 1
ciegtix 3 5 0 6 4 1 2
ciegtxi 3 5 0 6 4 2 1
ciiextg 3 5 1 0 2 4 6
ciiexgt 3 5 1 0 2 6 4
ciietxg 3 5 1 0 4 2 6
ciietgx 3 5 1 0 4 6 2
ciiegxt 3 5 1 0 6 2 4
ciiegtx 3 5 1 0 6 4 2
ciixetg 3 5 1 2 0 4 6
ciixegt 3 5 1 2 0 6 4
ciixteg 3 5 1 2 4 0 6
ciixtge 3 5 1 2 4 6 0
ciixget 3 5 1 2 6 0 4
ciixgte 3 5 1 2 6 4 0
ciitexg 3 5 1 4 0 2 6
ciitegx 3 5 1 4 0 6 2
ciitxeg 3 5 1 4 2 0 6
ciitxge 3 5 1 4 2 6 0
ciitgex 3 5 1 4 6 0 2
ciitgxe 3 5 1 4 6 2 0
ciigext 3 5 1 6 0 2 4
ciigetx 3 5 1 6 0 4 2
ciigxet 3 5 1 6 2 0 4
ciigxte 3 5 1 6 2 4 0
ciigtex 3 5 1 6 4 0 2
ciigtxe 3 5 1 6 4 2 0
cixeitg 3 5 2 0 1 4 6
cixeigt 3 5 2 0 1 6 4
cixetig 3 5 2 0 4 1 6
cixetgi 3 5 2 0 4 6 1
cixegit 3 5 2 0 6 1 4
cixegti 3 5 2 0 6 4 1
cixietg 3 5 2 1 0 4 6
cixiegt 3 5 2 1 0 6 4
cixiteg 3 5 2 1 4 0 6
cixitge 3 5 2 1 4 6 0
cixiget 3 5 2 1 6 0 4
cixigte 3 5 2 1 6 4 0
cixteig 3 5 2 4 0 1 6
cixtegi 3 5 2 4 0 6 1
cixtieg 3 5 2 4 1 0 6
cixtige 3 5 2 4 1 6 0
cixtgei 3 5 2 4 6 0 1
cixtgie 3 5 2 4 6 1 0
cixgeit 3 5 2 6 0 1 4
cixgeti 3 5 2 6 0 4 1
cixgiet 3 5 2 6 1 0 4
cixgite 3 5 2 6 1 4 0
cixgtei 3 5 2 6 4 0 1
cixgtie 3 5 2 6 4 1 0
citeixg 3 5 4 0 1 2 6
citeigx 3 5 4 0 1 6 2
citexig 3 5 4 0 2 1 6
citexgi 3 5 4 0 2 6 1
citegix 3 5 4 0 6 1 2
citegxi 3 5 4 0 6 2 1
citiexg 3 5 4 1 0 2 6
citiegx 3 5 4 1 0 6 2
citixeg 3 5 4 1 2 0 6
citixge 3 5 4 1 2 6 0
citigex 3 5 4 1 6 0 2
citigxe 3 5 4 1 6 2 0
citxeig 3 5 4 2 0 1 6
citxegi 3 5 4 2 0 6 1
citxieg 3 5 4 2 1 0 6
citxige 3 5 4 2 1 6 0
citxgei 3 5 4 2 6 0 1
citxgie 3 5 4 2 6 1 0
citgeix 3 5 4 6 0 1 2
citgexi 3 5 4 6 0 2 1
citgiex 3 5 4 6 1 0 2
citgixe 3 5 4 6 1 2 0
citgxei 3 5 4 6 2 0 1
citgxie 3 5 4 6 2 1 0
cigeixt 3 5 6 0 1 2 4
cigeitx 3 5 6 0 1 4 2
cigexit 3 5 6 0 2 1 4
cigexti 3 5 6 0 2 4 1
cigetix 3 5 6 0 4 1 2
cigetxi 3 5 6 0 4 2 1
cigiext 3 5 6 1 0 2 4
cigietx 3 5 6 1 0 4 2
cigixet 3 5 6 1 2 0 4
cigixte 3 5 6 1 2 4 0
cigitex 3 5 6 1 4 0 2
cigitxe 3 5 6 1 4 2 0
cigxeit 3 5 6 2 0 1 4
cigxeti 3 5 6 2 0 4 1
cigxiet 3 5 6 2 1 0 4
cigxite 3 5 6 2 1 4 0
cigxtei 3 5 6 2 4 0 1
cigxtie 3 5 6 2 4 1 0
cigteix 3 5 6 4 0 1 2
cigtexi 3 5 6 4 0 2 1
cigtiex 3 5 6 4 1 0 2
cigtixe 3 5 6 4 1 2 0
cigtxei 3 5 6 4 2 0 1
cigtxie 3 5 6 4 2 1 0
cgeixti 3 6 0 1 2 4 5
cgeixit 3 6 0 1 2 5 4
cgeitxi 3 6 0 1 4 2 5
cgeitix 3 6 0 1 4 5 2
cgeiixt 3 6 0 1 5 2 4
cgeiitx 3 6 0 1 5 4 2
cgexiti 3 6 0 2 1 4 5
cgexiit 3 6 0 2 1 5 4
cgextii 3 6 0 2 4 1 5
cgextii 3 6 0 2 4 5 1
cgexiit 3 6 0 2 5 1 4
cgexiti 3 6 0 2 5 4 1
cgetixi 3 6 0 4 1 2 5
cgetiix 3 6 0 4 1 5 2
cgetxii 3 6 0 4 2 1 5
cgetxii 3 6 0 4 2 5 1
cgetiix 3 6 0 4 5 1 2
cgetixi 3 6 0 4 5 2 1
cgeiixt 3 6 0 5 1 2 4
cgeiitx 3 6 0 5 1 4 2
cgeixit 3 6 0 5 2 1 4
cgeixti 3 6 0 5 2 4 1
cgeitix 3 6 0 5 4 1 2
cgeitxi 3 6 0 5 4 2 1
cgiexti 3 6 1 0 2 4 5
cgiexit 3 6 1 0 2 5 4
cgietxi 3 6 1 0 4 2 5
cgietix 3 6 1 0 4 5 2
cgieixt 3 6 1 0 5 2 4
cgieitx 3 6 1 0 5 4 2
cgixeti 3 6 1 2 0 4 5
cgixeit 3 6 1 2 0 5 4
cgixtei 3 6 1 2 4 0 5
cgixtie 3 6 1 2 4 5 0
cgixiet 3 6 1 2 5 0 4
cgixite 3 6 1 2 5 4 0
cgitexi 3 6 1 4 0 2 5
cgiteix 3 6 1 4 0 5 2
cgitxei 3 6 1 4 2 0 5
cgitxie 3 6 1 4 2 5 0
cgitiex 3 6 1 4 5 0 2
cgitixe 3 6 1 4 5 2 0
cgiiext 3 6 1 5 0 2 4
cgiietx 3 6 1 5 0 4 2
cgiixet 3 6 1 5 2 0 4
cgiixte 3 6 1 5 2 4 0
cgiitex 3 6 1 5 4 0 2
cgiitxe 3 6 1 5 4 2 0
cgxeiti 3 6 2 0 1 4 5
cgxeiit 3 6 2 0 1 5 4
cgxetii 3 6 2 0 4 1 5
cgxetii 3 6 2 0 4 5 1
cgxeiit 3 6 2 0 5 1 4
cgxeiti 3 6 2 0 5 4 1
cgxieti 3 6 2 1 0 4 5
cgxieit 3 6 2 1 0 5 4
cgxitei 3 6 2 1 4 0 5
cgxitie 3 6 2 1 4 5 0
cgxiiet 3 6 2 1 5 0 4
cgxiite 3 6 2 1 5 4 0
cgxteii 3 6 2 4 0 1 5
cgxteii 3 6 2 4 0 5 1
cgxtiei 3 6 2 4 1 0 5
cgxtiie 3 6 2 4 1 5 0
