Shift: 16
qujofus 0 1 2 3 4 5 6
jsqfuuo 2 6 0 4 1 5 3
jsqfouu 2 6 0 4 3 1 5
jsqfouu 2 6 0 4 3 5 1
jsqfuuo 2 6 0 4 5 1 3
jsqfuou 2 6 0 4 5 3 1
jsquuof 2 6 0 5 1 3 4
jsquufo 2 6 0 5 1 4 3
jsquouf 2 6 0 5 3 1 4
jsquofu 2 6 0 5 3 4 1
jsqufuo 2 6 0 5 4 1 3
jsqufou 2 6 0 5 4 3 1
jsuqofu 2 6 1 0 3 4 5
jsuqouf 2 6 1 0 3 5 4
jsuqfou 2 6 1 0 4 3 5
jsuqfuo 2 6 1 0 4 5 3
jsuquof 2 6 1 0 5 3 4
jsuqufo 2 6 1 0 5 4 3
jsuoqfu 2 6 1 3 0 4 5
jsuoquf 2 6 1 3 0 5 4
jsuofqu 2 6 1 3 4 0 5
jsuofuq 2 6 1 3 4 5 0
jsuouqf 2 6 1 3 5 0 4
jsuoufq 2 6 1 3 5 4 0
jsufqou 2 6 1 4 0 3 5
jsufquo 2 6 1 4 0 5 3
jsufoqu 2 6 1 4 3 0 5
jsufouq 2 6 1 4 3 5 0
jsufuqo 2 6 1 4 5 0 3
jsufuoq 2 6 1 4 5 3 0
jsuuqof 2 6 1 5 0 3 4
jsuuqfo 2 6 1 5 0 4 3
jsuuoqf 2 6 1 5 3 0 4
jsuuofq 2 6 1 5 3 4 0
jsuufqo 2 6 1 5 4 0 3
jsuufoq 2 6 1 5 4 3 0
jsoqufu 2 6 3 0 1 4 5
jsoquuf 2 6 3 0 1 5 4
jsoqfuu 2 6 3 0 4 1 5
jsoqfuu 2 6 3 0 4 5 1
jsoquuf 2 6 3 0 5 1 4
jsoqufu 2 6 3 0 5 4 1
jsouqfu 2 6 3 1 0 4 5
jsouquf 2 6 3 1 0 5 4
jsoufqu 2 6 3 1 4 0 5
jsoufuq 2 6 3 1 4 5 0
jsouuqf 2 6 3 1 5 0 4
jsouufq 2 6 3 1 5 4 0
jsofquu 2 6 3 4 0 1 5
jsofquu 2 6 3 4 0 5 1
jsofuqu 2 6 3 4 1 0 5
jsofuuq 2 6 3 4 1 5 0
jsofuqu 2 6 3 4 5 0 1
jsofuuq 2 6 3 4 5 1 0
jsouquf 2 6 3 5 0 1 4
jsouqfu 2 6 3 5 0 4 1
jsouuqf 2 6 3 5 1 0 4
jsouufq 2 6 3 5 1 4 0
jsoufqu 2 6 3 5 4 0 1
jsoufuq 2 6 3 5 4 1 0
jsfquou 2 6 4 0 1 3 5
jsfquuo 2 6 4 0 1 5 3
jsfqouu 2 6 4 0 3 1 5
jsfqouu 2 6 4 0 3 5 1
jsfquuo 2 6 4 0 5 1 3
jsfquou 2 6 4 0 5 3 1
jsfuqou 2 6 4 1 0 3 5
jsfuquo 2 6 4 1 0 5 3
jsfuoqu 2 6 4 1 3 0 5
jsfuouq 2 6 4 1 3 5 0
jsfuuqo 2 6 4 1 5 0 3
jsfuuoq 2 6 4 1 5 3 0
jsfoquu 2 6 4 3 0 1 5
jsfoquu 2 6 4 3 0 5 1
jsfouqu 2 6 4 3 1 0 5
jsfouuq 2 6 4 3 1 5 0
jsfouqu 2 6 4 3 5 0 1
jsfouuq 2 6 4 3 5 1 0
jsfuquo 2 6 4 5 0 1 3
jsfuqou 2 6 4 5 0 3 1
jsfuuqo 2 6 4 5 1 0 3
jsfuuoq 2 6 4 5 1 3 0
jsfuoqu 2 6 4 5 3 0 1
jsfuouq 2 6 4 5 3 1 0
jsuquof 2 6 5 0 1 3 4
jsuqufo 2 6 5 0 1 4 3
jsuqouf 2 6 5 0 3 1 4
jsuqofu 2 6 5 0 3 4 1
jsuqfuo 2 6 5 0 4 1 3
jsuqfou 2 6 5 0 4 3 1
jsuuqof 2 6 5 1 0 3 4
jsuuqfo 2 6 5 1 0 4 3
jsuuoqf 2 6 5 1 3 0 4
jsuuofq 2 6 5 1 3 4 0
jsuufqo 2 6 5 1 4 0 3
jsuufoq 2 6 5 1 4 3 0
jsuoquf 2 6 5 3 0 1 4
jsuoqfu 2 6 5 3 0 4 1
jsuouqf 2 6 5 3 1 0 4
jsuoufq 2 6 5 3 1 4 0
jsuofqu 2 6 5 3 4 0 1
jsuofuq 2 6 5 3 4 1 0
jsufquo 2 6 5 4 0 1 3
jsufqou 2 6 5 4 0 3 1
jsufuqo 2 6 5 4 1 0 3
jsufuoq 2 6 5 4 1 3 0
jsufoqu 2 6 5 4 3 0 1
jsufouq 2 6 5 4 3 1 0
oqujfus 3 0 1 2 4 5 6
oqujfsu 3 0 1 2 4 6 5
oqujufs 3 0 1 2 5 4 6
oqujusf 3 0 1 2 5 6 4
oqujsfu 3 0 1 2 6 4 5
oqujsuf 3 0 1 2 6 5 4
oqufjus 3 0 1 4 2 5 6
oqufjsu 3 0 1 4 2 6 5
oqufujs 3 0 1 4 5 2 6
oqufusj 3 0 1 4 5 6 2
oqufsju 3 0 1 4 6 2 5
oqufsuj 3 0 1 4 6 5 2
oquujfs 3 0 1 5 2 4 6
oquujsf 3 0 1 5 2 6 4
oquufjs 3 0 1 5 4 2 6
oquufsj 3 0 1 5 4 6 2
oquusjf 3 0 1 5 6 2 4
oquusfj 3 0 1 5 6 4 2
oqusjfu 3 0 1 6 2 4 5
oqusjuf 3 0 1 6 2 5 4
oqusfju 3 0 1 6 4 2 5
oqusfuj 3 0 1 6 4 5 2
oqusujf 3 0 1 6 5 2 4
oqusufj 3 0 1 6 5 4 2
oqjufus 3 0 2 1 4 5 6
oqjufsu 3 0 2 1 4 6 5
oqjuufs 3 0 2 1 5 4 6
oqjuusf 3 0 2 1 5 6 4
oqjusfu 3 0 2 1 6 4 5
oqjusuf 3 0 2 1 6 5 4
oqjfuus 3 0 2 4 1 5 6
oqjfusu 3 0 2 4 1 6 5
oqjfuus 3 0 2 4 5 1 6
oqjfusu 3 0 2 4 5 6 1
oqjfsuu 3 0 2 4 6 1 5
oqjfsuu 3 0 2 4 6 5 1
oqjuufs 3 0 2 5 1 4 6
oqjuusf 3 0 2 5 1 6 4
oqjufus 3 0 2 5 4 1 6
oqjufsu 3 0 2 5 4 6 1
oqjusuf 3 0 2 5 6 1 4
oqjusfu 3 0 2 5 6 4 1
oqjsufu 3 0 2 6 1 4 5
oqjsuuf 3 0 2 6 1 5 4
oqjsfuu 3 0 2 6 4 1 5
oqjsfuu 3 0 2 6 4 5 1
oqjsuuf 3 0 2 6 5 1 4
oqjsufu 3 0 2 6 5 4 1
oqfujus 3 0 4 1 2 5 6
oqfujsu 3 0 4 1 2 6 5
oqfuujs 3 0 4 1 5 2 6
oqfuusj 3 0 4 1 5 6 2
oqfusju 3 0 4 1 6 2 5
oqfusuj 3 0 4 1 6 5 2
oqfjuus 3 0 4 2 1 5 6
oqfjusu 3 0 4 2 1 6 5
oqfjuus 3 0 4 2 5 1 6
oqfjusu 3 0 4 2 5 6 1
oqfjsuu 3 0 4 2 6 1 5
oqfjsuu 3 0 4 2 6 5 1
oqfuujs 3 0 4 5 1 2 6
oqfuusj 3 0 4 5 1 6 2
oqfujus 3 0 4 5 2 1 6
oqfujsu 3 0 4 5 2 6 1
oqfusuj 3 0 4 5 6 1 2
oqfusju 3 0 4 5 6 2 1
oqfsuju 3 0 4 6 1 2 5
oqfsuuj 3 0 4 6 1 5 2
oqfsjuu 3 0 4 6 2 1 5
oqfsjuu 3 0 4 6 2 5 1
oqfsuuj 3 0 4 6 5 1 2
oqfsuju 3 0 4 6 5 2 1
oquujfs 3 0 5 1 2 4 6
oquujsf 3 0 5 1 2 6 4
oquufjs 3 0 5 1 4 2 6
oquufsj 3 0 5 1 4 6 2
oquusjf 3 0 5 1 6 2 4
oquusfj 3 0 5 1 6 4 2
oqujufs 3 0 5 2 1 4 6
oqujusf 3 0 5 2 1 6 4
oqujfus 3 0 5 2 4 1 6
oqujfsu 3 0 5 2 4 6 1
oqujsuf 3 0 5 2 6 1 4
oqujsfu 3 0 5 2 6 4 1
oqufujs 3 0 5 4 1 2 6
oqufusj 3 0 5 4 1 6 2
oqufjus 3 0 5 4 2 1 6
oqufjsu 3 0 5 4 2 6 1
oqufsuj 3 0 5 4 6 1 2
oqufsju 3 0 5 4 6 2 1
oqusujf 3 0 5 6 1 2 4
oqusufj 3 0 5 6 1 4 2
oqusjuf 3 0 5 6 2 1 4
oqusjfu 3 0 5 6 2 4 1
oqusfuj 3 0 5 6 4 1 2
oqusfju 3 0 5 6 4 2 1
oqsujfu 3 0 6 1 2 4 5
oqsujuf 3 0 6 1 2 5 4
oqsufju 3 0 6 1 4 2 5
oqsufuj 3 0 6 1 4 5 2
oqsuujf 3 0 6 1 5 2 4
oqsuufj 3 0 6 1 5 4 2
oqsjufu 3 0 6 2 1 4 5
oqsjuuf 3 0 6 2 1 5 4
oqsjfuu 3 0 6 2 4 1 5
oqsjfuu 3 0 6 2 4 5 1
oqsjuuf 3 0 6 2 5 1 4
oqsjufu 3 0 6 2 5 4 1
oqsfuju 3 0 6 4 1 2 5
oqsfuuj 3 0 6 4 1 5 2
oqsfjuu 3 0 6 4 2 1 5
oqsfjuu 3 0 6 4 2 5 1
oqsfuuj 3 0 6 4 5 1 2
oqsfuju 3 0 6 4 5 2 1
oqsuujf 3 0 6 5 1 2 4
oqsuufj 3 0 6 5 1 4 2
oqsujuf 3 0 6 5 2 1 4
oqsujfu 3 0 6 5 2 4 1
oqsufuj 3 0 6 5 4 1 2
oqsufju 3 0 6 5 4 2 1
ouqjfus 3 1 0 2 4 5 6
ouqjfsu 3 1 0 2 4 6 5
ouqjufs 3 1 0 2 5 4 6
ouqjusf 3 1 0 2 5 6 4
ouqjsfu 3 1 0 2 6 4 5
ouqjsuf 3 1 0 2 6 5 4
ouqfjus 3 1 0 4 2 5 6
ouqfjsu 3 1 0 4 2 6 5
ouqfujs 3 1 0 4 5 2 6
ouqfusj 3 1 0 4 5 6 2
ouqfsju 3 1 0 4 6 2 5
ouqfsuj 3 1 0 4 6 5 2
ouqujfs 3 1 0 5 2 4 6
ouqujsf 3 1 0 5 2 6 4
ouqufjs 3 1 0 5 4 2 6
ouqufsj 3 1 0 5 4 6 2
ouqusjf 3 1 0 5 6 2 4
ouqusfj 3 1 0 5 6 4 2
ouqsjfu 3 1 0 6 2 4 5
ouqsjuf 3 1 0 6 2 5 4
ouqsfju 3 1 0 6 4 2 5
ouqsfuj 3 1 0 6 4 5 2
ouqsujf 3 1 0 6 5 2 4
ouqsufj 3 1 0 6 5 4 2
oujqfus 3 1 2 0 4 5 6
oujqfsu 3 1 2 0 4 6 5
oujqufs 3 1 2 0 5 4 6
oujqusf 3 1 2 0 5 6 4
oujqsfu 3 1 2 0 6 4 5
oujqsuf 3 1 2 0 6 5 4
oujfqus 3 1 2 4 0 5 6
oujfqsu 3 1 2 4 0 6 5
oujfuqs 3 1 2 4 5 0 6
oujfusq 3 1 2 4 5 6 0
oujfsqu 3 1 2 4 6 0 5
oujfsuq 3 1 2 4 6 5 0
oujuqfs 3 1 2 5 0 4 6
oujuqsf 3 1 2 5 0 6 4
oujufqs 3 1 2 5 4 0 6
oujufsq 3 1 2 5 4 6 0
oujusqf 3 1 2 5 6 0 4
oujusfq 3 1 2 5 6 4 0
oujsqfu 3 1 2 6 0 4 5
oujsquf 3 1 2 6 0 5 4
oujsfqu 3 1 2 6 4 0 5
oujsfuq 3 1 2 6 4 5 0
oujsuqf 3 1 2 6 5 0 4
oujsufq 3 1 2 6 5 4 0
oufqjus 3 1 4 0 2 5 6
oufqjsu 3 1 4 0 2 6 5
oufqujs 3 1 4 0 5 2 6
oufqusj 3 1 4 0 5 6 2
oufqsju 3 1 4 0 6 2 5
oufqsuj 3 1 4 0 6 5 2
oufjqus 3 1 4 2 0 5 6
oufjqsu 3 1 4 2 0 6 5
oufjuqs 3 1 4 2 5 0 6
oufjusq 3 1 4 2 5 6 0
oufjsqu 3 1 4 2 6 0 5
oufjsuq 3 1 4 2 6 5 0
oufuqjs 3 1 4 5 0 2 6
oufuqsj 3 1 4 5 0 6 2
oufujqs 3 1 4 5 2 0 6
oufujsq 3 1 4 5 2 6 0
oufusqj 3 1 4 5 6 0 2
oufusjq 3 1 4 5 6 2 0
oufsqju 3 1 4 6 0 2 5
oufsquj 3 1 4 6 0 5 2
oufsjqu 3 1 4 6 2 0 5
oufsjuq 3 1 4 6 2 5 0
oufsuqj 3 1 4 6 5 0 2
oufsujq 3 1 4 6 5 2 0
ouuqjfs 3 1 5 0 2 4 6
ouuqjsf 3 1 5 0 2 6 4
ouuqfjs 3 1 5 0 4 2 6
ouuqfsj 3 1 5 0 4 6 2
ouuqsjf 3 1 5 0 6 2 4
ouuqsfj 3 1 5 0 6 4 2
ouujqfs 3 1 5 2 0 4 6
ouujqsf 3 1 5 2 0 6 4
ouujfqs 3 1 5 2 4 0 6
ouujfsq 3 1 5 2 4 6 0
ouujsqf 3 1 5 2 6 0 4
ouujsfq 3 1 5 2 6 4 0
ouufqjs 3 1 5 4 0 2 6
ouufqsj 3 1 5 4 0 6 2
ouufjqs 3 1 5 4 2 0 6
ouufjsq 3 1 5 4 2 6 0
ouufsqj 3 1 5 4 6 0 2
ouufsjq 3 1 5 4 6 2 0
ouusqjf 3 1 5 6 0 2 4
ouusqfj 3 1 5 6 0 4 2
ouusjqf 3 1 5 6 2 0 4
ouusjfq 3 1 5 6 2 4 0
ouusfqj 3 1 5 6 4 0 2
ouusfjq 3 1 5 6 4 2 0
ousqjfu 3 1 6 0 2 4 5
ousqjuf 3 1 6 0 2 5 4
ousqfju 3 1 6 0 4 2 5
ousqfuj 3 1 6 0 4 5 2
ousqujf 3 1 6 0 5 2 4
ousqufj 3 1 6 0 5 4 2
ousjqfu 3 1 6 2 0 4 5
ousjquf 3 1 6 2 0 5 4
ousjfqu 3 1 6 2 4 0 5
ousjfuq 3 1 6 2 4 5 0
ousjuqf 3 1 6 2 5 0 4
ousjufq 3 1 6 2 5 4 0
ousfqju 3 1 6 4 0 2 5
ousfquj 3 1 6 4 0 5 2
ousfjqu 3 1 6 4 2 0 5
ousfjuq 3 1 6 4 2 5 0
ousfuqj 3 1 6 4 5 0 2
ousfujq 3 1 6 4 5 2 0
ousuqjf 3 1 6 5 0 2 4
ousuqfj 3 1 6 5 0 4 2
ousujqf 3 1 6 5 2 0 4
ousujfq 3 1 6 5 2 4 0
ousufqj 3 1 6 5 4 0 2
ousufjq 3 1 6 5 4 2 0
ojqufus 3 2 0 1 4 5 6
ojqufsu 3 2 0 1 4 6 5
ojquufs 3 2 0 1 5 4 6
ojquusf 3 2 0 1 5 6 4
ojqusfu 3 2 0 1 6 4 5
ojqusuf 3 2 0 1 6 5 4
ojqfuus 3 2 0 4 1 5 6
ojqfusu 3 2 0 4 1 6 5
ojqfuus 3 2 0 4 5 1 6
ojqfusu 3 2 0 4 5 6 1
ojqfsuu 3 2 0 4 6 1 5
ojqfsuu 3 2 0 4 6 5 1
ojquufs 3 2 0 5 1 4 6
ojquusf 3 2 0 5 1 6 4
ojqufus 3 2 0 5 4 1 6
ojqufsu 3 2 0 5 4 6 1
ojqusuf 3 2 0 5 6 1 4
ojqusfu 3 2 0 5 6 4 1
ojqsufu 3 2 0 6 1 4 5
ojqsuuf 3 2 0 6 1 5 4
ojqsfuu 3 2 0 6 4 1 5
ojqsfuu 3 2 0 6 4 5 1
ojqsuuf 3 2 0 6 5 1 4
ojqsufu 3 2 0 6 5 4 1
ojuqfus 3 2 1 0 4 5 6
ojuqfsu 3 2 1 0 4 6 5
ojuqufs 3 2 1 0 5 4 6
ojuqusf 3 2 1 0 5 6 4
ojuqsfu 3 2 1 0 6 4 5
ojuqsuf 3 2 1 0 6 5 4
ojufqus 3 2 1 4 0 5 6
ojufqsu 3 2 1 4 0 6 5
ojufuqs 3 2 1 4 5 0 6
ojufusq 3 2 1 4 5 6 0
ojufsqu 3 2 1 4 6 0 5
ojufsuq 3 2 1 4 6 5 0
ojuuqfs 3 2 1 5 0 4 6
ojuuqsf 3 2 1 5 0 6 4
ojuufqs 3 2 1 5 4 0 6
ojuufsq 3 2 1 5 4 6 0
ojuusqf 3 2 1 5 6 0 4
ojuusfq 3 2 1 5 6 4 0
ojusqfu 3 2 1 6 0 4 5
ojusquf 3 2 1 6 0 5 4
ojusfqu 3 2 1 6 4 0 5
ojusfuq 3 2 1 6 4 5 0
ojusuqf 3 2 1 6 5 0 4
ojusufq 3 2 1 6 5 4 0
ojfquus 3 2 4 0 1 5 6
ojfqusu 3 2 4 0 1 6 5
ojfquus 3 2 4 0 5 1 6
ojfqusu 3 2 4 0 5 6 1
ojfqsuu 3 2 4 0 6 1 5
ojfqsuu 3 2 4 0 6 5 1
ojfuqus 3 2 4 1 0 5 6
ojfuqsu 3 2 4 1 0 6 5
ojfuuqs 3 2 4 1 5 0 6
ojfuusq 3 2 4 1 5 6 0
ojfusqu 3 2 4 1 6 0 5
ojfusuq 3 2 4 1 6 5 0
ojfuqus 3 2 4 5 0 1 6
ojfuqsu 3 2 4 5 0 6 1
ojfuuqs 3 2 4 5 1 0 6
ojfuusq 3 2 4 5 1 6 0
ojfusqu 3 2 4 5 6 0 1
ojfusuq 3 2 4 5 6 1 0
ojfsquu 3 2 4 6 0 1 5
ojfsquu 3 2 4 6 0 5 1
ojfsuqu 3 2 4 6 1 0 5
ojfsuuq 3 2 4 6 1 5 0
ojfsuqu 3 2 4 6 5 0 1
ojfsuuq 3 2 4 6 5 1 0
ojuqufs 3 2 5 0 1 4 6
ojuqusf 3 2 5 0 1 6 4
ojuqfus 3 2 5 0 4 1 6
ojuqfsu 3 2 5 0 4 6 1
ojuqsuf 3 2 5 0 6 1 4
ojuqsfu 3 2 5 0 6 4 1
ojuuqfs 3 2 5 1 0 4 6
ojuuqsf 3 2 5 1 0 6 4
ojuufqs 3 2 5 1 4 0 6
ojuufsq 3 2 5 1 4 6 0
ojuusqf 3 2 5 1 6 0 4
ojuusfq 3 2 5 1 6 4 0
ojufqus 3 2 5 4 0 1 6
ojufqsu 3 2 5 4 0 6 1
ojufuqs 3 2 5 4 1 0 6
ojufusq 3 2 5 4 1 6 0
ojufsqu 3 2 5 4 6 0 1
ojufsuq 3 2 5 4 6 1 0
ojusquf 3 2 5 6 0 1 4
ojusqfu 3 2 5 6 0 4 1
ojusuqf 3 2 5 6 1 0 4
ojusufq 3 2 5 6 1 4 0
ojusfqu 3 2 5 6 4 0 1
ojusfuq 3 2 5 6 4 1 0
ojsqufu 3 2 6 0 1 4 5
ojsquuf 3 2 6 0 1 5 4
ojsqfuu 3 2 6 0 4 1 5
ojsqfuu 3 2 6 0 4 5 1
ojsquuf 3 2 6 0 5 1 4
ojsqufu 3 2 6 0 5 4 1
ojsuqfu 3 2 6 1 0 4 5
ojsuquf 3 2 6 1 0 5 4
ojsufqu 3 2 6 1 4 0 5
ojsufuq 3 2 6 1 4 5 0
ojsuuqf 3 2 6 1 5 0 4
ojsuufq 3 2 6 1 5 4 0
ojsfquu 3 2 6 4 0 1 5
ojsfquu 3 2 6 4 0 5 1
ojsfuqu 3 2 6 4 1 0 5
ojsfuuq 3 2 6 4 1 5 0
ojsfuqu 3 2 6 4 5 0 1
ojsfuuq 3 2 6 4 5 1 0
ojsuquf 3 2 6 5 0 1 4
ojsuqfu 3 2 6 5 0 4 1
ojsuuqf 3 2 6 5 1 0 4
ojsuufq 3 2 6 5 1 4 0
ojsufqu 3 2 6 5 4 0 1
ojsufuq 3 2 6 5 4 1 0
ofqujus 3 4 0 1 2 5 6
ofqujsu 3 4 0 1 2 6 5
ofquujs 3 4 0 1 5 2 6
ofquusj 3 4 0 1 5 6 2
ofqusju 3 4 0 1 6 2 5
ofqusuj 3 4 0 1 6 5 2
ofqjuus 3 4 0 2 1 5 6
ofqjusu 3 4 0 2 1 6 5
ofqjuus 3 4 0 2 5 1 6
ofqjusu 3 4 0 2 5 6 1
ofqjsuu 3 4 0 2 6 1 5
ofqjsuu 3 4 0 2 6 5 1
ofquujs 3 4 0 5 1 2 6
ofquusj 3 4 0 5 1 6 2
ofqujus 3 4 0 5 2 1 6
ofqujsu 3 4 0 5 2 6 1
ofqusuj 3 4 0 5 6 1 2
ofqusju 3 4 0 5 6 2 1
ofqsuju 3 4 0 6 1 2 5
ofqsuuj 3 4 0 6 1 5 2
ofqsjuu 3 4 0 6 2 1 5
ofqsjuu 3 4 0 6 2 5 1
ofqsuuj 3 4 0 6 5 1 2
ofqsuju 3 4 0 6 5 2 1
ofuqjus 3 4 1 0 2 5 6
ofuqjsu 3 4 1 0 2 6 5
ofuqujs 3 4 1 0 5 2 6
ofuqusj 3 4 1 0 5 6 2
ofuqsju 3 4 1 0 6 2 5
ofuqsuj 3 4 1 0 6 5 2
ofujqus 3 4 1 2 0 5 6
ofujqsu 3 4 1 2 0 6 5
ofujuqs 3 4 1 2 5 0 6
ofujusq 3 4 1 2 5 6 0
ofujsqu 3 4 1 2 6 0 5
ofujsuq 3 4 1 2 6 5 0
ofuuqjs 3 4 1 5 0 2 6
ofuuqsj 3 4 1 5 0 6 2
ofuujqs 3 4 1 5 2 0 6
ofuujsq 3 4 1 5 2 6 0
ofuusqj 3 4 1 5 6 0 2
ofuusjq 3 4 1 5 6 2 0
ofusqju 3 4 1 6 0 2 5
ofusquj 3 4 1 6 0 5 2
ofusjqu 3 4 1 6 2 0 5
ofusjuq 3 4 1 6 2 5 0
ofusuqj 3 4 1 6 5 0 2
ofusujq 3 4 1 6 5 2 0
ofjquus 3 4 2 0 1 5 6
ofjqusu 3 4 2 0 1 6 5
ofjquus 3 4 2 0 5 1 6
ofjqusu 3 4 2 0 5 6 1
ofjqsuu 3 4 2 0 6 1 5
ofjqsuu 3 4 2 0 6 5 1
ofjuqus 3 4 2 1 0 5 6
ofjuqsu 3 4 2 1 0 6 5
ofjuuqs 3 4 2 1 5 0 6
ofjuusq 3 4 2 1 5 6 0
ofjusqu 3 4 2 1 6 0 5
ofjusuq 3 4 2 1 6 5 0
ofjuqus 3 4 2 5 0 1 6
ofjuqsu 3 4 2 5 0 6 1
ofjuuqs 3 4 2 5 1 0 6
ofjuusq 3 4 2 5 1 6 0
ofjusqu 3 4 2 5 6 0 1
ofjusuq 3 4 2 5 6 1 0
ofjsquu 3 4 2 6 0 1 5
ofjsquu 3 4 2 6 0 5 1
ofjsuqu 3 4 2 6 1 0 5
ofjsuuq 3 4 2 6 1 5 0
ofjsuqu 3 4 2 6 5 0 1
ofjsuuq 3 4 2 6 5 1 0
ofuqujs 3 4 5 0 1 2 6
ofuqusj 3 4 5 0 1 6 2
ofuqjus 3 4 5 0 2 1 6
ofuqjsu 3 4 5 0 2 6 1
ofuqsuj 3 4 5 0 6 1 2
ofuqsju 3 4 5 0 6 2 1
ofuuqjs 3 4 5 1 0 2 6
ofuuqsj 3 4 5 1 0 6 2
ofuujqs 3 4 5 1 2 0 6
ofuujsq 3 4 5 1 2 6 0
ofuusqj 3 4 5 1 6 0 2
ofuusjq 3 4 5 1 6 2 0
ofujqus 3 4 5 2 0 1 6
ofujqsu 3 4 5 2 0 6 1
ofujuqs 3 4 5 2 1 0 6
ofujusq 3 4 5 2 1 6 0
ofujsqu 3 4 5 2 6 0 1
ofujsuq 3 4 5 2 6 1 0
ofusquj 3 4 5 6 0 1 2
ofusqju 3 4 5 6 0 2 1
ofusuqj 3 4 5 6 1 0 2
ofusujq 3 4 5 6 1 2 0
ofusjqu 3 4 5 6 2 0 1
ofusjuq 3 4 5 6 2 1 0
ofsquju 3 4 6 0 1 2 5
ofsquuj 3 4 6 0 1 5 2
ofsqjuu 3 4 6 0 2 1 5
ofsqjuu 3 4 6 0 2 5 1
ofsquuj 3 4 6 0 5 1 2
ofsquju 3 4 6 0 5 2 1
ofsuqju 3 4 6 1 0 2 5
ofsuquj 3 4 6 1 0 5 2
ofsujqu 3 4 6 1 2 0 5
ofsujuq 3 4 6 1 2 5 0
ofsuuqj 3 4 6 1 5 0 2
ofsuujq 3 4 6 1 5 2 0
ofsjquu 3 4 6 2 0 1 5
ofsjquu 3 4 6 2 0 5 1
ofsjuqu 3 4 6 2 1 0 5
ofsjuuq 3 4 6 2 1 5 0
ofsjuqu 3 4 6 2 5 0 1
ofsjuuq 3 4 6 2 5 1 0
ofsuquj 3 4 6 5 0 1 2
ofsuqju 3 4 6 5 0 2 1
ofsuuqj 3 4 6 5 1 0 2
ofsuujq 3 4 6 5 1 2 0
ofsujqu 3 4 6 5 2 0 1
ofsujuq 3 4 6 5 2 1 0
ouqujfs 3 5 0 1 2 4 6
ouqujsf 3 5 0 1 2 6 4
ouqufjs 3 5 0 1 4 2 6
ouqufsj 3 5 0 1 4 6 2
ouqusjf 3 5 0 1 6 2 4
ouqusfj 3 5 0 1 6 4 2
ouqjufs 3 5 0 2 1 4 6
ouqjusf 3 5 0 2 1 6 4
ouqjfus 3 5 0 2 4 1 6
ouqjfsu 3 5 0 2 4 6 1
ouqjsuf 3 5 0 2 6 1 4
ouqjsfu 3 5 0 2 6 4 1
ouqfujs 3 5 0 4 1 2 6
ouqfusj 3 5 0 4 1 6 2
ouqfjus 3 5 0 4 2 1 6
ouqfjsu 3 5 0 4 2 6 1
ouqfsuj 3 5 0 4 6 1 2
ouqfsju 3 5 0 4 6 2 1
ouqsujf 3 5 0 6 1 2 4
ouqsufj 3 5 0 6 1 4 2
ouqsjuf 3 5 0 6 2 1 4
ouqsjfu 3 5 0 6 2 4 1
ouqsfuj 3 5 0 6 4 1 2
ouqsfju 3 5 0 6 4 2 1
ouuqjfs 3 5 1 0 2 4 6
ouuqjsf 3 5 1 0 2 6 4
ouuqfjs 3 5 1 0 4 2 6
ouuqfsj 3 5 1 0 4 6 2
ouuqsjf 3 5 1 0 6 2 4
ouuqsfj 3 5 1 0 6 4 2
ouujqfs 3 5 1 2 0 4 6
ouujqsf 3 5 1 2 0 6 4
ouujfqs 3 5 1 2 4 0 6
ouujfsq 3 5 1 2 4 6 0
ouujsqf 3 5 1 2 6 0 4
ouujsfq 3 5 1 2 6 4 0
ouufqjs 3 5 1 4 0 2 6
ouufqsj 3 5 1 4 0 6 2
ouufjqs 3 5 1 4 2 0 6
ouufjsq 3 5 1 4 2 6 0
ouufsqj 3 5 1 4 6 0 2
ouufsjq 3 5 1 4 6 2 0
ouusqjf 3 5 1 6 0 2 4
ouusqfj 3 5 1 6 0 4 2
ouusjqf 3 5 1 6 2 0 4
ouusjfq 3 5 1 6 2 4 0
ouusfqj 3 5 1 6 4 0 2
ouusfjq 3 5 1 6 4 2 0
oujqufs 3 5 2 0 1 4 6
oujqusf 3 5 2 0 1 6 4
oujqfus 3 5 2 0 4 1 6
oujqfsu 3 5 2 0 4 6 1
oujqsuf 3 5 2 0 6 1 4
oujqsfu 3 5 2 0 6 4 1
oujuqfs 3 5 2 1 0 4 6
oujuqsf 3 5 2 1 0 6 4
oujufqs 3 5 2 1 4 0 6
oujufsq 3 5 2 1 4 6 0
oujusqf 3 5 2 1 6 0 4
oujusfq 3 5 2 1 6 4 0
oujfqus 3 5 2 4 0 1 6
oujfqsu 3 5 2 4 0 6 1
oujfuqs 3 5 2 4 1 0 6
oujfusq 3 5 2 4 1 6 0
oujfsqu 3 5 2 4 6 0 1
oujfsuq 3 5 2 4 6 1 0
oujsquf 3 5 2 6 0 1 4
oujsqfu 3 5 2 6 0 4 1
oujsuqf 3 5 2 6 1 0 4
oujsufq 3 5 2 6 1 4 0
oujsfqu 3 5 2 6 4 0 1
oujsfuq 3 5 2 6 4 1 0
oufqujs 3 5 4 0 1 2 6
oufqusj 3 5 4 0 1 6 2
oufqjus 3 5 4 0 2 1 6
oufqjsu 3 5 4 0 2 6 1
oufqsuj 3 5 4 0 6 1 2
oufqsju 3 5 4 0 6 2 1
oufuqjs 3 5 4 1 0 2 6
