Shift: 6
gkzevki 0 1 2 3 4 5 6
zigvkke 2 6 0 4 5 1 3
zigvkek 2 6 0 4 5 3 1
zigkkev 2 6 0 5 1 3 4
zigkkve 2 6 0 5 1 4 3
zigkekv 2 6 0 5 3 1 4
zigkevk 2 6 0 5 3 4 1
zigkvke 2 6 0 5 4 1 3
zigkvek 2 6 0 5 4 3 1
zikgevk 2 6 1 0 3 4 5
zikgekv 2 6 1 0 3 5 4
zikgvek 2 6 1 0 4 3 5
zikgvke 2 6 1 0 4 5 3
zikgkev 2 6 1 0 5 3 4
zikgkve 2 6 1 0 5 4 3
zikegvk 2 6 1 3 0 4 5
zikegkv 2 6 1 3 0 5 4
zikevgk 2 6 1 3 4 0 5
zikevkg 2 6 1 3 4 5 0
zikekgv 2 6 1 3 5 0 4
zikekvg 2 6 1 3 5 4 0
zikvgek 2 6 1 4 0 3 5
zikvgke 2 6 1 4 0 5 3
zikvegk 2 6 1 4 3 0 5
zikvekg 2 6 1 4 3 5 0
zikvkge 2 6 1 4 5 0 3
zikvkeg 2 6 1 4 5 3 0
zikkgev 2 6 1 5 0 3 4
zikkgve 2 6 1 5 0 4 3
zikkegv 2 6 1 5 3 0 4
zikkevg 2 6 1 5 3 4 0
zikkvge 2 6 1 5 4 0 3
zikkveg 2 6 1 5 4 3 0
ziegkvk 2 6 3 0 1 4 5
ziegkkv 2 6 3 0 1 5 4
ziegvkk 2 6 3 0 4 1 5
ziegvkk 2 6 3 0 4 5 1
ziegkkv 2 6 3 0 5 1 4
ziegkvk 2 6 3 0 5 4 1
ziekgvk 2 6 3 1 0 4 5
ziekgkv 2 6 3 1 0 5 4
ziekvgk 2 6 3 1 4 0 5
ziekvkg 2 6 3 1 4 5 0
ziekkgv 2 6 3 1 5 0 4
ziekkvg 2 6 3 1 5 4 0
zievgkk 2 6 3 4 0 1 5
zievgkk 2 6 3 4 0 5 1
zievkgk 2 6 3 4 1 0 5
zievkkg 2 6 3 4 1 5 0
zievkgk 2 6 3 4 5 0 1
zievkkg 2 6 3 4 5 1 0
ziekgkv 2 6 3 5 0 1 4
ziekgvk 2 6 3 5 0 4 1
ziekkgv 2 6 3 5 1 0 4
ziekkvg 2 6 3 5 1 4 0
ziekvgk 2 6 3 5 4 0 1
ziekvkg 2 6 3 5 4 1 0
zivgkek 2 6 4 0 1 3 5
zivgkke 2 6 4 0 1 5 3
zivgekk 2 6 4 0 3 1 5
zivgekk 2 6 4 0 3 5 1
zivgkke 2 6 4 0 5 1 3
zivgkek 2 6 4 0 5 3 1
zivkgek 2 6 4 1 0 3 5
zivkgke 2 6 4 1 0 5 3
zivkegk 2 6 4 1 3 0 5
zivkekg 2 6 4 1 3 5 0
zivkkge 2 6 4 1 5 0 3
zivkkeg 2 6 4 1 5 3 0
zivegkk 2 6 4 3 0 1 5
zivegkk 2 6 4 3 0 5 1
zivekgk 2 6 4 3 1 0 5
zivekkg 2 6 4 3 1 5 0
zivekgk 2 6 4 3 5 0 1
zivekkg 2 6 4 3 5 1 0
zivkgke 2 6 4 5 0 1 3
zivkgek 2 6 4 5 0 3 1
zivkkge 2 6 4 5 1 0 3
zivkkeg 2 6 4 5 1 3 0
zivkegk 2 6 4 5 3 0 1
zivkekg 2 6 4 5 3 1 0
zikgkev 2 6 5 0 1 3 4
zikgkve 2 6 5 0 1 4 3
zikgekv 2 6 5 0 3 1 4
zikgevk 2 6 5 0 3 4 1
zikgvke 2 6 5 0 4 1 3
zikgvek 2 6 5 0 4 3 1
zikkgev 2 6 5 1 0 3 4
zikkgve 2 6 5 1 0 4 3
zikkegv 2 6 5 1 3 0 4
zikkevg 2 6 5 1 3 4 0
zikkvge 2 6 5 1 4 0 3
zikkveg 2 6 5 1 4 3 0
zikegkv 2 6 5 3 0 1 4
zikegvk 2 6 5 3 0 4 1
zikekgv 2 6 5 3 1 0 4
zikekvg 2 6 5 3 1 4 0
zikevgk 2 6 5 3 4 0 1
zikevkg 2 6 5 3 4 1 0
zikvgke 2 6 5 4 0 1 3
zikvgek 2 6 5 4 0 3 1
zikvkge 2 6 5 4 1 0 3
zikvkeg 2 6 5 4 1 3 0
zikvegk 2 6 5 4 3 0 1
zikvekg 2 6 5 4 3 1 0
egkzvki 3 0 1 2 4 5 6
egkzvik 3 0 1 2 4 6 5
egkzkvi 3 0 1 2 5 4 6
egkzkiv 3 0 1 2 5 6 4
egkzivk 3 0 1 2 6 4 5
egkzikv 3 0 1 2 6 5 4
egkvzki 3 0 1 4 2 5 6
egkvzik 3 0 1 4 2 6 5
egkvkzi 3 0 1 4 5 2 6
egkvkiz 3 0 1 4 5 6 2
egkvizk 3 0 1 4 6 2 5
egkvikz 3 0 1 4 6 5 2
egkkzvi 3 0 1 5 2 4 6
egkkziv 3 0 1 5 2 6 4
egkkvzi 3 0 1 5 4 2 6
egkkviz 3 0 1 5 4 6 2
egkkizv 3 0 1 5 6 2 4
egkkivz 3 0 1 5 6 4 2
egkizvk 3 0 1 6 2 4 5
egkizkv 3 0 1 6 2 5 4
egkivzk 3 0 1 6 4 2 5
egkivkz 3 0 1 6 4 5 2
egkikzv 3 0 1 6 5 2 4
egkikvz 3 0 1 6 5 4 2
egzkvki 3 0 2 1 4 5 6
egzkvik 3 0 2 1 4 6 5
egzkkvi 3 0 2 1 5 4 6
egzkkiv 3 0 2 1 5 6 4
egzkivk 3 0 2 1 6 4 5
egzkikv 3 0 2 1 6 5 4
egzvkki 3 0 2 4 1 5 6
egzvkik 3 0 2 4 1 6 5
egzvkki 3 0 2 4 5 1 6
egzvkik 3 0 2 4 5 6 1
egzvikk 3 0 2 4 6 1 5
egzvikk 3 0 2 4 6 5 1
egzkkvi 3 0 2 5 1 4 6
egzkkiv 3 0 2 5 1 6 4
egzkvki 3 0 2 5 4 1 6
egzkvik 3 0 2 5 4 6 1
egzkikv 3 0 2 5 6 1 4
egzkivk 3 0 2 5 6 4 1
egzikvk 3 0 2 6 1 4 5
egzikkv 3 0 2 6 1 5 4
egzivkk 3 0 2 6 4 1 5
egzivkk 3 0 2 6 4 5 1
egzikkv 3 0 2 6 5 1 4
egzikvk 3 0 2 6 5 4 1
egvkzki 3 0 4 1 2 5 6
egvkzik 3 0 4 1 2 6 5
egvkkzi 3 0 4 1 5 2 6
egvkkiz 3 0 4 1 5 6 2
egvkizk 3 0 4 1 6 2 5
egvkikz 3 0 4 1 6 5 2
egvzkki 3 0 4 2 1 5 6
egvzkik 3 0 4 2 1 6 5
egvzkki 3 0 4 2 5 1 6
egvzkik 3 0 4 2 5 6 1
egvzikk 3 0 4 2 6 1 5
egvzikk 3 0 4 2 6 5 1
egvkkzi 3 0 4 5 1 2 6
egvkkiz 3 0 4 5 1 6 2
egvkzki 3 0 4 5 2 1 6
egvkzik 3 0 4 5 2 6 1
egvkikz 3 0 4 5 6 1 2
egvkizk 3 0 4 5 6 2 1
egvikzk 3 0 4 6 1 2 5
egvikkz 3 0 4 6 1 5 2
egvizkk 3 0 4 6 2 1 5
egvizkk 3 0 4 6 2 5 1
egvikkz 3 0 4 6 5 1 2
egvikzk 3 0 4 6 5 2 1
egkkzvi 3 0 5 1 2 4 6
egkkziv 3 0 5 1 2 6 4
egkkvzi 3 0 5 1 4 2 6
egkkviz 3 0 5 1 4 6 2
egkkizv 3 0 5 1 6 2 4
egkkivz 3 0 5 1 6 4 2
egkzkvi 3 0 5 2 1 4 6
egkzkiv 3 0 5 2 1 6 4
egkzvki 3 0 5 2 4 1 6
egkzvik 3 0 5 2 4 6 1
egkzikv 3 0 5 2 6 1 4
egkzivk 3 0 5 2 6 4 1
egkvkzi 3 0 5 4 1 2 6
egkvkiz 3 0 5 4 1 6 2
egkvzki 3 0 5 4 2 1 6
egkvzik 3 0 5 4 2 6 1
egkvikz 3 0 5 4 6 1 2
egkvizk 3 0 5 4 6 2 1
egkikzv 3 0 5 6 1 2 4
egkikvz 3 0 5 6 1 4 2
egkizkv 3 0 5 6 2 1 4
egkizvk 3 0 5 6 2 4 1
egkivkz 3 0 5 6 4 1 2
egkivzk 3 0 5 6 4 2 1
egikzvk 3 0 6 1 2 4 5
egikzkv 3 0 6 1 2 5 4
egikvzk 3 0 6 1 4 2 5
egikvkz 3 0 6 1 4 5 2
egikkzv 3 0 6 1 5 2 4
egikkvz 3 0 6 1 5 4 2
egizkvk 3 0 6 2 1 4 5
egizkkv 3 0 6 2 1 5 4
egizvkk 3 0 6 2 4 1 5
egizvkk 3 0 6 2 4 5 1
egizkkv 3 0 6 2 5 1 4
egizkvk 3 0 6 2 5 4 1
egivkzk 3 0 6 4 1 2 5
egivkkz 3 0 6 4 1 5 2
egivzkk 3 0 6 4 2 1 5
egivzkk 3 0 6 4 2 5 1
egivkkz 3 0 6 4 5 1 2
egivkzk 3 0 6 4 5 2 1
egikkzv 3 0 6 5 1 2 4
egikkvz 3 0 6 5 1 4 2
egikzkv 3 0 6 5 2 1 4
egikzvk 3 0 6 5 2 4 1
egikvkz 3 0 6 5 4 1 2
egikvzk 3 0 6 5 4 2 1
ekgzvki 3 1 0 2 4 5 6
ekgzvik 3 1 0 2 4 6 5
ekgzkvi 3 1 0 2 5 4 6
ekgzkiv 3 1 0 2 5 6 4
ekgzivk 3 1 0 2 6 4 5
ekgzikv 3 1 0 2 6 5 4
ekgvzki 3 1 0 4 2 5 6
ekgvzik 3 1 0 4 2 6 5
ekgvkzi 3 1 0 4 5 2 6
ekgvkiz 3 1 0 4 5 6 2
ekgvizk 3 1 0 4 6 2 5
ekgvikz 3 1 0 4 6 5 2
ekgkzvi 3 1 0 5 2 4 6
ekgkziv 3 1 0 5 2 6 4
ekgkvzi 3 1 0 5 4 2 6
ekgkviz 3 1 0 5 4 6 2
ekgkizv 3 1 0 5 6 2 4
ekgkivz 3 1 0 5 6 4 2
ekgizvk 3 1 0 6 2 4 5
ekgizkv 3 1 0 6 2 5 4
ekgivzk 3 1 0 6 4 2 5
ekgivkz 3 1 0 6 4 5 2
ekgikzv 3 1 0 6 5 2 4
ekgikvz 3 1 0 6 5 4 2
ekzgvki 3 1 2 0 4 5 6
ekzgvik 3 1 2 0 4 6 5
ekzgkvi 3 1 2 0 5 4 6
ekzgkiv 3 1 2 0 5 6 4
ekzgivk 3 1 2 0 6 4 5
ekzgikv 3 1 2 0 6 5 4
ekzvgki 3 1 2 4 0 5 6
ekzvgik 3 1 2 4 0 6 5
ekzvkgi 3 1 2 4 5 0 6
ekzvkig 3 1 2 4 5 6 0
ekzvigk 3 1 2 4 6 0 5
ekzvikg 3 1 2 4 6 5 0
ekzkgvi 3 1 2 5 0 4 6
ekzkgiv 3 1 2 5 0 6 4
ekzkvgi 3 1 2 5 4 0 6
ekzkvig 3 1 2 5 4 6 0
ekzkigv 3 1 2 5 6 0 4
ekzkivg 3 1 2 5 6 4 0
ekzigvk 3 1 2 6 0 4 5
ekzigkv 3 1 2 6 0 5 4
ekzivgk 3 1 2 6 4 0 5
ekzivkg 3 1 2 6 4 5 0
ekzikgv 3 1 2 6 5 0 4
ekzikvg 3 1 2 6 5 4 0
ekvgzki 3 1 4 0 2 5 6
ekvgzik 3 1 4 0 2 6 5
ekvgkzi 3 1 4 0 5 2 6
ekvgkiz 3 1 4 0 5 6 2
ekvgizk 3 1 4 0 6 2 5
ekvgikz 3 1 4 0 6 5 2
ekvzgki 3 1 4 2 0 5 6
ekvzgik 3 1 4 2 0 6 5
ekvzkgi 3 1 4 2 5 0 6
ekvzkig 3 1 4 2 5 6 0
ekvzigk 3 1 4 2 6 0 5
ekvzikg 3 1 4 2 6 5 0
ekvkgzi 3 1 4 5 0 2 6
ekvkgiz 3 1 4 5 0 6 2
ekvkzgi 3 1 4 5 2 0 6
ekvkzig 3 1 4 5 2 6 0
ekvkigz 3 1 4 5 6 0 2
ekvkizg 3 1 4 5 6 2 0
ekvigzk 3 1 4 6 0 2 5
ekvigkz 3 1 4 6 0 5 2
ekvizgk 3 1 4 6 2 0 5
ekvizkg 3 1 4 6 2 5 0
ekvikgz 3 1 4 6 5 0 2
ekvikzg 3 1 4 6 5 2 0
ekkgzvi 3 1 5 0 2 4 6
ekkgziv 3 1 5 0 2 6 4
ekkgvzi 3 1 5 0 4 2 6
ekkgviz 3 1 5 0 4 6 2
ekkgizv 3 1 5 0 6 2 4
ekkgivz 3 1 5 0 6 4 2
ekkzgvi 3 1 5 2 0 4 6
ekkzgiv 3 1 5 2 0 6 4
ekkzvgi 3 1 5 2 4 0 6
ekkzvig 3 1 5 2 4 6 0
ekkzigv 3 1 5 2 6 0 4
ekkzivg 3 1 5 2 6 4 0
ekkvgzi 3 1 5 4 0 2 6
ekkvgiz 3 1 5 4 0 6 2
ekkvzgi 3 1 5 4 2 0 6
ekkvzig 3 1 5 4 2 6 0
ekkvigz 3 1 5 4 6 0 2
ekkvizg 3 1 5 4 6 2 0
ekkigzv 3 1 5 6 0 2 4
ekkigvz 3 1 5 6 0 4 2
ekkizgv 3 1 5 6 2 0 4
ekkizvg 3 1 5 6 2 4 0
ekkivgz 3 1 5 6 4 0 2
ekkivzg 3 1 5 6 4 2 0
ekigzvk 3 1 6 0 2 4 5
ekigzkv 3 1 6 0 2 5 4
ekigvzk 3 1 6 0 4 2 5
ekigvkz 3 1 6 0 4 5 2
ekigkzv 3 1 6 0 5 2 4
ekigkvz 3 1 6 0 5 4 2
ekizgvk 3 1 6 2 0 4 5
ekizgkv 3 1 6 2 0 5 4
ekizvgk 3 1 6 2 4 0 5
ekizvkg 3 1 6 2 4 5 0
ekizkgv 3 1 6 2 5 0 4
ekizkvg 3 1 6 2 5 4 0
ekivgzk 3 1 6 4 0 2 5
ekivgkz 3 1 6 4 0 5 2
ekivzgk 3 1 6 4 2 0 5
ekivzkg 3 1 6 4 2 5 0
ekivkgz 3 1 6 4 5 0 2
ekivkzg 3 1 6 4 5 2 0
ekikgzv 3 1 6 5 0 2 4
ekikgvz 3 1 6 5 0 4 2
ekikzgv 3 1 6 5 2 0 4
ekikzvg 3 1 6 5 2 4 0
ekikvgz 3 1 6 5 4 0 2
ekikvzg 3 1 6 5 4 2 0
ezgkvki 3 2 0 1 4 5 6
ezgkvik 3 2 0 1 4 6 5
ezgkkvi 3 2 0 1 5 4 6
ezgkkiv 3 2 0 1 5 6 4
ezgkivk 3 2 0 1 6 4 5
ezgkikv 3 2 0 1 6 5 4
ezgvkki 3 2 0 4 1 5 6
ezgvkik 3 2 0 4 1 6 5
ezgvkki 3 2 0 4 5 1 6
ezgvkik 3 2 0 4 5 6 1
ezgvikk 3 2 0 4 6 1 5
ezgvikk 3 2 0 4 6 5 1
ezgkkvi 3 2 0 5 1 4 6
ezgkkiv 3 2 0 5 1 6 4
ezgkvki 3 2 0 5 4 1 6
ezgkvik 3 2 0 5 4 6 1
ezgkikv 3 2 0 5 6 1 4
ezgkivk 3 2 0 5 6 4 1
ezgikvk 3 2 0 6 1 4 5
ezgikkv 3 2 0 6 1 5 4
ezgivkk 3 2 0 6 4 1 5
ezgivkk 3 2 0 6 4 5 1
ezgikkv 3 2 0 6 5 1 4
ezgikvk 3 2 0 6 5 4 1
ezkgvki 3 2 1 0 4 5 6
ezkgvik 3 2 1 0 4 6 5
ezkgkvi 3 2 1 0 5 4 6
ezkgkiv 3 2 1 0 5 6 4
ezkgivk 3 2 1 0 6 4 5
ezkgikv 3 2 1 0 6 5 4
ezkvgki 3 2 1 4 0 5 6
ezkvgik 3 2 1 4 0 6 5
ezkvkgi 3 2 1 4 5 0 6
ezkvkig 3 2 1 4 5 6 0
ezkvigk 3 2 1 4 6 0 5
ezkvikg 3 2 1 4 6 5 0
ezkkgvi 3 2 1 5 0 4 6
ezkkgiv 3 2 1 5 0 6 4
ezkkvgi 3 2 1 5 4 0 6
ezkkvig 3 2 1 5 4 6 0
ezkkigv 3 2 1 5 6 0 4
ezkkivg 3 2 1 5 6 4 0
ezkigvk 3 2 1 6 0 4 5
ezkigkv 3 2 1 6 0 5 4
ezkivgk 3 2 1 6 4 0 5
ezkivkg 3 2 1 6 4 5 0
ezkikgv 3 2 1 6 5 0 4
ezkikvg 3 2 1 6 5 4 0
ezvgkki 3 2 4 0 1 5 6
ezvgkik 3 2 4 0 1 6 5
ezvgkki 3 2 4 0 5 1 6
ezvgkik 3 2 4 0 5 6 1
ezvgikk 3 2 4 0 6 1 5
ezvgikk 3 2 4 0 6 5 1
ezvkgki 3 2 4 1 0 5 6
ezvkgik 3 2 4 1 0 6 5
ezvkkgi 3 2 4 1 5 0 6
ezvkkig 3 2 4 1 5 6 0
ezvkigk 3 2 4 1 6 0 5
ezvkikg 3 2 4 1 6 5 0
ezvkgki 3 2 4 5 0 1 6
ezvkgik 3 2 4 5 0 6 1
ezvkkgi 3 2 4 5 1 0 6
ezvkkig 3 2 4 5 1 6 0
ezvkigk 3 2 4 5 6 0 1
ezvkikg 3 2 4 5 6 1 0
ezvigkk 3 2 4 6 0 1 5
ezvigkk 3 2 4 6 0 5 1
ezvikgk 3 2 4 6 1 0 5
ezvikkg 3 2 4 6 1 5 0
ezvikgk 3 2 4 6 5 0 1
ezvikkg 3 2 4 6 5 1 0
ezkgkvi 3 2 5 0 1 4 6
ezkgkiv 3 2 5 0 1 6 4
ezkgvki 3 2 5 0 4 1 6
ezkgvik 3 2 5 0 4 6 1
ezkgikv 3 2 5 0 6 1 4
ezkgivk 3 2 5 0 6 4 1
ezkkgvi 3 2 5 1 0 4 6
ezkkgiv 3 2 5 1 0 6 4
ezkkvgi 3 2 5 1 4 0 6
ezkkvig 3 2 5 1 4 6 0
ezkkigv 3 2 5 1 6 0 4
ezkkivg 3 2 5 1 6 4 0
ezkvgki 3 2 5 4 0 1 6
ezkvgik 3 2 5 4 0 6 1
ezkvkgi 3 2 5 4 1 0 6
ezkvkig 3 2 5 4 1 6 0
ezkvigk 3 2 5 4 6 0 1
ezkvikg 3 2 5 4 6 1 0
ezkigkv 3 2 5 6 0 1 4
ezkigvk 3 2 5 6 0 4 1
ezkikgv 3 2 5 6 1 0 4
ezkikvg 3 2 5 6 1 4 0
ezkivgk 3 2 5 6 4 0 1
ezkivkg 3 2 5 6 4 1 0
ezigkvk 3 2 6 0 1 4 5
ezigkkv 3 2 6 0 1 5 4
ezigvkk 3 2 6 0 4 1 5
ezigvkk 3 2 6 0 4 5 1
ezigkkv 3 2 6 0 5 1 4
ezigkvk 3 2 6 0 5 4 1
ezikgvk 3 2 6 1 0 4 5
ezikgkv 3 2 6 1 0 5 4
ezikvgk 3 2 6 1 4 0 5
ezikvkg 3 2 6 1 4 5 0
ezikkgv 3 2 6 1 5 0 4
ezikkvg 3 2 6 1 5 4 0
ezivgkk 3 2 6 4 0 1 5
ezivgkk 3 2 6 4 0 5 1
ezivkgk 3 2 6 4 1 0 5
ezivkkg 3 2 6 4 1 5 0
ezivkgk 3 2 6 4 5 0 1
ezivkkg 3 2 6 4 5 1 0
ezikgkv 3 2 6 5 0 1 4
ezikgvk 3 2 6 5 0 4 1
ezikkgv 3 2 6 5 1 0 4
ezikkvg 3 2 6 5 1 4 0
ezikvgk 3 2 6 5 4 0 1
ezikvkg 3 2 6 5 4 1 0
evgkzki 3 4 0 1 2 5 6
evgkzik 3 4 0 1 2 6 5
evgkkzi 3 4 0 1 5 2 6
evgkkiz 3 4 0 1 5 6 2
evgkizk 3 4 0 1 6 2 5
evgkikz 3 4 0 1 6 5 2
evgzkki 3 4 0 2 1 5 6
evgzkik 3 4 0 2 1 6 5
evgzkki 3 4 0 2 5 1 6
evgzkik 3 4 0 2 5 6 1
evgzikk 3 4 0 2 6 1 5
evgzikk 3 4 0 2 6 5 1
evgkkzi 3 4 0 5 1 2 6
evgkkiz 3 4 0 5 1 6 2
evgkzki 3 4 0 5 2 1 6
evgkzik 3 4 0 5 2 6 1
evgkikz 3 4 0 5 6 1 2
evgkizk 3 4 0 5 6 2 1
evgikzk 3 4 0 6 1 2 5
evgikkz 3 4 0 6 1 5 2
evgizkk 3 4 0 6 2 1 5
evgizkk 3 4 0 6 2 5 1
evgikkz 3 4 0 6 5 1 2
evgikzk 3 4 0 6 5 2 1
evkgzki 3 4 1 0 2 5 6
evkgzik 3 4 1 0 2 6 5
evkgkzi 3 4 1 0 5 2 6
evkgkiz 3 4 1 0 5 6 2
evkgizk 3 4 1 0 6 2 5
evkgikz 3 4 1 0 6 5 2
evkzgki 3 4 1 2 0 5 6
evkzgik 3 4 1 2 0 6 5
evkzkgi 3 4 1 2 5 0 6
evkzkig 3 4 1 2 5 6 0
evkzigk 3 4 1 2 6 0 5
evkzikg 3 4 1 2 6 5 0
evkkgzi 3 4 1 5 0 2 6
evkkgiz 3 4 1 5 0 6 2
evkkzgi 3 4 1 5 2 0 6
evkkzig 3 4 1 5 2 6 0
evkkigz 3 4 1 5 6 0 2
evkkizg 3 4 1 5 6 2 0
evkigzk 3 4 1 6 0 2 5
evkigkz 3 4 1 6 0 5 2
evkizgk 3 4 1 6 2 0 5
evkizkg 3 4 1 6 2 5 0
evkikgz 3 4 1 6 5 0 2
evkikzg 3 4 1 6 5 2 0
evzgkki 3 4 2 0 1 5 6
evzgkik 3 4 2 0 1 6 5
evzgkki 3 4 2 0 5 1 6
evzgkik 3 4 2 0 5 6 1
evzgikk 3 4 2 0 6 1 5
evzgikk 3 4 2 0 6 5 1
evzkgki 3 4 2 1 0 5 6
evzkgik 3 4 2 1 0 6 5
evzkkgi 3 4 2 1 5 0 6
evzkkig 3 4 2 1 5 6 0
evzkigk 3 4 2 1 6 0 5
evzkikg 3 4 2 1 6 5 0
evzkgki 3 4 2 5 0 1 6
evzkgik 3 4 2 5 0 6 1
evzkkgi 3 4 2 5 1 0 6
evzkkig 3 4 2 5 1 6 0
evzkigk 3 4 2 5 6 0 1
evzkikg 3 4 2 5 6 1 0
evzigkk 3 4 2 6 0 1 5
evzigkk 3 4 2 6 0 5 1
evzikgk 3 4 2 6 1 0 5
evzikkg 3 4 2 6 1 5 0
evzikgk 3 4 2 6 5 0 1
evzikkg 3 4 2 6 5 1 0
evkgkzi 3 4 5 0 1 2 6
evkgkiz 3 4 5 0 1 6 2
evkgzki 3 4 5 0 2 1 6
evkgzik 3 4 5 0 2 6 1
evkgikz 3 4 5 0 6 1 2
evkgizk 3 4 5 0 6 2 1
evkkgzi 3 4 5 1 0 2 6
evkkgiz 3 4 5 1 0 6 2
evkkzgi 3 4 5 1 2 0 6
evkkzig 3 4 5 1 2 6 0
evkkigz 3 4 5 1 6 0 2
evkkizg 3 4 5 1 6 2 0
evkzgki 3 4 5 2 0 1 6
evkzgik 3 4 5 2 0 6 1
evkzkgi 3 4 5 2 1 0 6
evkzkig 3 4 5 2 1 6 0
evkzigk 3 4 5 2 6 0 1
evkzikg 3 4 5 2 6 1 0
evkigkz 3 4 5 6 0 1 2
evkigzk 3 4 5 6 0 2 1
evkikgz 3 4 5 6 1 0 2
evkikzg 3 4 5 6 1 2 0
evkizgk 3 4 5 6 2 0 1
evkizkg 3 4 5 6 2 1 0
evigkzk 3 4 6 0 1 2 5
evigkkz 3 4 6 0 1 5 2
evigzkk 3 4 6 0 2 1 5
evigzkk 3 4 6 0 2 5 1
evigkkz 3 4 6 0 5 1 2
evigkzk 3 4 6 0 5 2 1
evikgzk 3 4 6 1 0 2 5
evikgkz 3 4 6 1 0 5 2
evikzgk 3 4 6 1 2 0 5
evikzkg 3 4 6 1 2 5 0
evikkgz 3 4 6 1 5 0 2
evikkzg 3 4 6 1 5 2 0
evizgkk 3 4 6 2 0 1 5
evizgkk 3 4 6 2 0 5 1
evizkgk 3 4 6 2 1 0 5
evizkkg 3 4 6 2 1 5 0
evizkgk 3 4 6 2 5 0 1
evizkkg 3 4 6 2 5 1 0
evikgkz 3 4 6 5 0 1 2
evikgzk 3 4 6 5 0 2 1
evikkgz 3 4 6 5 1 0 2
evikkzg 3 4 6 5 1 2 0
evikzgk 3 4 6 5 2 0 1
evikzkg 3 4 6 5 2 1 0
ekgkzvi 3 5 0 1 2 4 6
ekgkziv 3 5 0 1 2 6 4
ekgkvzi 3 5 0 1 4 2 6
ekgkviz 3 5 0 1 4 6 2
ekgkizv 3 5 0 1 6 2 4
ekgkivz 3 5 0 1 6 4 2
ekgzkvi 3 5 0 2 1 4 6
ekgzkiv 3 5 0 2 1 6 4
ekgzvki 3 5 0 2 4 1 6
ekgzvik 3 5 0 2 4 6 1
ekgzikv 3 5 0 2 6 1 4
ekgzivk 3 5 0 2 6 4 1
ekgvkzi 3 5 0 4 1 2 6
ekgvkiz 3 5 0 4 1 6 2
ekgvzki 3 5 0 4 2 1 6
ekgvzik 3 5 0 4 2 6 1
ekgvikz 3 5 0 4 6 1 2
ekgvizk 3 5 0 4 6 2 1
ekgikzv 3 5 0 6 1 2 4
ekgikvz 3 5 0 6 1 4 2
ekgizkv 3 5 0 6 2 1 4
ekgizvk 3 5 0 6 2 4 1
ekgivkz 3 5 0 6 4 1 2
ekgivzk 3 5 0 6 4 2 1
ekkgzvi 3 5 1 0 2 4 6
ekkgziv 3 5 1 0 2 6 4
ekkgvzi 3 5 1 0 4 2 6
ekkgviz 3 5 1 0 4 6 2
ekkgizv 3 5 1 0 6 2 4
ekkgivz 3 5 1 0 6 4 2
ekkzgvi 3 5 1 2 0 4 6
ekkzgiv 3 5 1 2 0 6 4
ekkzvgi 3 5 1 2 4 0 6
ekkzvig 3 5 1 2 4 6 0
ekkzigv 3 5 1 2 6 0 4
ekkzivg 3 5 1 2 6 4 0
ekkvgzi 3 5 1 4 0 2 6
ekkvgiz 3 5 1 4 0 6 2
ekkvzgi 3 5 1 4 2 0 6
ekkvzig 3 5 1 4 2 6 0
ekkvigz 3 5 1 4 6 0 2
ekkvizg 3 5 1 4 6 2 0
ekkigzv 3 5 1 6 0 2 4
ekkigvz 3 5 1 6 0 4 2
ekkizgv 3 5 1 6 2 0 4
ekkizvg 3 5 1 6 2 4 0
ekkivgz 3 5 1 6 4 0 2
ekkivzg 3 5 1 6 4 2 0
ekzgkvi 3 5 2 0 1 4 6
ekzgkiv 3 5 2 0 1 6 4
ekzgvki 3 5 2 0 4 1 6
ekzgvik 3 5 2 0 4 6 1
ekzgikv 3 5 2 0 6 1 4
ekzgivk 3 5 2 0 6 4 1
ekzkgvi 3 5 2 1 0 4 6
ekzkgiv 3 5 2 1 0 6 4
ekzkvgi 3 5 2 1 4 0 6
ekzkvig 3 5 2 1 4 6 0
ekzkigv 3 5 2 1 6 0 4
ekzkivg 3 5 2 1 6 4 0
ekzvgki 3 5 2 4 0 1 6
ekzvgik 3 5 2 4 0 6 1
ekzvkgi 3 5 2 4 1 0 6
ekzvkig 3 5 2 4 1 6 0
ekzvigk 3 5 2 4 6 0 1
ekzvikg 3 5 2 4 6 1 0
ekzigkv 3 5 2 6 0 1 4
ekzigvk 3 5 2 6 0 4 1
ekzikgv 3 5 2 6 1 0 4
ekzikvg 3 5 2 6 1 4 0
ekzivgk 3 5 2 6 4 0 1
ekzivkg 3 5 2 6 4 1 0
ekvgkzi 3 5 4 0 1 2 6
ekvgkiz 3 5 4 0 1 6 2
ekvgzki 3 5 4 0 2 1 6
ekvgzik 3 5 4 0 2 6 1
ekvgikz 3 5 4 0 6 1 2
ekvgizk 3 5 4 0 6 2 1
ekvkgzi 3 5 4 1 0 2 6
ekvkgiz 3 5 4 1 0 6 2
ekvkzgi 3 5 4 1 2 0 6
ekvkzig 3 5 4 1 2 6 0
ekvkigz 3 5 4 1 6 0 2
ekvkizg 3 5 4 1 6 2 0
ekvzgki 3 5 4 2 0 1 6
ekvzgik 3 5 4 2 0 6 1
ekvzkgi 3 5 4 2 1 0 6
ekvzkig 3 5 4 2 1 6 0
ekvzigk 3 5 4 2 6 0 1
ekvzikg 3 5 4 2 6 1 0
ekvigkz 3 5 4 6 0 1 2
