Shift: 22
wapulay 0 1 2 3 4 5 6
pylauwa 2 6 4 1 3 0 5
pylauaw 2 6 4 1 3 5 0
pylaawu 2 6 4 1 5 0 3
pylaauw 2 6 4 1 5 3 0
pyluwaa 2 6 4 3 0 1 5
pyluwaa 2 6 4 3 0 5 1
pyluawa 2 6 4 3 1 0 5
pyluaaw 2 6 4 3 1 5 0
pyluawa 2 6 4 3 5 0 1
pyluaaw 2 6 4 3 5 1 0
pylawau 2 6 4 5 0 1 3
pylawua 2 6 4 5 0 3 1
pylaawu 2 6 4 5 1 0 3
pylaauw 2 6 4 5 1 3 0
pylauwa 2 6 4 5 3 0 1
pylauaw 2 6 4 5 3 1 0
pyawaul 2 6 5 0 1 3 4
pyawalu 2 6 5 0 1 4 3
pyawual 2 6 5 0 3 1 4
pyawula 2 6 5 0 3 4 1
pyawlau 2 6 5 0 4 1 3
pyawlua 2 6 5 0 4 3 1
pyaawul 2 6 5 1 0 3 4
pyaawlu 2 6 5 1 0 4 3
pyaauwl 2 6 5 1 3 0 4
pyaaulw 2 6 5 1 3 4 0
pyaalwu 2 6 5 1 4 0 3
pyaaluw 2 6 5 1 4 3 0
pyauwal 2 6 5 3 0 1 4
pyauwla 2 6 5 3 0 4 1
pyauawl 2 6 5 3 1 0 4
pyaualw 2 6 5 3 1 4 0
pyaulwa 2 6 5 3 4 0 1
pyaulaw 2 6 5 3 4 1 0
pyalwau 2 6 5 4 0 1 3
pyalwua 2 6 5 4 0 3 1
pyalawu 2 6 5 4 1 0 3
pyalauw 2 6 5 4 1 3 0
pyaluwa 2 6 5 4 3 0 1
pyaluaw 2 6 5 4 3 1 0
uwaplay 3 0 1 2 4 5 6
uwaplya 3 0 1 2 4 6 5
uwapaly 3 0 1 2 5 4 6
uwapayl 3 0 1 2 5 6 4
uwapyla 3 0 1 2 6 4 5
uwapyal 3 0 1 2 6 5 4
uwalpay 3 0 1 4 2 5 6
uwalpya 3 0 1 4 2 6 5
uwalapy 3 0 1 4 5 2 6
uwalayp 3 0 1 4 5 6 2
uwalypa 3 0 1 4 6 2 5
uwalyap 3 0 1 4 6 5 2
uwaaply 3 0 1 5 2 4 6
uwaapyl 3 0 1 5 2 6 4
uwaalpy 3 0 1 5 4 2 6
uwaalyp 3 0 1 5 4 6 2
uwaaypl 3 0 1 5 6 2 4
uwaaylp 3 0 1 5 6 4 2
uwaypla 3 0 1 6 2 4 5
uwaypal 3 0 1 6 2 5 4
uwaylpa 3 0 1 6 4 2 5
uwaylap 3 0 1 6 4 5 2
uwayapl 3 0 1 6 5 2 4
uwayalp 3 0 1 6 5 4 2
uwpalay 3 0 2 1 4 5 6
uwpalya 3 0 2 1 4 6 5
uwpaaly 3 0 2 1 5 4 6
uwpaayl 3 0 2 1 5 6 4
uwpayla 3 0 2 1 6 4 5
uwpayal 3 0 2 1 6 5 4
uwplaay 3 0 2 4 1 5 6
uwplaya 3 0 2 4 1 6 5
uwplaay 3 0 2 4 5 1 6
uwplaya 3 0 2 4 5 6 1
uwplyaa 3 0 2 4 6 1 5
uwplyaa 3 0 2 4 6 5 1
uwpaaly 3 0 2 5 1 4 6
uwpaayl 3 0 2 5 1 6 4
uwpalay 3 0 2 5 4 1 6
uwpalya 3 0 2 5 4 6 1
uwpayal 3 0 2 5 6 1 4
uwpayla 3 0 2 5 6 4 1
uwpyala 3 0 2 6 1 4 5
uwpyaal 3 0 2 6 1 5 4
uwpylaa 3 0 2 6 4 1 5
uwpylaa 3 0 2 6 4 5 1
uwpyaal 3 0 2 6 5 1 4
uwpyala 3 0 2 6 5 4 1
uwlapay 3 0 4 1 2 5 6
uwlapya 3 0 4 1 2 6 5
uwlaapy 3 0 4 1 5 2 6
uwlaayp 3 0 4 1 5 6 2
uwlaypa 3 0 4 1 6 2 5
uwlayap 3 0 4 1 6 5 2
uwlpaay 3 0 4 2 1 5 6
uwlpaya 3 0 4 2 1 6 5
uwlpaay 3 0 4 2 5 1 6
uwlpaya 3 0 4 2 5 6 1
uwlpyaa 3 0 4 2 6 1 5
uwlpyaa 3 0 4 2 6 5 1
uwlaapy 3 0 4 5 1 2 6
uwlaayp 3 0 4 5 1 6 2
uwlapay 3 0 4 5 2 1 6
uwlapya 3 0 4 5 2 6 1
uwlayap 3 0 4 5 6 1 2
uwlaypa 3 0 4 5 6 2 1
uwlyapa 3 0 4 6 1 2 5
uwlyaap 3 0 4 6 1 5 2
uwlypaa 3 0 4 6 2 1 5
uwlypaa 3 0 4 6 2 5 1
uwlyaap 3 0 4 6 5 1 2
uwlyapa 3 0 4 6 5 2 1
uwaaply 3 0 5 1 2 4 6
uwaapyl 3 0 5 1 2 6 4
uwaalpy 3 0 5 1 4 2 6
uwaalyp 3 0 5 1 4 6 2
uwaaypl 3 0 5 1 6 2 4
uwaaylp 3 0 5 1 6 4 2
uwapaly 3 0 5 2 1 4 6
uwapayl 3 0 5 2 1 6 4
uwaplay 3 0 5 2 4 1 6
uwaplya 3 0 5 2 4 6 1
uwapyal 3 0 5 2 6 1 4
uwapyla 3 0 5 2 6 4 1
uwalapy 3 0 5 4 1 2 6
uwalayp 3 0 5 4 1 6 2
uwalpay 3 0 5 4 2 1 6
uwalpya 3 0 5 4 2 6 1
uwalyap 3 0 5 4 6 1 2
uwalypa 3 0 5 4 6 2 1
uwayapl 3 0 5 6 1 2 4
uwayalp 3 0 5 6 1 4 2
uwaypal 3 0 5 6 2 1 4
uwaypla 3 0 5 6 2 4 1
uwaylap 3 0 5 6 4 1 2
uwaylpa 3 0 5 6 4 2 1
uwyapla 3 0 6 1 2 4 5
uwyapal 3 0 6 1 2 5 4
uwyalpa 3 0 6 1 4 2 5
uwyalap 3 0 6 1 4 5 2
uwyaapl 3 0 6 1 5 2 4
uwyaalp 3 0 6 1 5 4 2
uwypala 3 0 6 2 1 4 5
uwypaal 3 0 6 2 1 5 4
uwyplaa 3 0 6 2 4 1 5
uwyplaa 3 0 6 2 4 5 1
uwypaal 3 0 6 2 5 1 4
uwypala 3 0 6 2 5 4 1
uwylapa 3 0 6 4 1 2 5
uwylaap 3 0 6 4 1 5 2
uwylpaa 3 0 6 4 2 1 5
uwylpaa 3 0 6 4 2 5 1
uwylaap 3 0 6 4 5 1 2
uwylapa 3 0 6 4 5 2 1
uwyaapl 3 0 6 5 1 2 4
uwyaalp 3 0 6 5 1 4 2
uwyapal 3 0 6 5 2 1 4
uwyapla 3 0 6 5 2 4 1
uwyalap 3 0 6 5 4 1 2
uwyalpa 3 0 6 5 4 2 1
uawplay 3 1 0 2 4 5 6
uawplya 3 1 0 2 4 6 5
uawpaly 3 1 0 2 5 4 6
uawpayl 3 1 0 2 5 6 4
uawpyla 3 1 0 2 6 4 5
uawpyal 3 1 0 2 6 5 4
uawlpay 3 1 0 4 2 5 6
uawlpya 3 1 0 4 2 6 5
uawlapy 3 1 0 4 5 2 6
uawlayp 3 1 0 4 5 6 2
uawlypa 3 1 0 4 6 2 5
uawlyap 3 1 0 4 6 5 2
uawaply 3 1 0 5 2 4 6
uawapyl 3 1 0 5 2 6 4
uawalpy 3 1 0 5 4 2 6
uawalyp 3 1 0 5 4 6 2
uawaypl 3 1 0 5 6 2 4
uawaylp 3 1 0 5 6 4 2
uawypla 3 1 0 6 2 4 5
uawypal 3 1 0 6 2 5 4
uawylpa 3 1 0 6 4 2 5
uawylap 3 1 0 6 4 5 2
uawyapl 3 1 0 6 5 2 4
uawyalp 3 1 0 6 5 4 2
uapwlay 3 1 2 0 4 5 6
uapwlya 3 1 2 0 4 6 5
uapwaly 3 1 2 0 5 4 6
uapwayl 3 1 2 0 5 6 4
uapwyla 3 1 2 0 6 4 5
uapwyal 3 1 2 0 6 5 4
uaplway 3 1 2 4 0 5 6
uaplwya 3 1 2 4 0 6 5
uaplawy 3 1 2 4 5 0 6
uaplayw 3 1 2 4 5 6 0
uaplywa 3 1 2 4 6 0 5
uaplyaw 3 1 2 4 6 5 0
uapawly 3 1 2 5 0 4 6
uapawyl 3 1 2 5 0 6 4
uapalwy 3 1 2 5 4 0 6
uapalyw 3 1 2 5 4 6 0
uapaywl 3 1 2 5 6 0 4
uapaylw 3 1 2 5 6 4 0
uapywla 3 1 2 6 0 4 5
uapywal 3 1 2 6 0 5 4
uapylwa 3 1 2 6 4 0 5
uapylaw 3 1 2 6 4 5 0
uapyawl 3 1 2 6 5 0 4
uapyalw 3 1 2 6 5 4 0
ualwpay 3 1 4 0 2 5 6
ualwpya 3 1 4 0 2 6 5
ualwapy 3 1 4 0 5 2 6
ualwayp 3 1 4 0 5 6 2
ualwypa 3 1 4 0 6 2 5
ualwyap 3 1 4 0 6 5 2
ualpway 3 1 4 2 0 5 6
ualpwya 3 1 4 2 0 6 5
ualpawy 3 1 4 2 5 0 6
ualpayw 3 1 4 2 5 6 0
ualpywa 3 1 4 2 6 0 5
ualpyaw 3 1 4 2 6 5 0
ualawpy 3 1 4 5 0 2 6
ualawyp 3 1 4 5 0 6 2
ualapwy 3 1 4 5 2 0 6
ualapyw 3 1 4 5 2 6 0
ualaywp 3 1 4 5 6 0 2
ualaypw 3 1 4 5 6 2 0
ualywpa 3 1 4 6 0 2 5
ualywap 3 1 4 6 0 5 2
ualypwa 3 1 4 6 2 0 5
ualypaw 3 1 4 6 2 5 0
ualyawp 3 1 4 6 5 0 2
ualyapw 3 1 4 6 5 2 0
uaawply 3 1 5 0 2 4 6
uaawpyl 3 1 5 0 2 6 4
uaawlpy 3 1 5 0 4 2 6
uaawlyp 3 1 5 0 4 6 2
uaawypl 3 1 5 0 6 2 4
uaawylp 3 1 5 0 6 4 2
uaapwly 3 1 5 2 0 4 6
uaapwyl 3 1 5 2 0 6 4
uaaplwy 3 1 5 2 4 0 6
uaaplyw 3 1 5 2 4 6 0
uaapywl 3 1 5 2 6 0 4
uaapylw 3 1 5 2 6 4 0
uaalwpy 3 1 5 4 0 2 6
uaalwyp 3 1 5 4 0 6 2
uaalpwy 3 1 5 4 2 0 6
uaalpyw 3 1 5 4 2 6 0
uaalywp 3 1 5 4 6 0 2
uaalypw 3 1 5 4 6 2 0
uaaywpl 3 1 5 6 0 2 4
uaaywlp 3 1 5 6 0 4 2
uaaypwl 3 1 5 6 2 0 4
uaayplw 3 1 5 6 2 4 0
uaaylwp 3 1 5 6 4 0 2
uaaylpw 3 1 5 6 4 2 0
uaywpla 3 1 6 0 2 4 5
uaywpal 3 1 6 0 2 5 4
uaywlpa 3 1 6 0 4 2 5
uaywlap 3 1 6 0 4 5 2
uaywapl 3 1 6 0 5 2 4
uaywalp 3 1 6 0 5 4 2
uaypwla 3 1 6 2 0 4 5
uaypwal 3 1 6 2 0 5 4
uayplwa 3 1 6 2 4 0 5
uayplaw 3 1 6 2 4 5 0
uaypawl 3 1 6 2 5 0 4
uaypalw 3 1 6 2 5 4 0
uaylwpa 3 1 6 4 0 2 5
uaylwap 3 1 6 4 0 5 2
uaylpwa 3 1 6 4 2 0 5
uaylpaw 3 1 6 4 2 5 0
uaylawp 3 1 6 4 5 0 2
uaylapw 3 1 6 4 5 2 0
uayawpl 3 1 6 5 0 2 4
uayawlp 3 1 6 5 0 4 2
uayapwl 3 1 6 5 2 0 4
uayaplw 3 1 6 5 2 4 0
uayalwp 3 1 6 5 4 0 2
uayalpw 3 1 6 5 4 2 0
upwalay 3 2 0 1 4 5 6
upwalya 3 2 0 1 4 6 5
upwaaly 3 2 0 1 5 4 6
upwaayl 3 2 0 1 5 6 4
upwayla 3 2 0 1 6 4 5
upwayal 3 2 0 1 6 5 4
upwlaay 3 2 0 4 1 5 6
upwlaya 3 2 0 4 1 6 5
upwlaay 3 2 0 4 5 1 6
upwlaya 3 2 0 4 5 6 1
upwlyaa 3 2 0 4 6 1 5
upwlyaa 3 2 0 4 6 5 1
upwaaly 3 2 0 5 1 4 6
upwaayl 3 2 0 5 1 6 4
upwalay 3 2 0 5 4 1 6
upwalya 3 2 0 5 4 6 1
upwayal 3 2 0 5 6 1 4
upwayla 3 2 0 5 6 4 1
upwyala 3 2 0 6 1 4 5
upwyaal 3 2 0 6 1 5 4
upwylaa 3 2 0 6 4 1 5
upwylaa 3 2 0 6 4 5 1
upwyaal 3 2 0 6 5 1 4
upwyala 3 2 0 6 5 4 1
upawlay 3 2 1 0 4 5 6
upawlya 3 2 1 0 4 6 5
upawaly 3 2 1 0 5 4 6
upawayl 3 2 1 0 5 6 4
upawyla 3 2 1 0 6 4 5
upawyal 3 2 1 0 6 5 4
upalway 3 2 1 4 0 5 6
upalwya 3 2 1 4 0 6 5
upalawy 3 2 1 4 5 0 6
upalayw 3 2 1 4 5 6 0
upalywa 3 2 1 4 6 0 5
upalyaw 3 2 1 4 6 5 0
upaawly 3 2 1 5 0 4 6
upaawyl 3 2 1 5 0 6 4
upaalwy 3 2 1 5 4 0 6
upaalyw 3 2 1 5 4 6 0
upaaywl 3 2 1 5 6 0 4
upaaylw 3 2 1 5 6 4 0
upaywla 3 2 1 6 0 4 5
upaywal 3 2 1 6 0 5 4
upaylwa 3 2 1 6 4 0 5
upaylaw 3 2 1 6 4 5 0
upayawl 3 2 1 6 5 0 4
upayalw 3 2 1 6 5 4 0
uplwaay 3 2 4 0 1 5 6
uplwaya 3 2 4 0 1 6 5
uplwaay 3 2 4 0 5 1 6
uplwaya 3 2 4 0 5 6 1
uplwyaa 3 2 4 0 6 1 5
uplwyaa 3 2 4 0 6 5 1
uplaway 3 2 4 1 0 5 6
uplawya 3 2 4 1 0 6 5
uplaawy 3 2 4 1 5 0 6
uplaayw 3 2 4 1 5 6 0
uplaywa 3 2 4 1 6 0 5
uplayaw 3 2 4 1 6 5 0
uplaway 3 2 4 5 0 1 6
uplawya 3 2 4 5 0 6 1
uplaawy 3 2 4 5 1 0 6
uplaayw 3 2 4 5 1 6 0
uplaywa 3 2 4 5 6 0 1
uplayaw 3 2 4 5 6 1 0
uplywaa 3 2 4 6 0 1 5
uplywaa 3 2 4 6 0 5 1
uplyawa 3 2 4 6 1 0 5
uplyaaw 3 2 4 6 1 5 0
uplyawa 3 2 4 6 5 0 1
uplyaaw 3 2 4 6 5 1 0
upawaly 3 2 5 0 1 4 6
upawayl 3 2 5 0 1 6 4
upawlay 3 2 5 0 4 1 6
upawlya 3 2 5 0 4 6 1
upawyal 3 2 5 0 6 1 4
upawyla 3 2 5 0 6 4 1
upaawly 3 2 5 1 0 4 6
upaawyl 3 2 5 1 0 6 4
upaalwy 3 2 5 1 4 0 6
upaalyw 3 2 5 1 4 6 0
upaaywl 3 2 5 1 6 0 4
upaaylw 3 2 5 1 6 4 0
upalway 3 2 5 4 0 1 6
upalwya 3 2 5 4 0 6 1
upalawy 3 2 5 4 1 0 6
upalayw 3 2 5 4 1 6 0
upalywa 3 2 5 4 6 0 1
upalyaw 3 2 5 4 6 1 0
upaywal 3 2 5 6 0 1 4
upaywla 3 2 5 6 0 4 1
upayawl 3 2 5 6 1 0 4
upayalw 3 2 5 6 1 4 0
upaylwa 3 2 5 6 4 0 1
upaylaw 3 2 5 6 4 1 0
upywala 3 2 6 0 1 4 5
upywaal 3 2 6 0 1 5 4
upywlaa 3 2 6 0 4 1 5
upywlaa 3 2 6 0 4 5 1
upywaal 3 2 6 0 5 1 4
upywala 3 2 6 0 5 4 1
upyawla 3 2 6 1 0 4 5
upyawal 3 2 6 1 0 5 4
upyalwa 3 2 6 1 4 0 5
upyalaw 3 2 6 1 4 5 0
upyaawl 3 2 6 1 5 0 4
upyaalw 3 2 6 1 5 4 0
upylwaa 3 2 6 4 0 1 5
upylwaa 3 2 6 4 0 5 1
upylawa 3 2 6 4 1 0 5
upylaaw 3 2 6 4 1 5 0
upylawa 3 2 6 4 5 0 1
upylaaw 3 2 6 4 5 1 0
upyawal 3 2 6 5 0 1 4
upyawla 3 2 6 5 0 4 1
upyaawl 3 2 6 5 1 0 4
upyaalw 3 2 6 5 1 4 0
upyalwa 3 2 6 5 4 0 1
upyalaw 3 2 6 5 4 1 0
ulwapay 3 4 0 1 2 5 6
ulwapya 3 4 0 1 2 6 5
ulwaapy 3 4 0 1 5 2 6
ulwaayp 3 4 0 1 5 6 2
ulwaypa 3 4 0 1 6 2 5
ulwayap 3 4 0 1 6 5 2
ulwpaay 3 4 0 2 1 5 6
ulwpaya 3 4 0 2 1 6 5
ulwpaay 3 4 0 2 5 1 6
ulwpaya 3 4 0 2 5 6 1
ulwpyaa 3 4 0 2 6 1 5
ulwpyaa 3 4 0 2 6 5 1
ulwaapy 3 4 0 5 1 2 6
ulwaayp 3 4 0 5 1 6 2
ulwapay 3 4 0 5 2 1 6
ulwapya 3 4 0 5 2 6 1
ulwayap 3 4 0 5 6 1 2
ulwaypa 3 4 0 5 6 2 1
ulwyapa 3 4 0 6 1 2 5
ulwyaap 3 4 0 6 1 5 2
ulwypaa 3 4 0 6 2 1 5
ulwypaa 3 4 0 6 2 5 1
ulwyaap 3 4 0 6 5 1 2
ulwyapa 3 4 0 6 5 2 1
ulawpay 3 4 1 0 2 5 6
ulawpya 3 4 1 0 2 6 5
ulawapy 3 4 1 0 5 2 6
ulawayp 3 4 1 0 5 6 2
ulawypa 3 4 1 0 6 2 5
ulawyap 3 4 1 0 6 5 2
ulapway 3 4 1 2 0 5 6
ulapwya 3 4 1 2 0 6 5
ulapawy 3 4 1 2 5 0 6
ulapayw 3 4 1 2 5 6 0
ulapywa 3 4 1 2 6 0 5
ulapyaw 3 4 1 2 6 5 0
ulaawpy 3 4 1 5 0 2 6
ulaawyp 3 4 1 5 0 6 2
ulaapwy 3 4 1 5 2 0 6
ulaapyw 3 4 1 5 2 6 0
ulaaywp 3 4 1 5 6 0 2
ulaaypw 3 4 1 5 6 2 0
ulaywpa 3 4 1 6 0 2 5
ulaywap 3 4 1 6 0 5 2
ulaypwa 3 4 1 6 2 0 5
ulaypaw 3 4 1 6 2 5 0
ulayawp 3 4 1 6 5 0 2
ulayapw 3 4 1 6 5 2 0
ulpwaay 3 4 2 0 1 5 6
ulpwaya 3 4 2 0 1 6 5
ulpwaay 3 4 2 0 5 1 6
ulpwaya 3 4 2 0 5 6 1
ulpwyaa 3 4 2 0 6 1 5
ulpwyaa 3 4 2 0 6 5 1
ulpaway 3 4 2 1 0 5 6
ulpawya 3 4 2 1 0 6 5
ulpaawy 3 4 2 1 5 0 6
ulpaayw 3 4 2 1 5 6 0
ulpaywa 3 4 2 1 6 0 5
ulpayaw 3 4 2 1 6 5 0
ulpaway 3 4 2 5 0 1 6
ulpawya 3 4 2 5 0 6 1
ulpaawy 3 4 2 5 1 0 6
ulpaayw 3 4 2 5 1 6 0
ulpaywa 3 4 2 5 6 0 1
ulpayaw 3 4 2 5 6 1 0
ulpywaa 3 4 2 6 0 1 5
ulpywaa 3 4 2 6 0 5 1
ulpyawa 3 4 2 6 1 0 5
ulpyaaw 3 4 2 6 1 5 0
ulpyawa 3 4 2 6 5 0 1
ulpyaaw 3 4 2 6 5 1 0
ulawapy 3 4 5 0 1 2 6
ulawayp 3 4 5 0 1 6 2
ulawpay 3 4 5 0 2 1 6
ulawpya 3 4 5 0 2 6 1
ulawyap 3 4 5 0 6 1 2
ulawypa 3 4 5 0 6 2 1
ulaawpy 3 4 5 1 0 2 6
ulaawyp 3 4 5 1 0 6 2
ulaapwy 3 4 5 1 2 0 6
ulaapyw 3 4 5 1 2 6 0
ulaaywp 3 4 5 1 6 0 2
ulaaypw 3 4 5 1 6 2 0
ulapway 3 4 5 2 0 1 6
ulapwya 3 4 5 2 0 6 1
ulapawy 3 4 5 2 1 0 6
ulapayw 3 4 5 2 1 6 0
ulapywa 3 4 5 2 6 0 1
ulapyaw 3 4 5 2 6 1 0
ulaywap 3 4 5 6 0 1 2
ulaywpa 3 4 5 6 0 2 1
ulayawp 3 4 5 6 1 0 2
ulayapw 3 4 5 6 1 2 0
ulaypwa 3 4 5 6 2 0 1
ulaypaw 3 4 5 6 2 1 0
ulywapa 3 4 6 0 1 2 5
ulywaap 3 4 6 0 1 5 2
ulywpaa 3 4 6 0 2 1 5
ulywpaa 3 4 6 0 2 5 1
ulywaap 3 4 6 0 5 1 2
ulywapa 3 4 6 0 5 2 1
ulyawpa 3 4 6 1 0 2 5
ulyawap 3 4 6 1 0 5 2
ulyapwa 3 4 6 1 2 0 5
ulyapaw 3 4 6 1 2 5 0
ulyaawp 3 4 6 1 5 0 2
ulyaapw 3 4 6 1 5 2 0
ulypwaa 3 4 6 2 0 1 5
ulypwaa 3 4 6 2 0 5 1
ulypawa 3 4 6 2 1 0 5
ulypaaw 3 4 6 2 1 5 0
ulypawa 3 4 6 2 5 0 1
ulypaaw 3 4 6 2 5 1 0
ulyawap 3 4 6 5 0 1 2
ulyawpa 3 4 6 5 0 2 1
ulyaawp 3 4 6 5 1 0 2
ulyaapw 3 4 6 5 1 2 0
ulyapwa 3 4 6 5 2 0 1
ulyapaw 3 4 6 5 2 1 0
uawaply 3 5 0 1 2 4 6
uawapyl 3 5 0 1 2 6 4
uawalpy 3 5 0 1 4 2 6
uawalyp 3 5 0 1 4 6 2
uawaypl 3 5 0 1 6 2 4
uawaylp 3 5 0 1 6 4 2
uawpaly 3 5 0 2 1 4 6
uawpayl 3 5 0 2 1 6 4
uawplay 3 5 0 2 4 1 6
uawplya 3 5 0 2 4 6 1
uawpyal 3 5 0 2 6 1 4
uawpyla 3 5 0 2 6 4 1
uawlapy 3 5 0 4 1 2 6
uawlayp 3 5 0 4 1 6 2
uawlpay 3 5 0 4 2 1 6
uawlpya 3 5 0 4 2 6 1
uawlyap 3 5 0 4 6 1 2
uawlypa 3 5 0 4 6 2 1
uawyapl 3 5 0 6 1 2 4
uawyalp 3 5 0 6 1 4 2
uawypal 3 5 0 6 2 1 4
uawypla 3 5 0 6 2 4 1
uawylap 3 5 0 6 4 1 2
uawylpa 3 5 0 6 4 2 1
uaawply 3 5 1 0 2 4 6
uaawpyl 3 5 1 0 2 6 4
uaawlpy 3 5 1 0 4 2 6
uaawlyp 3 5 1 0 4 6 2
uaawypl 3 5 1 0 6 2 4
uaawylp 3 5 1 0 6 4 2
uaapwly 3 5 1 2 0 4 6
uaapwyl 3 5 1 2 0 6 4
uaaplwy 3 5 1 2 4 0 6
uaaplyw 3 5 1 2 4 6 0
uaapywl 3 5 1 2 6 0 4
uaapylw 3 5 1 2 6 4 0
uaalwpy 3 5 1 4 0 2 6
uaalwyp 3 5 1 4 0 6 2
uaalpwy 3 5 1 4 2 0 6
uaalpyw 3 5 1 4 2 6 0
uaalywp 3 5 1 4 6 0 2
uaalypw 3 5 1 4 6 2 0
uaaywpl 3 5 1 6 0 2 4
uaaywlp 3 5 1 6 0 4 2
uaaypwl 3 5 1 6 2 0 4
uaayplw 3 5 1 6 2 4 0
uaaylwp 3 5 1 6 4 0 2
uaaylpw 3 5 1 6 4 2 0
uapwaly 3 5 2 0 1 4 6
uapwayl 3 5 2 0 1 6 4
uapwlay 3 5 2 0 4 1 6
uapwlya 3 5 2 0 4 6 1
uapwyal 3 5 2 0 6 1 4
uapwyla 3 5 2 0 6 4 1
uapawly 3 5 2 1 0 4 6
uapawyl 3 5 2 1 0 6 4
uapalwy 3 5 2 1 4 0 6
uapalyw 3 5 2 1 4 6 0
uapaywl 3 5 2 1 6 0 4
uapaylw 3 5 2 1 6 4 0
uaplway 3 5 2 4 0 1 6
uaplwya 3 5 2 4 0 6 1
uaplawy 3 5 2 4 1 0 6
uaplayw 3 5 2 4 1 6 0
uaplywa 3 5 2 4 6 0 1
uaplyaw 3 5 2 4 6 1 0
uapywal 3 5 2 6 0 1 4
uapywla 3 5 2 6 0 4 1
uapyawl 3 5 2 6 1 0 4
uapyalw 3 5 2 6 1 4 0
uapylwa 3 5 2 6 4 0 1
uapylaw 3 5 2 6 4 1 0
ualwapy 3 5 4 0 1 2 6
ualwayp 3 5 4 0 1 6 2
ualwpay 3 5 4 0 2 1 6
ualwpya 3 5 4 0 2 6 1
ualwyap 3 5 4 0 6 1 2
ualwypa 3 5 4 0 6 2 1
ualawpy 3 5 4 1 0 2 6
ualawyp 3 5 4 1 0 6 2
ualapwy 3 5 4 1 2 0 6
ualapyw 3 5 4 1 2 6 0
ualaywp 3 5 4 1 6 0 2
ualaypw 3 5 4 1 6 2 0
ualpway 3 5 4 2 0 1 6
ualpwya 3 5 4 2 0 6 1
ualpawy 3 5 4 2 1 0 6
ualpayw 3 5 4 2 1 6 0
ualpywa 3 5 4 2 6 0 1
ualpyaw 3 5 4 2 6 1 0
ualywap 3 5 4 6 0 1 2
ualywpa 3 5 4 6 0 2 1
ualyawp 3 5 4 6 1 0 2
ualyapw 3 5 4 6 1 2 0
ualypwa 3 5 4 6 2 0 1
ualypaw 3 5 4 6 2 1 0
uaywapl 3 5 6 0 1 2 4
uaywalp 3 5 6 0 1 4 2
uaywpal 3 5 6 0 2 1 4
uaywpla 3 5 6 0 2 4 1
uaywlap 3 5 6 0 4 1 2
uaywlpa 3 5 6 0 4 2 1
uayawpl 3 5 6 1 0 2 4
uayawlp 3 5 6 1 0 4 2
uayapwl 3 5 6 1 2 0 4
uayaplw 3 5 6 1 2 4 0
uayalwp 3 5 6 1 4 0 2
uayalpw 3 5 6 1 4 2 0
uaypwal 3 5 6 2 0 1 4
uaypwla 3 5 6 2 0 4 1
uaypawl 3 5 6 2 1 0 4
uaypalw 3 5 6 2 1 4 0
uayplwa 3 5 6 2 4 0 1
uayplaw 3 5 6 2 4 1 0
uaylwap 3 5 6 4 0 1 2
uaylwpa 3 5 6 4 0 2 1
uaylawp 3 5 6 4 1 0 2
uaylapw 3 5 6 4 1 2 0
uaylpwa 3 5 6 4 2 0 1
uaylpaw 3 5 6 4 2 1 0
uywapla 3 6 0 1 2 4 5
uywapal 3 6 0 1 2 5 4
uywalpa 3 6 0 1 4 2 5
uywalap 3 6 0 1 4 5 2
uywaapl 3 6 0 1 5 2 4
uywaalp 3 6 0 1 5 4 2
uywpala 3 6 0 2 1 4 5
uywpaal 3 6 0 2 1 5 4
uywplaa 3 6 0 2 4 1 5
uywplaa 3 6 0 2 4 5 1
uywpaal 3 6 0 2 5 1 4
uywpala 3 6 0 2 5 4 1
uywlapa 3 6 0 4 1 2 5
uywlaap 3 6 0 4 1 5 2
uywlpaa 3 6 0 4 2 1 5
uywlpaa 3 6 0 4 2 5 1
uywlaap 3 6 0 4 5 1 2
uywlapa 3 6 0 4 5 2 1
uywaapl 3 6 0 5 1 2 4
uywaalp 3 6 0 5 1 4 2
uywapal 3 6 0 5 2 1 4
uywapla 3 6 0 5 2 4 1
uywalap 3 6 0 5 4 1 2
uywalpa 3 6 0 5 4 2 1
uyawpla 3 6 1 0 2 4 5
uyawpal 3 6 1 0 2 5 4
uyawlpa 3 6 1 0 4 2 5
uyawlap 3 6 1 0 4 5 2
uyawapl 3 6 1 0 5 2 4
uyawalp 3 6 1 0 5 4 2
uyapwla 3 6 1 2 0 4 5
uyapwal 3 6 1 2 0 5 4
uyaplwa 3 6 1 2 4 0 5
uyaplaw 3 6 1 2 4 5 0
uyapawl 3 6 1 2 5 0 4
uyapalw 3 6 1 2 5 4 0
uyalwpa 3 6 1 4 0 2 5
uyalwap 3 6 1 4 0 5 2
uyalpwa 3 6 1 4 2 0 5
uyalpaw 3 6 1 4 2 5 0
uyalawp 3 6 1 4 5 0 2
uyalapw 3 6 1 4 5 2 0
uyaawpl 3 6 1 5 0 2 4
uyaawlp 3 6 1 5 0 4 2
uyaapwl 3 6 1 5 2 0 4
uyaaplw 3 6 1 5 2 4 0
uyaalwp 3 6 1 5 4 0 2
uyaalpw 3 6 1 5 4 2 0
uypwala 3 6 2 0 1 4 5
uypwaal 3 6 2 0 1 5 4
uypwlaa 3 6 2 0 4 1 5
uypwlaa 3 6 2 0 4 5 1
uypwaal 3 6 2 0 5 1 4
